Orthogroup	MHP_LH_genes	MHP_7422_genes
OG0000544	KUD10_RS01325	MHL_RS01335
OG0000545	KUD10_RS01885	MHL_RS01905
OG0000546	KUD10_RS02865	MHL_RS02835
OG0000547	KUD10_RS02985	MHL_RS02955
OG0000548	KUD10_RS01655	MHL_RS01675
OG0000549	KUD10_RS03385	MHL_RS03320
OG0000550	KUD10_RS03530	MHL_RS03460
OG0000553	KUD10_RS02770	MHL_RS02740
OG0000554	KUD10_RS02455	MHL_RS04060
OG0000556	KUD10_RS01160	MHL_RS00615
OG0000557	KUD10_RS01335	MHL_RS01345
OG0000558	KUD10_RS01305	MHL_RS01315
OG0000559	KUD10_RS01760	MHL_RS01775
OG0000560	KUD10_RS01875	MHL_RS01890
OG0000561	KUD10_RS01105	MHL_RS01190
OG0000562	KUD10_RS01880	MHL_RS01895
OG0000563	KUD10_RS01865	MHL_RS01880
OG0000564	KUD10_RS01360	MHL_RS01370
OG0000565	KUD10_RS01930	MHL_RS01945
OG0000566	KUD10_RS01915	MHL_RS01935
OG0000567	KUD10_RS01890	MHL_RS01910
OG0000568	KUD10_RS00680	MHL_RS00775
OG0000569	KUD10_RS01310	MHL_RS01320
OG0000570	KUD10_RS01315	MHL_RS01325
OG0000571	KUD10_RS01320	MHL_RS01330
OG0000572	KUD10_RS01340	MHL_RS01350
OG0000573	KUD10_RS01755	MHL_RS01770
OG0000574	KUD10_RS01380	MHL_RS01390
OG0000575	KUD10_RS01295	MHL_RS01305
OG0000576	KUD10_RS01715	MHL_RS03700
OG0000577	KUD10_RS02745	MHL_RS02715
OG0000578	KUD10_RS02765	MHL_RS02735
OG0000579	KUD10_RS01855	MHL_RS01850
OG0000580	KUD10_RS02870	MHL_RS02840
OG0000581	KUD10_RS01835	MHL_RS01845
OG0000582	KUD10_RS01330	MHL_RS03975
OG0000583	KUD10_RS01745	MHL_RS01765
OG0000584	KUD10_RS01190	MHL_RS00660
OG0000585	KUD10_RS02275	MHL_RS03810
OG0000586	KUD10_RS01730	MHL_RS01750
OG0000587	KUD10_RS03745	MHL_RS04145
OG0000589	KUD10_RS02220	MHL_RS03730
OG0000591	KUD10_RS03705	MHL_RS04150
OG0000592	KUD10_RS02735	MHL_RS02705
OG0000593	KUD10_RS03595	MHL_RS03525
OG0000594	KUD10_RS01300	MHL_RS01310
OG0000595	KUD10_RS03070	MHL_RS03050
OG0000596	KUD10_RS01795	MHL_RS01805
OG0000597	KUD10_RS03065	MHL_RS03045
OG0000598	KUD10_RS01800	MHL_RS01810
OG0000599	KUD10_RS01805	MHL_RS01815
OG0000600	KUD10_RS01185	MHL_RS00655
OG0000601	KUD10_RS01870	MHL_RS01885
OG0000602	KUD10_RS02090	MHL_RS02110
OG0000604	KUD10_RS03715	MHL_RS04155
OG0000605	KUD10_RS01175	MHL_RS00635
OG0000606	KUD10_RS01840	MHL_RS01860
OG0000607	KUD10_RS01285	MHL_RS03830
OG0000609	KUD10_RS01905	MHL_RS03840
OG0000611	KUD10_RS00090	MHL_RS03910
OG0000612	KUD10_RS03695	MHL_RS01830
OG0000613	KUD10_RS01945	MHL_RS04030
OG0000614	KUD10_RS02240	MHL_RS03735
OG0000663	KUD10_RS03720	MHL_RS04165
