Orthogroup	MHP_1257_genes	MHP_LH_genes
OG0000473	ABKJ22_RS03380	KUD10_RS03565
OG0000474	ABKJ22_RS03385	KUD10_RS03570
OG0000475	ABKJ22_RS03390	KUD10_RS03575
OG0000476	ABKJ22_RS01570	KUD10_RS01625
OG0000477	ABKJ22_RS02565	KUD10_RS02705
OG0000478	ABKJ22_RS03325	KUD10_RS03510
OG0000479	ABKJ22_RS01345	KUD10_RS01400
OG0000480	ABKJ22_RS02005	KUD10_RS02080
OG0000481	ABKJ22_RS00885	KUD10_RS00810
OG0000482	ABKJ22_RS01225	KUD10_RS01280
OG0000483	ABKJ22_RS02050	KUD10_RS02125
OG0000484	ABKJ22_RS00195	KUD10_RS00200
OG0000485	ABKJ22_RS01180	KUD10_RS01245
OG0000486	ABKJ22_RS02105	KUD10_RS02370
OG0000487	ABKJ22_RS01980	KUD10_RS02055
OG0000488	ABKJ22_RS02020	KUD10_RS02095
OG0000489	ABKJ22_RS00050	KUD10_RS00050
OG0000490	ABKJ22_RS03495	KUD10_RS03680
OG0000491	ABKJ22_RS01365	KUD10_RS01420
OG0000492	ABKJ22_RS01440	KUD10_RS01495
OG0000493	ABKJ22_RS00580	KUD10_RS00585
OG0000494	ABKJ22_RS01060	KUD10_RS00650
OG0000495	ABKJ22_RS02780	KUD10_RS02910
OG0000496	ABKJ22_RS02770	KUD10_RS02900
OG0000497	ABKJ22_RS02765	KUD10_RS02895
OG0000498	ABKJ22_RS02675	KUD10_RS02820
OG0000499	ABKJ22_RS02640	KUD10_RS02785
OG0000500	ABKJ22_RS01905	KUD10_RS01980
OG0000501	ABKJ22_RS02970	KUD10_RS03135
OG0000502	ABKJ22_RS01215	KUD10_RS01270
OG0000503	ABKJ22_RS00940	KUD10_RS00755
OG0000504	ABKJ22_RS00805	KUD10_RS00890
OG0000505	ABKJ22_RS00755	KUD10_RS00925
OG0000506	ABKJ22_RS00740	KUD10_RS00935
OG0000507	ABKJ22_RS00705	KUD10_RS00970
OG0000508	ABKJ22_RS00245	KUD10_RS00250
OG0000509	ABKJ22_RS00280	KUD10_RS00285
OG0000510	ABKJ22_RS00290	KUD10_RS00295
OG0000511	ABKJ22_RS00435	KUD10_RS00430
OG0000512	ABKJ22_RS02500	KUD10_RS02635
OG0000513	ABKJ22_RS03310	KUD10_RS03495
OG0000514	ABKJ22_RS02805	KUD10_RS02935
OG0000516	ABKJ22_RS01985	KUD10_RS02060
OG0000517	ABKJ22_RS00065	KUD10_RS00065
OG0000518	ABKJ22_RS03010	KUD10_RS03175
OG0000519	ABKJ22_RS00915	KUD10_RS00780
OG0000520	ABKJ22_RS00790	KUD10_RS00905
OG0000521	ABKJ22_RS00260	KUD10_RS00265
OG0000522	ABKJ22_RS00295	KUD10_RS00300
OG0000523	ABKJ22_RS03245	KUD10_RS03430
OG0000524	ABKJ22_RS02615	KUD10_RS02755
OG0000525	ABKJ22_RS03210	KUD10_RS03395
OG0000526	ABKJ22_RS01820	KUD10_RS01895
OG0000527	ABKJ22_RS01745	KUD10_RS01830
OG0000528	ABKJ22_RS01990	KUD10_RS02065
OG0000529	ABKJ22_RS02170	KUD10_RS02305
OG0000530	ABKJ22_RS02300	KUD10_RS02410
OG0000531	ABKJ22_RS01415	KUD10_RS01470
OG0000532	ABKJ22_RS01625	KUD10_RS01685
OG0000533	ABKJ22_RS01100	KUD10_RS00605
OG0000534	ABKJ22_RS00375	KUD10_RS00380
OG0000535	ABKJ22_RS00045	KUD10_RS00045
OG0000536	ABKJ22_RS03430	KUD10_RS03615
OG0000537	ABKJ22_RS00975	KUD10_RS00720
OG0000538	ABKJ22_RS01140	KUD10_RS01120
OG0000539	ABKJ22_RS00210	KUD10_RS00215
OG0000540	ABKJ22_RS02585	KUD10_RS02725
OG0000541	ABKJ22_RS02655	KUD10_RS02800
OG0000542	ABKJ22_RS00345	KUD10_RS00350
OG0000544	ABKJ22_RS01265	KUD10_RS01325
OG0000546	ABKJ22_RS02730	KUD10_RS02865
OG0000547	ABKJ22_RS02860	KUD10_RS02985
OG0000548	ABKJ22_RS01595	KUD10_RS01655
OG0000549	ABKJ22_RS03200	KUD10_RS03385
OG0000550	ABKJ22_RS03345	KUD10_RS03530
OG0000552	ABKJ22_RS03045	KUD10_RS03210
OG0000553	ABKJ22_RS02630	KUD10_RS02770
OG0000554	ABKJ22_RS02345	KUD10_RS02455
OG0000557	ABKJ22_RS01275	KUD10_RS01335
OG0000558	ABKJ22_RS01245	KUD10_RS01305
OG0000559	ABKJ22_RS01695	KUD10_RS01760
OG0000560	ABKJ22_RS01795	KUD10_RS01875
OG0000561	ABKJ22_RS01125	KUD10_RS01105
OG0000562	ABKJ22_RS01800	KUD10_RS01880
OG0000563	ABKJ22_RS01785	KUD10_RS01865
OG0000564	ABKJ22_RS01305	KUD10_RS01360
OG0000565	ABKJ22_RS01850	KUD10_RS01930
OG0000566	ABKJ22_RS01840	KUD10_RS01915
OG0000567	ABKJ22_RS01815	KUD10_RS01890
OG0000568	ABKJ22_RS01015	KUD10_RS00680
OG0000569	ABKJ22_RS01250	KUD10_RS01310
OG0000570	ABKJ22_RS01255	KUD10_RS01315
OG0000571	ABKJ22_RS01260	KUD10_RS01320
OG0000572	ABKJ22_RS01280	KUD10_RS01340
OG0000573	ABKJ22_RS01690	KUD10_RS01755
OG0000574	ABKJ22_RS01325	KUD10_RS01380
OG0000575	ABKJ22_RS01235	KUD10_RS01295
OG0000576	ABKJ22_RS01650	KUD10_RS01715
OG0000577	ABKJ22_RS02605	KUD10_RS02745
OG0000578	ABKJ22_RS02625	KUD10_RS02765
OG0000579	ABKJ22_RS01760	KUD10_RS01855
OG0000580	ABKJ22_RS02735	KUD10_RS02870
OG0000581	ABKJ22_RS01750	KUD10_RS01835
OG0000582	ABKJ22_RS01270	KUD10_RS01330
OG0000583	ABKJ22_RS01680	KUD10_RS01745
OG0000585	ABKJ22_RS02200	KUD10_RS02275
OG0000586	ABKJ22_RS01665	KUD10_RS01730
OG0000587	ABKJ22_RS01855	KUD10_RS03745
OG0000588	ABKJ22_RS01640	KUD10_RS01705
OG0000589	ABKJ22_RS02245	KUD10_RS02220
OG0000591	ABKJ22_RS01870	KUD10_RS03705
OG0000592	ABKJ22_RS02595	KUD10_RS02735
OG0000593	ABKJ22_RS03410	KUD10_RS03595
OG0000594	ABKJ22_RS01240	KUD10_RS01300
OG0000601	ABKJ22_RS01790	KUD10_RS01870
OG0000604	ABKJ22_RS02740	KUD10_RS03715
OG0000609	ABKJ22_RS01830	KUD10_RS01905
OG0000611	ABKJ22_RS00090	KUD10_RS00090
OG0000613	ABKJ22_RS01865	KUD10_RS01945
