Orthogroup	MHP_UFV01_genes	MHP_MHP653_genes
OG0000547	FEF30_RS03290	DR096_RS01080
OG0000548	FEF30_RS01910	DR096_RS01360
OG0000549	FEF30_RS04100	DR096_RS04755
OG0000550	FEF30_RS00180	DR096_RS00975
OG0000551	FEF30_RS03360	DR096_RS00810
OG0000552	FEF30_RS03490	DR096_RS00675
OG0000553	FEF30_RS04365	DR096_RS04625
OG0000554	FEF30_RS02765	DR096_RS01730
OG0000555	FEF30_RS03295	DR096_RS04580
OG0000557	FEF30_RS01575	DR096_RS02225
OG0000558	FEF30_RS01545	DR096_RS02255
OG0000559	FEF30_RS02015	DR096_RS02035
OG0000560	FEF30_RS02215	DR096_RS03410
OG0000561	FEF30_RS01420	DR096_RS01900
OG0000562	FEF30_RS02220	DR096_RS03405
OG0000563	FEF30_RS02205	DR096_RS03420
OG0000564	FEF30_RS01600	DR096_RS01675
OG0000565	FEF30_RS02260	DR096_RS00410
OG0000566	FEF30_RS02245	DR096_RS00400
OG0000567	FEF30_RS02230	DR096_RS00370
OG0000568	FEF30_RS00995	DR096_RS02070
OG0000569	FEF30_RS01550	DR096_RS02250
OG0000570	FEF30_RS04240	DR096_RS04685
OG0000571	FEF30_RS01560	DR096_RS02240
OG0000572	FEF30_RS01580	DR096_RS02220
OG0000573	FEF30_RS02010	DR096_RS02030
OG0000574	FEF30_RS01620	DR096_RS01655
OG0000575	FEF30_RS01535	DR096_RS02265
OG0000576	FEF30_RS01970	DR096_RS01985
OG0000578	FEF30_RS03055	DR096_RS01430
OG0000579	FEF30_RS02195	DR096_RS03475
OG0000580	FEF30_RS03170	DR096_RS04010
OG0000581	FEF30_RS02180	DR096_RS03460
OG0000582	FEF30_RS04250	DR096_RS04675
OG0000583	FEF30_RS02000	DR096_RS02020
OG0000585	FEF30_RS02585	DR096_RS02895
OG0000586	FEF30_RS01985	DR096_RS04145
OG0000587	FEF30_RS04465	DR096_RS04830
OG0000588	FEF30_RS01960	DR096_RS01980
OG0000589	FEF30_RS02520	DR096_RS03445
OG0000591	FEF30_RS03985	DR096_RS03895
OG0000592	FEF30_RS03025	DR096_RS02445
OG0000593	FEF30_RS00245	DR096_RS01040
OG0000594	FEF30_RS01540	DR096_RS02260
OG0000595	FEF30_RS04470	DR096_RS00790
OG0000596	FEF30_RS02140	DR096_RS03350
OG0000597	FEF30_RS03375	DR096_RS00795
OG0000598	FEF30_RS02145	DR096_RS03355
OG0000599	FEF30_RS02150	DR096_RS03360
OG0000601	FEF30_RS02210	DR096_RS03415
OG0000604	FEF30_RS04060	DR096_RS04005
OG0000606	FEF30_RS02185	DR096_RS03465
OG0000607	FEF30_RS01525	DR096_RS02275
OG0000612	FEF30_RS02155	DR096_RS03365
OG0000614	FEF30_RS02535	DR096_RS03560
OG0000615	FEF30_RS03065	DR096_RS01440
OG0000618	FEF30_RS03625	DR096_RS04300
OG0000619	FEF30_RS02190	DR096_RS03470
