Orthogroup	MHP_UFV01_genes	MHP_ES2_genes
OG0000508	FEF30_RS00565	E5E95_RS00250
OG0000509	FEF30_RS00600	E5E95_RS00285
OG0000510	FEF30_RS00610	E5E95_RS00295
OG0000511	FEF30_RS00745	E5E95_RS00430
OG0000512	FEF30_RS02930	E5E95_RS02755
OG0000513	FEF30_RS00145	E5E95_RS03645
OG0000514	FEF30_RS03240	E5E95_RS03060
OG0000515	FEF30_RS01895, FEF30_RS01890	E5E95_RS01580
OG0000516	FEF30_RS04330	E5E95_RS02130
OG0000517	FEF30_RS00395	E5E95_RS00065
OG0000518	FEF30_RS03455	E5E95_RS03315
OG0000519	FEF30_RS01095	E5E95_RS00785
OG0000520	FEF30_RS01220	E5E95_RS00910
OG0000521	FEF30_RS00580	E5E95_RS00265
OG0000522	FEF30_RS00615	E5E95_RS00300
OG0000523	FEF30_RS00080	E5E95_RS03580
OG0000525	FEF30_RS04105	E5E95_RS03545
OG0000526	FEF30_RS02235	E5E95_RS04020
OG0000527	FEF30_RS02175	E5E95_RS01880
OG0000528	FEF30_RS02395	E5E95_RS02135
OG0000529	FEF30_RS02615	E5E95_RS02355
OG0000531	FEF30_RS01715	E5E95_RS01415
OG0000532	FEF30_RS01945	E5E95_RS01740
OG0000533	FEF30_RS00915	E5E95_RS00600
OG0000534	FEF30_RS00695	E5E95_RS00380
OG0000535	FEF30_RS04175	E5E95_RS00045
OG0000536	FEF30_RS00260	E5E95_RS03765
OG0000537	FEF30_RS01035	E5E95_RS00725
OG0000538	FEF30_RS01435	E5E95_RS01140
OG0000539	FEF30_RS00530	E5E95_RS00210
OG0000540	FEF30_RS03015	E5E95_RS02840
OG0000541	FEF30_RS03095	E5E95_RS02920
OG0000544	FEF30_RS04245	E5E95_RS01270
OG0000545	FEF30_RS02225	E5E95_RS01945
OG0000546	FEF30_RS03165	E5E95_RS02990
OG0000547	FEF30_RS03290	E5E95_RS03110
OG0000548	FEF30_RS01910	E5E95_RS01615
OG0000549	FEF30_RS04100	E5E95_RS03535
OG0000550	FEF30_RS00180	E5E95_RS03680
OG0000553	FEF30_RS04365	E5E95_RS02890
OG0000554	FEF30_RS02765	E5E95_RS02600
OG0000555	FEF30_RS03295	E5E95_RS04170
OG0000556	FEF30_RS04300	E5E95_RS02515
OG0000557	FEF30_RS01575	E5E95_RS01280
OG0000558	FEF30_RS01545	E5E95_RS01250
OG0000559	FEF30_RS02015	E5E95_RS01810
OG0000560	FEF30_RS02215	E5E95_RS01930
OG0000561	FEF30_RS01420	E5E95_RS01125
OG0000562	FEF30_RS02220	E5E95_RS01935
OG0000563	FEF30_RS02205	E5E95_RS01920
OG0000564	FEF30_RS01600	E5E95_RS03980
OG0000565	FEF30_RS02260	E5E95_RS01985
OG0000566	FEF30_RS02245	E5E95_RS01975
OG0000567	FEF30_RS02230	E5E95_RS01950
OG0000568	FEF30_RS00995	E5E95_RS00685
OG0000569	FEF30_RS01550	E5E95_RS01255
OG0000570	FEF30_RS04240	E5E95_RS01260
OG0000571	FEF30_RS01560	E5E95_RS01265
OG0000572	FEF30_RS01580	E5E95_RS01285
OG0000573	FEF30_RS02010	E5E95_RS01805
OG0000574	FEF30_RS01620	E5E95_RS01325
OG0000575	FEF30_RS01535	E5E95_RS01240
OG0000576	FEF30_RS01970	E5E95_RS01765
OG0000577	FEF30_RS03035	E5E95_RS02860
OG0000578	FEF30_RS03055	E5E95_RS02885
OG0000579	FEF30_RS02195	E5E95_RS01900
OG0000580	FEF30_RS03170	E5E95_RS04160
OG0000581	FEF30_RS02180	E5E95_RS01885
OG0000582	FEF30_RS04250	E5E95_RS03970
OG0000583	FEF30_RS02000	E5E95_RS01795
OG0000584	FEF30_RS02075	E5E95_RS02485, E5E95_RS01705
OG0000585	FEF30_RS02585	E5E95_RS02325
OG0000586	FEF30_RS01985	E5E95_RS01780
OG0000587	FEF30_RS04465	E5E95_RS04030
OG0000588	FEF30_RS01960	E5E95_RS01755
OG0000589	FEF30_RS02520	E5E95_RS02260
OG0000591	FEF30_RS03985	E5E95_RS04205
OG0000592	FEF30_RS03025	E5E95_RS02850
OG0000593	FEF30_RS00245	E5E95_RS03745
OG0000594	FEF30_RS01540	E5E95_RS01245
OG0000595	FEF30_RS04470	E5E95_RS03205
OG0000596	FEF30_RS02140	E5E95_RS01845
OG0000597	FEF30_RS03375	E5E95_RS03200
OG0000598	FEF30_RS02145	E5E95_RS01850
OG0000599	FEF30_RS02150	E5E95_RS01855
OG0000600	FEF30_RS02080	E5E95_RS02490
OG0000601	FEF30_RS02210	E5E95_RS01925
OG0000602	FEF30_RS02420	E5E95_RS02155
OG0000603	FEF30_RS02090	E5E95_RS02495
OG0000604	FEF30_RS04060	E5E95_RS04220
OG0000605	FEF30_RS02095	E5E95_RS02500
OG0000606	FEF30_RS02185	E5E95_RS01890
OG0000607	FEF30_RS01525	E5E95_RS03855
OG0000610	FEF30_RS03840	E5E95_RS04190
OG0000612	FEF30_RS02155	E5E95_RS04010
OG0000614	FEF30_RS02535	E5E95_RS02285
OG0000615	FEF30_RS03065	E5E95_RS02895
OG0000618	FEF30_RS03625	E5E95_RS03500
OG0000619	FEF30_RS02190	E5E95_RS01895
