Orthogroup	MHP_ES2_genes	MHP_11_genes
OG0000513	E5E95_RS03645	B5C39_RS00615
OG0000514	E5E95_RS03060	B5C39_RS00080
OG0000516	E5E95_RS02130	B5C39_RS03515
OG0000517	E5E95_RS00065	B5C39_RS00880
OG0000518	E5E95_RS03315	B5C39_RS00295
OG0000519	E5E95_RS00785	B5C39_RS02120
OG0000520	E5E95_RS00910	B5C39_RS01995
OG0000521	E5E95_RS00265	B5C39_RS01090
OG0000522	E5E95_RS00300	B5C39_RS01125
OG0000523	E5E95_RS03580	B5C39_RS00550
OG0000525	E5E95_RS03545	B5C39_RS00515
OG0000526	E5E95_RS04020	B5C39_RS03895
OG0000527	E5E95_RS01880	B5C39_RS03280
OG0000528	E5E95_RS02135	B5C39_RS03520
OG0000529	E5E95_RS02355	B5C39_RS02520
OG0000531	E5E95_RS01415	B5C39_RS01500
OG0000532	E5E95_RS01740	B5C39_RS03145
OG0000533	E5E95_RS00600	B5C39_RS02295
OG0000534	E5E95_RS00380	B5C39_RS01210
OG0000535	E5E95_RS00045	B5C39_RS00860
OG0000536	E5E95_RS03765	B5C39_RS00730
OG0000537	E5E95_RS00725	B5C39_RS02180
OG0000538	E5E95_RS01140	B5C39_RS01785
OG0000539	E5E95_RS00210	B5C39_RS01035
OG0000540	E5E95_RS02840	B5C39_RS02915
OG0000541	E5E95_RS02920	B5C39_RS02990
OG0000543	E5E95_RS02460	B5C39_RS00015
OG0000544	E5E95_RS01270	B5C39_RS01645
OG0000545	E5E95_RS01945	B5C39_RS03330
OG0000546	E5E95_RS02990	B5C39_RS03060
OG0000547	E5E95_RS03110	B5C39_RS00130
OG0000548	E5E95_RS01615	B5C39_RS03105
OG0000549	E5E95_RS03535	B5C39_RS00505
OG0000550	E5E95_RS03680	B5C39_RS00650
OG0000553	E5E95_RS02890	B5C39_RS02960
OG0000554	E5E95_RS02600	B5C39_RS02675
OG0000555	E5E95_RS04170	B5C39_RS03755
OG0000556	E5E95_RS02515	B5C39_RS01280
OG0000557	E5E95_RS01280	B5C39_RS01635
OG0000558	E5E95_RS01250	B5C39_RS01665
OG0000559	E5E95_RS01810	B5C39_RS03210
OG0000560	E5E95_RS01930	B5C39_RS03320
OG0000561	E5E95_RS01125	B5C39_RS01800
OG0000562	E5E95_RS01935	B5C39_RS03325
OG0000563	E5E95_RS01920	B5C39_RS03310
OG0000564	E5E95_RS03980	B5C39_RS03805
OG0000565	E5E95_RS01985	B5C39_RS03365
OG0000566	E5E95_RS01975	B5C39_RS03355
OG0000567	E5E95_RS01950	B5C39_RS03335
OG0000568	E5E95_RS00685	B5C39_RS02220
OG0000569	E5E95_RS01255	B5C39_RS01660
OG0000570	E5E95_RS01260	B5C39_RS01655
OG0000571	E5E95_RS01265	B5C39_RS01650
OG0000572	E5E95_RS01285	B5C39_RS01630
OG0000573	E5E95_RS01805	B5C39_RS03205
OG0000574	E5E95_RS01325	B5C39_RS01590
OG0000575	E5E95_RS01240	B5C39_RS01675
OG0000576	E5E95_RS01765	B5C39_RS03165
OG0000577	E5E95_RS02860	B5C39_RS02935
OG0000578	E5E95_RS02885	B5C39_RS02955
OG0000579	E5E95_RS01900	B5C39_RS03300
OG0000580	E5E95_RS04160	B5C39_RS03870
OG0000581	E5E95_RS01885	B5C39_RS03285
OG0000582	E5E95_RS03970	B5C39_RS03810
OG0000583	E5E95_RS01795	B5C39_RS03195
OG0000584	E5E95_RS02485, E5E95_RS01705	B5C39_RS01300
OG0000586	E5E95_RS01780	B5C39_RS03180
OG0000587	E5E95_RS04030	B5C39_RS03705
OG0000588	E5E95_RS01755	B5C39_RS03155
OG0000590	E5E95_RS04210, E5E95_RS01715, E5E95_RS02475	B5C39_RS01310
OG0000591	E5E95_RS04205	B5C39_RS03720
OG0000592	E5E95_RS02850	B5C39_RS02925
OG0000593	E5E95_RS03745	B5C39_RS00715
OG0000594	E5E95_RS01245	B5C39_RS01670
OG0000598	E5E95_RS01850	B5C39_RS03250
OG0000599	E5E95_RS01855	B5C39_RS03255
OG0000600	E5E95_RS02490	B5C39_RS01295
OG0000601	E5E95_RS01925	B5C39_RS03315
OG0000603	E5E95_RS02495	B5C39_RS01290
OG0000604	E5E95_RS04220	B5C39_RS03910
OG0000605	E5E95_RS02500	B5C39_RS01285
OG0000606	E5E95_RS01890	B5C39_RS03290
OG0000607	E5E95_RS03855	B5C39_RS03645
OG0000609	E5E95_RS03860	B5C39_RS03660
OG0000610	E5E95_RS04190	B5C39_RS03900
OG0000612	E5E95_RS04010	B5C39_RS03890
OG0000615	E5E95_RS02895	B5C39_RS02965
OG0000618	E5E95_RS03500	B5C39_RS00470
OG0000619	E5E95_RS01895	B5C39_RS03295
OG0000620	E5E95_RS04025	B5C39_RS03670
