Orthogroup	MHP_ES2_genes	MHP_MHP699_genes
OG0000515	E5E95_RS01580	DR100_RS04295
OG0000516	E5E95_RS02130	DR100_RS04805
OG0000517	E5E95_RS00065	DR100_RS01125
OG0000518	E5E95_RS03315	DR100_RS01520
OG0000519	E5E95_RS00785	DR100_RS00885
OG0000520	E5E95_RS00910	DR100_RS01010
OG0000521	E5E95_RS00265	DR100_RS00580
OG0000522	E5E95_RS00300	DR100_RS00545
OG0000523	E5E95_RS03580	DR100_RS01440
OG0000525	E5E95_RS03545	DR100_RS04860
OG0000526	E5E95_RS04020	DR100_RS04195
OG0000527	E5E95_RS01880	DR100_RS04455
OG0000528	E5E95_RS02135	DR100_RS02775
OG0000529	E5E95_RS02355	DR100_RS03015
OG0000531	E5E95_RS01415	DR100_RS00320
OG0000532	E5E95_RS01740	DR100_RS03540
OG0000533	E5E95_RS00600	DR100_RS00715
OG0000534	E5E95_RS00380	DR100_RS00465
OG0000535	E5E95_RS00045	DR100_RS04635
OG0000537	E5E95_RS00725	DR100_RS00825
OG0000538	E5E95_RS01140	DR100_RS00040
OG0000539	E5E95_RS00210	DR100_RS00635
OG0000540	E5E95_RS02840	DR100_RS01830
OG0000541	E5E95_RS02920	DR100_RS02495
OG0000543	E5E95_RS02460	DR100_RS01640
OG0000544	E5E95_RS01270	DR100_RS04560
OG0000546	E5E95_RS02990	DR100_RS04445
OG0000547	E5E95_RS03110	DR100_RS01680
OG0000548	E5E95_RS01615	DR100_RS03425
OG0000549	E5E95_RS03535	DR100_RS04865
OG0000550	E5E95_RS03680	DR100_RS01340
OG0000552	E5E95_RS03350	DR100_RS01555
OG0000553	E5E95_RS02890	DR100_RS04780
OG0000554	E5E95_RS02600	DR100_RS02285
OG0000555	E5E95_RS04170	DR100_RS04155
OG0000556	E5E95_RS02515	DR100_RS04710
OG0000557	E5E95_RS01280	DR100_RS00185
OG0000558	E5E95_RS01250	DR100_RS00155
OG0000559	E5E95_RS01810	DR100_RS02180
OG0000560	E5E95_RS01930	DR100_RS02115
OG0000561	E5E95_RS01125	DR100_RS00025
OG0000562	E5E95_RS01935	DR100_RS02110
OG0000563	E5E95_RS01920	DR100_RS02125
OG0000564	E5E95_RS03980	DR100_RS03935
OG0000565	E5E95_RS01985	DR100_RS02050
OG0000566	E5E95_RS01975	DR100_RS02065
OG0000567	E5E95_RS01950	DR100_RS02095
OG0000568	E5E95_RS00685	DR100_RS00785
OG0000569	E5E95_RS01255	DR100_RS00160
OG0000570	E5E95_RS01260	DR100_RS04555
OG0000571	E5E95_RS01265	DR100_RS00170
OG0000572	E5E95_RS01285	DR100_RS00190
OG0000573	E5E95_RS01805	DR100_RS02185
OG0000574	E5E95_RS01325	DR100_RS00230
OG0000575	E5E95_RS01240	DR100_RS00145
OG0000576	E5E95_RS01765	DR100_RS02230
OG0000577	E5E95_RS02860	DR100_RS01810
OG0000578	E5E95_RS02885	DR100_RS02465
OG0000579	E5E95_RS01900	DR100_RS03380
OG0000580	E5E95_RS04160	DR100_RS04170
OG0000581	E5E95_RS01885	DR100_RS03395
OG0000582	E5E95_RS03970	DR100_RS04565
OG0000583	E5E95_RS01795	DR100_RS02195
OG0000584	E5E95_RS02485, E5E95_RS01705	DR100_RS01610
OG0000585	E5E95_RS02325	DR100_RS03870
OG0000586	E5E95_RS01780	DR100_RS02210
OG0000587	E5E95_RS04030	DR100_RS04190
OG0000588	E5E95_RS01755	DR100_RS02235
OG0000589	E5E95_RS02260	DR100_RS03530
OG0000590	E5E95_RS01715, E5E95_RS02475	DR100_RS01620
OG0000591	E5E95_RS04205	DR100_RS04185
OG0000593	E5E95_RS03745	DR100_RS01275
OG0000594	E5E95_RS01245	DR100_RS00150
OG0000595	E5E95_RS03205	DR100_RS03575
OG0000596	E5E95_RS01845	DR100_RS02145
OG0000597	E5E95_RS03200	DR100_RS03565
OG0000598	E5E95_RS01850	DR100_RS02140
OG0000599	E5E95_RS01855	DR100_RS02135
OG0000600	E5E95_RS02490	DR100_RS01605
OG0000601	E5E95_RS01925	DR100_RS02120
OG0000603	E5E95_RS02495	DR100_RS01600
OG0000604	E5E95_RS04220	DR100_RS04165
OG0000605	E5E95_RS02500	DR100_RS01595
OG0000606	E5E95_RS01890	DR100_RS03390
OG0000607	E5E95_RS03855	DR100_RS00135
OG0000608	E5E95_RS01940	DR100_RS02105
OG0000612	E5E95_RS04010	DR100_RS04200
OG0000614	E5E95_RS02285	DR100_RS04525
OG0000619	E5E95_RS01895	DR100_RS03385
OG0000622	E5E95_RS03960	DR100_RS04015
OG0000625	E5E95_RS04295	DR100_RS04940
OG0000626	E5E95_RS03950	DR100_RS03875
