Orthogroup	MHP_ES2_genes	MHP_168_genes
OG0000513	E5E95_RS03645	MHP168_RS03395
OG0000514	E5E95_RS03060	MHP168_RS02870
OG0000515	E5E95_RS01965	MHP168_RS01925
OG0000515	E5E95_RS01580	MHP168_RS01650
OG0000516	E5E95_RS02130	MHP168_RS02085
OG0000518	E5E95_RS03315	MHP168_RS03090
OG0000519	E5E95_RS00785	MHP168_RS00875
OG0000520	E5E95_RS00910	MHP168_RS00745
OG0000521	E5E95_RS00265	MHP168_RS00240
OG0000522	E5E95_RS00300	MHP168_RS00275
OG0000523	E5E95_RS03580	MHP168_RS03335
OG0000525	E5E95_RS03545	MHP168_RS03305
OG0000526	E5E95_RS04020	MHP168_RS03975
OG0000527	E5E95_RS01880	MHP168_RS03970
OG0000528	E5E95_RS02135	MHP168_RS02090
OG0000529	E5E95_RS02355	MHP168_RS02135
OG0000531	E5E95_RS01415	MHP168_RS01485
OG0000532	E5E95_RS01740	MHP168_RS01790
OG0000533	E5E95_RS00600	MHP168_RS01060
OG0000534	E5E95_RS00380	MHP168_RS00355
OG0000535	E5E95_RS00045	MHP168_RS00045
OG0000536	E5E95_RS03765	MHP168_RS03515
OG0000537	E5E95_RS00725	MHP168_RS00930
OG0000538	E5E95_RS01140	MHP168_RS01105
OG0000539	E5E95_RS00210	MHP168_RS00185
OG0000540	E5E95_RS02840	MHP168_RS02645
OG0000541	E5E95_RS02920	MHP168_RS02725
OG0000543	E5E95_RS02460	MHP168_RS03525
OG0000544	E5E95_RS01270	MHP168_RS01330
OG0000545	E5E95_RS01945	MHP168_RS01905
OG0000546	E5E95_RS02990	MHP168_RS02795
OG0000547	E5E95_RS03110	MHP168_RS02920
OG0000548	E5E95_RS01615	MHP168_RS01825
OG0000549	E5E95_RS03535	MHP168_RS03295
OG0000550	E5E95_RS03680	MHP168_RS03430
OG0000553	E5E95_RS02890	MHP168_RS02695
OG0000554	E5E95_RS02600	MHP168_RS02390
OG0000555	E5E95_RS04170	MHP168_RS02925
OG0000556	E5E95_RS02515	MHP168_RS03550, MHP168_RS01195
OG0000557	E5E95_RS01280	MHP168_RS01340
OG0000558	E5E95_RS01250	MHP168_RS01310
OG0000559	E5E95_RS01810	MHP168_RS01725
OG0000560	E5E95_RS01930	MHP168_RS01895
OG0000561	E5E95_RS01125	MHP168_RS01090
OG0000562	E5E95_RS01935	MHP168_RS01900
OG0000563	E5E95_RS01920	MHP168_RS01885
OG0000564	E5E95_RS03980	MHP168_RS03865
OG0000565	E5E95_RS01985	MHP168_RS01945
OG0000566	E5E95_RS01975	MHP168_RS01935
OG0000567	E5E95_RS01950	MHP168_RS01910
OG0000568	E5E95_RS00685	MHP168_RS00970
OG0000569	E5E95_RS01255	MHP168_RS01315
OG0000570	E5E95_RS01260	MHP168_RS01320
OG0000571	E5E95_RS01265	MHP168_RS01325
OG0000572	E5E95_RS01285	MHP168_RS01345
OG0000573	E5E95_RS01805	MHP168_RS01730
OG0000574	E5E95_RS01325	MHP168_RS01390
OG0000575	E5E95_RS01240	MHP168_RS01300
OG0000576	E5E95_RS01765	MHP168_RS01765
OG0000577	E5E95_RS02860	MHP168_RS02670
OG0000578	E5E95_RS02885	MHP168_RS02690
OG0000579	E5E95_RS01900	MHP168_RS01875
OG0000580	E5E95_RS04160	MHP168_RS04025
OG0000581	E5E95_RS01885	MHP168_RS01860
OG0000582	E5E95_RS03970	MHP168_RS03935
OG0000583	E5E95_RS01795	MHP168_RS01740
OG0000584	E5E95_RS02485, E5E95_RS01705	MHP168_RS01240
OG0000585	E5E95_RS02325	MHP168_RS02165
OG0000586	E5E95_RS01780	MHP168_RS01750
OG0000587	E5E95_RS04030	MHP168_RS04050
OG0000588	E5E95_RS01755	MHP168_RS01770
OG0000590	E5E95_RS04210, E5E95_RS01715, E5E95_RS02475	MHP168_RS03540
OG0000591	E5E95_RS04205	MHP168_RS04055
OG0000592	E5E95_RS02850	MHP168_RS02655
OG0000593	E5E95_RS03745	MHP168_RS03495
OG0000594	E5E95_RS01245	MHP168_RS01305
OG0000596	E5E95_RS01845	MHP168_RS01680
OG0000598	E5E95_RS01850	MHP168_RS01675
OG0000599	E5E95_RS01855	MHP168_RS01670
OG0000600	E5E95_RS02490	MHP168_RS01235
OG0000601	E5E95_RS01925	MHP168_RS01890
OG0000602	E5E95_RS02155	MHP168_RS02255
OG0000603	E5E95_RS02495	MHP168_RS01220
OG0000604	E5E95_RS04220	MHP168_RS04060
OG0000605	E5E95_RS02500	MHP168_RS01215
OG0000606	E5E95_RS01890	MHP168_RS01865
OG0000609	E5E95_RS03860	MHP168_RS03880
OG0000610	E5E95_RS04190	MHP168_RS04040
OG0000612	E5E95_RS04010	MHP168_RS03735
OG0000613	E5E95_RS04035	MHP168_RS03980
OG0000615	E5E95_RS02895	MHP168_RS02700
OG0000619	E5E95_RS01895	MHP168_RS01870
OG0000620	E5E95_RS04025	MHP168_RS03840
OG0000664	E5E95_RS03890	MHP168_RS03850
