Orthogroup	MHP_ES2_genes	MHP_7422_genes
OG0000535	E5E95_RS00045	MHL_RS00050
OG0000536	E5E95_RS03765	MHL_RS03540
OG0000537	E5E95_RS00725	MHL_RS00815
OG0000538	E5E95_RS01140	MHL_RS01205
OG0000539	E5E95_RS00210	MHL_RS00215
OG0000540	E5E95_RS02840	MHL_RS02695
OG0000541	E5E95_RS02920	MHL_RS02765
OG0000543	E5E95_RS02460	MHL_RS01650
OG0000544	E5E95_RS01270	MHL_RS01335
OG0000545	E5E95_RS01945	MHL_RS01905
OG0000546	E5E95_RS02990	MHL_RS02835
OG0000547	E5E95_RS03110	MHL_RS02955
OG0000548	E5E95_RS01615	MHL_RS01675
OG0000549	E5E95_RS03535	MHL_RS03320
OG0000550	E5E95_RS03680	MHL_RS03460
OG0000552	E5E95_RS03350	MHL_RS03150
OG0000553	E5E95_RS02890	MHL_RS02740
OG0000554	E5E95_RS02600	MHL_RS04060
OG0000556	E5E95_RS02515	MHL_RS00615
OG0000557	E5E95_RS01280	MHL_RS01345
OG0000558	E5E95_RS01250	MHL_RS01315
OG0000559	E5E95_RS01810	MHL_RS01775
OG0000560	E5E95_RS01930	MHL_RS01890
OG0000561	E5E95_RS01125	MHL_RS01190
OG0000562	E5E95_RS01935	MHL_RS01895
OG0000563	E5E95_RS01920	MHL_RS01880
OG0000564	E5E95_RS03980	MHL_RS01370
OG0000565	E5E95_RS01985	MHL_RS01945
OG0000566	E5E95_RS01975	MHL_RS01935
OG0000567	E5E95_RS01950	MHL_RS01910
OG0000568	E5E95_RS00685	MHL_RS00775
OG0000569	E5E95_RS01255	MHL_RS01320
OG0000570	E5E95_RS01260	MHL_RS01325
OG0000571	E5E95_RS01265	MHL_RS01330
OG0000572	E5E95_RS01285	MHL_RS01350
OG0000573	E5E95_RS01805	MHL_RS01770
OG0000574	E5E95_RS01325	MHL_RS01390
OG0000575	E5E95_RS01240	MHL_RS01305
OG0000576	E5E95_RS01765	MHL_RS03700
OG0000577	E5E95_RS02860	MHL_RS02715
OG0000578	E5E95_RS02885	MHL_RS02735
OG0000579	E5E95_RS01900	MHL_RS01850
OG0000580	E5E95_RS04160	MHL_RS02840
OG0000581	E5E95_RS01885	MHL_RS01845
OG0000582	E5E95_RS03970	MHL_RS03975
OG0000583	E5E95_RS01795	MHL_RS01765
OG0000584	E5E95_RS02485, E5E95_RS01705	MHL_RS00660
OG0000585	E5E95_RS02325	MHL_RS03810
OG0000586	E5E95_RS01780	MHL_RS01750
OG0000587	E5E95_RS04030	MHL_RS04145
OG0000589	E5E95_RS02260	MHL_RS03730
OG0000591	E5E95_RS04205	MHL_RS04150
OG0000592	E5E95_RS02850	MHL_RS02705
OG0000593	E5E95_RS03745	MHL_RS03525
OG0000594	E5E95_RS01245	MHL_RS01310
OG0000595	E5E95_RS03205	MHL_RS03050
OG0000596	E5E95_RS01845	MHL_RS01805
OG0000597	E5E95_RS03200	MHL_RS03045
OG0000598	E5E95_RS01850	MHL_RS01810
OG0000599	E5E95_RS01855	MHL_RS01815
OG0000600	E5E95_RS02490	MHL_RS00655
OG0000601	E5E95_RS01925	MHL_RS01885
OG0000602	E5E95_RS02155	MHL_RS02110
OG0000603	E5E95_RS02495	MHL_RS00640
OG0000604	E5E95_RS04220	MHL_RS04155
OG0000605	E5E95_RS02500	MHL_RS00635
OG0000606	E5E95_RS01890	MHL_RS01860
OG0000607	E5E95_RS03855	MHL_RS03830
OG0000608	E5E95_RS01940	MHL_RS01900
OG0000609	E5E95_RS03860	MHL_RS03840
OG0000610	E5E95_RS04190	MHL_RS04130
OG0000612	E5E95_RS04010	MHL_RS01830
OG0000613	E5E95_RS04035	MHL_RS04030
OG0000614	E5E95_RS02285	MHL_RS03735
OG0000620	E5E95_RS04025	MHL_RS03795
OG0000625	E5E95_RS04295	MHL_RS04225
OG0000626	E5E95_RS03950	MHL_RS03880
