Orthogroup	MHP_ES2_genes	MHP_MHP691_genes
OG0000533	E5E95_RS00600	DR087_RS03510
OG0000534	E5E95_RS00380	DR087_RS01900
OG0000535	E5E95_RS00045	DR087_RS04460
OG0000537	E5E95_RS00725	DR087_RS02220
OG0000538	E5E95_RS01140	DR087_RS01975
OG0000539	E5E95_RS00210	DR087_RS02345
OG0000540	E5E95_RS02840	DR087_RS01290
OG0000541	E5E95_RS02920	DR087_RS01220
OG0000543	E5E95_RS02460	DR087_RS00345
OG0000544	E5E95_RS01270	DR087_RS04710
OG0000545	E5E95_RS01945	DR087_RS01630
OG0000546	E5E95_RS02990	DR087_RS04305
OG0000547	E5E95_RS03110	DR087_RS01470
OG0000548	E5E95_RS01615	DR087_RS03220
OG0000549	E5E95_RS03535	DR087_RS04650
OG0000550	E5E95_RS03680	DR087_RS00690
OG0000553	E5E95_RS02890	DR087_RS04565
OG0000554	E5E95_RS02600	DR087_RS01690
OG0000555	E5E95_RS04170	DR087_RS04580
OG0000556	E5E95_RS02515	DR087_RS04430
OG0000557	E5E95_RS01280	DR087_RS02850
OG0000558	E5E95_RS01250	DR087_RS02820
OG0000559	E5E95_RS01810	DR087_RS02085
OG0000560	E5E95_RS01930	DR087_RS01645
OG0000561	E5E95_RS01125	DR087_RS01990
OG0000562	E5E95_RS01935	DR087_RS01640
OG0000563	E5E95_RS01920	DR087_RS01655
OG0000564	E5E95_RS03980	DR087_RS03320
OG0000565	E5E95_RS01985	DR087_RS01590
OG0000566	E5E95_RS01975	DR087_RS01600
OG0000567	E5E95_RS01950	DR087_RS01625
OG0000568	E5E95_RS00685	DR087_RS02180
OG0000569	E5E95_RS01255	DR087_RS02825
OG0000570	E5E95_RS01260	DR087_RS04705
OG0000571	E5E95_RS01265	DR087_RS02835
OG0000572	E5E95_RS01285	DR087_RS02855
OG0000573	E5E95_RS01805	DR087_RS02080
OG0000574	E5E95_RS01325	DR087_RS03300
OG0000575	E5E95_RS01240	DR087_RS02810
OG0000576	E5E95_RS01765	DR087_RS02035
OG0000577	E5E95_RS02860	DR087_RS01270
OG0000578	E5E95_RS02885	DR087_RS01250
OG0000580	E5E95_RS04160	DR087_RS04010
OG0000582	E5E95_RS03970	DR087_RS04715
OG0000583	E5E95_RS01795	DR087_RS02070
OG0000584	E5E95_RS02485, E5E95_RS01705	DR087_RS00315
OG0000585	E5E95_RS02325	DR087_RS00170
OG0000586	E5E95_RS01780	DR087_RS02055
OG0000587	E5E95_RS04030	DR087_RS04775
OG0000588	E5E95_RS01755	DR087_RS02030
OG0000589	E5E95_RS02260	DR087_RS03500
OG0000590	E5E95_RS04210, E5E95_RS01715, E5E95_RS02475	DR087_RS00325
OG0000592	E5E95_RS02850	DR087_RS01280
OG0000593	E5E95_RS03745	DR087_RS00755
OG0000594	E5E95_RS01245	DR087_RS02815
OG0000597	E5E95_RS03200	DR087_RS03400
OG0000600	E5E95_RS02490	DR087_RS00310
OG0000601	E5E95_RS01925	DR087_RS01650
OG0000602	E5E95_RS02155	DR087_RS00080
OG0000603	E5E95_RS02495	DR087_RS00305
OG0000605	E5E95_RS02500	DR087_RS00300
OG0000607	E5E95_RS03855	DR087_RS02800
OG0000608	E5E95_RS01940	DR087_RS04600
OG0000609	E5E95_RS03860	DR087_RS01615
OG0000613	E5E95_RS04035	DR087_RS04040
OG0000614	E5E95_RS02285	DR087_RS03590
OG0000622	E5E95_RS03960	DR087_RS04200
OG0000674	E5E95_RS02520	DR087_RS00285
