Orthogroup	MHP_ES2_genes	MHP_MHP653_genes
OG0000534	E5E95_RS00380	DR096_RS00125
OG0000535	E5E95_RS00045	DR096_RS04655
OG0000537	E5E95_RS00725	DR096_RS02110
OG0000538	E5E95_RS01140	DR096_RS01915
OG0000539	E5E95_RS00210	DR096_RS00295
OG0000540	E5E95_RS02840	DR096_RS02455
OG0000541	E5E95_RS02920	DR096_RS01465
OG0000543	E5E95_RS02460	DR096_RS03760
OG0000544	E5E95_RS01270	DR096_RS04680
OG0000545	E5E95_RS01945	DR096_RS03395
OG0000546	E5E95_RS02990	DR096_RS01200
OG0000547	E5E95_RS03110	DR096_RS01080
OG0000548	E5E95_RS01615	DR096_RS01360
OG0000549	E5E95_RS03535	DR096_RS04755
OG0000550	E5E95_RS03680	DR096_RS00975
OG0000553	E5E95_RS02890	DR096_RS04625
OG0000554	E5E95_RS02600	DR096_RS01730
OG0000555	E5E95_RS04170	DR096_RS04580
OG0000557	E5E95_RS01280	DR096_RS02225
OG0000558	E5E95_RS01250	DR096_RS02255
OG0000559	E5E95_RS01810	DR096_RS02035
OG0000560	E5E95_RS01930	DR096_RS03410
OG0000561	E5E95_RS01125	DR096_RS01900
OG0000562	E5E95_RS01935	DR096_RS03405
OG0000563	E5E95_RS01920	DR096_RS03420
OG0000564	E5E95_RS03980	DR096_RS01675
OG0000565	E5E95_RS01985	DR096_RS00410
OG0000566	E5E95_RS01975	DR096_RS00400
OG0000567	E5E95_RS01950	DR096_RS00370
OG0000568	E5E95_RS00685	DR096_RS02070
OG0000569	E5E95_RS01255	DR096_RS02250
OG0000570	E5E95_RS01260	DR096_RS04685
OG0000571	E5E95_RS01265	DR096_RS02240
OG0000572	E5E95_RS01285	DR096_RS02220
OG0000573	E5E95_RS01805	DR096_RS02030
OG0000574	E5E95_RS01325	DR096_RS01655
OG0000575	E5E95_RS01240	DR096_RS02265
OG0000576	E5E95_RS01765	DR096_RS01985
OG0000578	E5E95_RS02885	DR096_RS01430
OG0000579	E5E95_RS01900	DR096_RS03475
OG0000580	E5E95_RS04160	DR096_RS04010
OG0000581	E5E95_RS01885	DR096_RS03460
OG0000582	E5E95_RS03970	DR096_RS04675
OG0000583	E5E95_RS01795	DR096_RS02020
OG0000585	E5E95_RS02325	DR096_RS02895
OG0000586	E5E95_RS01780	DR096_RS04145
OG0000587	E5E95_RS04030	DR096_RS04830
OG0000588	E5E95_RS01755	DR096_RS01980
OG0000589	E5E95_RS02260	DR096_RS03445
OG0000591	E5E95_RS04205	DR096_RS03895
OG0000592	E5E95_RS02850	DR096_RS02445
OG0000593	E5E95_RS03745	DR096_RS01040
OG0000594	E5E95_RS01245	DR096_RS02260
OG0000596	E5E95_RS01845	DR096_RS03350
OG0000597	E5E95_RS03200	DR096_RS00795
OG0000598	E5E95_RS01850	DR096_RS03355
OG0000599	E5E95_RS01855	DR096_RS03360
OG0000601	E5E95_RS01925	DR096_RS03415
OG0000604	E5E95_RS04220	DR096_RS04005
OG0000606	E5E95_RS01890	DR096_RS03465
OG0000607	E5E95_RS03855	DR096_RS02275
OG0000608	E5E95_RS01940	DR096_RS04805
OG0000612	E5E95_RS04010	DR096_RS03365
OG0000613	E5E95_RS04035	DR096_RS03890
OG0000614	E5E95_RS02285	DR096_RS03560
OG0000615	E5E95_RS02895	DR096_RS01440
OG0000618	E5E95_RS03500	DR096_RS04300
OG0000619	E5E95_RS01895	DR096_RS03470
OG0000622	E5E95_RS03960	DR096_RS04235
OG0000625	E5E95_RS04295	DR096_RS03630
OG0000626	E5E95_RS03950	DR096_RS03795
