Orthogroup	MHP_LH_genes	MHP_232_genes
OG0000525	KUD10_RS03395	MHP_RS03255
OG0000526	KUD10_RS01895	MHP_RS03900
OG0000527	KUD10_RS01830	MHP_RS01760
OG0000528	KUD10_RS02065	MHP_RS01980
OG0000529	KUD10_RS02305	MHP_RS02115
OG0000530	KUD10_RS02410	MHP_RS02220
OG0000531	KUD10_RS01470	MHP_RS00605
OG0000532	KUD10_RS01685	MHP_RS01630
OG0000533	KUD10_RS00605	MHP_RS01395
OG0000534	KUD10_RS00380	MHP_RS00390
OG0000535	KUD10_RS00045	MHP_RS00045
OG0000536	KUD10_RS03615	MHP_RS03460
OG0000537	KUD10_RS00720	MHP_RS01270
OG0000538	KUD10_RS01120	MHP_RS00885
OG0000539	KUD10_RS00215	MHP_RS00220
OG0000540	KUD10_RS02725	MHP_RS02505
OG0000541	KUD10_RS02800	MHP_RS02580
OG0000542	KUD10_RS00350	MHP_RS00360
OG0000543	KUD10_RS01695	MHP_RS03760
OG0000543	KUD10_RS01215	MHP_RS02740
OG0000544	KUD10_RS01325	MHP_RS00750
OG0000546	KUD10_RS02865	MHP_RS02650
OG0000547	KUD10_RS02985	MHP_RS02855
OG0000548	KUD10_RS01655	MHP_RS01590
OG0000549	KUD10_RS03385	MHP_RS03245
OG0000550	KUD10_RS03530	MHP_RS03380
OG0000552	KUD10_RS03210	MHP_RS03075
OG0000553	KUD10_RS02770	MHP_RS02550
OG0000554	KUD10_RS02455	MHP_RS02265
OG0000555	KUD10_RS02990	MHP_RS03950
OG0000556	KUD10_RS01170	MHP_RS02695
OG0000557	KUD10_RS01335	MHP_RS00740
OG0000558	KUD10_RS01305	MHP_RS00770
OG0000559	KUD10_RS01760	MHP_RS01690
OG0000560	KUD10_RS01875	MHP_RS01800
OG0000561	KUD10_RS01105	MHP_RS00900
OG0000562	KUD10_RS01880	MHP_RS01805
OG0000563	KUD10_RS01865	MHP_RS01790
OG0000564	KUD10_RS01360	MHP_RS03855
OG0000565	KUD10_RS01930	MHP_RS01845
OG0000566	KUD10_RS01915	MHP_RS01835
OG0000567	KUD10_RS01890	MHP_RS01815
OG0000568	KUD10_RS00680	MHP_RS01310
OG0000569	KUD10_RS01310	MHP_RS00765
OG0000570	KUD10_RS01315	MHP_RS00760
OG0000571	KUD10_RS01320	MHP_RS00755
OG0000572	KUD10_RS01340	MHP_RS00735
OG0000573	KUD10_RS01755	MHP_RS01685
OG0000574	KUD10_RS01380	MHP_RS00695
OG0000575	KUD10_RS01295	MHP_RS00780
OG0000576	KUD10_RS01715	MHP_RS03620
OG0000577	KUD10_RS02745	MHP_RS02525
OG0000578	KUD10_RS02765	MHP_RS02545
OG0000579	KUD10_RS01855	MHP_RS01780
OG0000580	KUD10_RS02870	MHP_RS02655
OG0000581	KUD10_RS01835	MHP_RS01765
OG0000582	KUD10_RS01330	MHP_RS03860
OG0000583	KUD10_RS01745	MHP_RS01675
OG0000584	KUD10_RS01190	MHP_RS02715
OG0000586	KUD10_RS01730	MHP_RS01665
OG0000587	KUD10_RS03745	MHP_RS03775
OG0000588	KUD10_RS01705	MHP_RS01645
OG0000590	KUD10_RS01200	MHP_RS02725
OG0000591	KUD10_RS03705	MHP_RS03790
OG0000592	KUD10_RS02735	MHP_RS02515
OG0000593	KUD10_RS03595	MHP_RS03445
OG0000594	KUD10_RS01300	MHP_RS00775
OG0000598	KUD10_RS01800	MHP_RS01730
OG0000599	KUD10_RS01805	MHP_RS01735
OG0000600	KUD10_RS01185	MHP_RS02710
OG0000601	KUD10_RS01870	MHP_RS01795
OG0000602	KUD10_RS02090	MHP_RS02000
OG0000603	KUD10_RS01180	MHP_RS02705
OG0000604	KUD10_RS03715	MHP_RS03985
OG0000605	KUD10_RS01175	MHP_RS02700
OG0000606	KUD10_RS01840	MHP_RS01770
OG0000607	KUD10_RS01285	MHP_RS03745
OG0000609	KUD10_RS01905	MHP_RS03765
OG0000611	KUD10_RS00090	MHP_RS00090
OG0000612	KUD10_RS03695	MHP_RS03895
OG0000618	KUD10_RS03350	MHP_RS03210
OG0000619	KUD10_RS01845	MHP_RS01775
