Orthogroup	MHP_LH_genes	MHP_MHP653_genes
OG0000538	KUD10_RS01120	DR096_RS01915
OG0000539	KUD10_RS00215	DR096_RS00295
OG0000540	KUD10_RS02725	DR096_RS02455
OG0000541	KUD10_RS02800	DR096_RS01465
OG0000542	KUD10_RS00350	DR096_RS00155
OG0000543	KUD10_RS01695, KUD10_RS01215	DR096_RS03760
OG0000544	KUD10_RS01325	DR096_RS04680
OG0000545	KUD10_RS01885	DR096_RS03395
OG0000546	KUD10_RS02865	DR096_RS01200
OG0000547	KUD10_RS02985	DR096_RS01080
OG0000548	KUD10_RS01655	DR096_RS01360
OG0000549	KUD10_RS03385	DR096_RS04755
OG0000550	KUD10_RS03530	DR096_RS00975
OG0000552	KUD10_RS03210	DR096_RS00675
OG0000553	KUD10_RS02770	DR096_RS04625
OG0000554	KUD10_RS02455	DR096_RS01730
OG0000555	KUD10_RS02990	DR096_RS04580
OG0000557	KUD10_RS01335	DR096_RS02225
OG0000558	KUD10_RS01305	DR096_RS02255
OG0000559	KUD10_RS01760	DR096_RS02035
OG0000560	KUD10_RS01875	DR096_RS03410
OG0000561	KUD10_RS01105	DR096_RS01900
OG0000562	KUD10_RS01880	DR096_RS03405
OG0000563	KUD10_RS01865	DR096_RS03420
OG0000564	KUD10_RS01360	DR096_RS01675
OG0000565	KUD10_RS01930	DR096_RS00410
OG0000566	KUD10_RS01915	DR096_RS00400
OG0000567	KUD10_RS01890	DR096_RS00370
OG0000568	KUD10_RS00680	DR096_RS02070
OG0000569	KUD10_RS01310	DR096_RS02250
OG0000570	KUD10_RS01315	DR096_RS04685
OG0000571	KUD10_RS01320	DR096_RS02240
OG0000572	KUD10_RS01340	DR096_RS02220
OG0000573	KUD10_RS01755	DR096_RS02030
OG0000574	KUD10_RS01380	DR096_RS01655
OG0000575	KUD10_RS01295	DR096_RS02265
OG0000576	KUD10_RS01715	DR096_RS01985
OG0000578	KUD10_RS02765	DR096_RS01430
OG0000579	KUD10_RS01855	DR096_RS03475
OG0000580	KUD10_RS02870	DR096_RS04010
OG0000581	KUD10_RS01835	DR096_RS03460
OG0000582	KUD10_RS01330	DR096_RS04675
OG0000583	KUD10_RS01745	DR096_RS02020
OG0000585	KUD10_RS02275	DR096_RS02895
OG0000586	KUD10_RS01730	DR096_RS04145
OG0000587	KUD10_RS03745	DR096_RS04830
OG0000588	KUD10_RS01705	DR096_RS01980
OG0000589	KUD10_RS02220	DR096_RS03445
OG0000591	KUD10_RS03705	DR096_RS03895
OG0000592	KUD10_RS02735	DR096_RS02445
OG0000593	KUD10_RS03595	DR096_RS01040
OG0000594	KUD10_RS01300	DR096_RS02260
OG0000595	KUD10_RS03070	DR096_RS00790
OG0000596	KUD10_RS01795	DR096_RS03350
OG0000598	KUD10_RS01800	DR096_RS03355
OG0000599	KUD10_RS01805	DR096_RS03360
OG0000601	KUD10_RS01870	DR096_RS03415
OG0000604	KUD10_RS03715	DR096_RS04005
OG0000606	KUD10_RS01840	DR096_RS03465
OG0000607	KUD10_RS01285	DR096_RS02275
OG0000611	KUD10_RS00090	DR096_RS02585
OG0000612	KUD10_RS03695	DR096_RS03365
OG0000613	KUD10_RS01945	DR096_RS03890
OG0000614	KUD10_RS02240	DR096_RS03560
OG0000618	KUD10_RS03350	DR096_RS04300
OG0000619	KUD10_RS01845	DR096_RS03470
OG0000701	KUD10_RS00505	DR096_RS04395
OG0000702	KUD10_RS00510	DR096_RS04800
OG0000703	KUD10_RS00515	DR096_RS03825
