Orthogroup	MHP_LH_genes	MHP_1257_genes
OG0000473	KUD10_RS03565	ABKJ22_RS03380
OG0000474	KUD10_RS03570	ABKJ22_RS03385
OG0000475	KUD10_RS03575	ABKJ22_RS03390
OG0000476	KUD10_RS01625	ABKJ22_RS01570
OG0000477	KUD10_RS02705	ABKJ22_RS02565
OG0000478	KUD10_RS03510	ABKJ22_RS03325
OG0000479	KUD10_RS01400	ABKJ22_RS01345
OG0000480	KUD10_RS02080	ABKJ22_RS02005
OG0000481	KUD10_RS00810	ABKJ22_RS00885
OG0000482	KUD10_RS01280	ABKJ22_RS01225
OG0000483	KUD10_RS02125	ABKJ22_RS02050
OG0000484	KUD10_RS00200	ABKJ22_RS00195
OG0000485	KUD10_RS01245	ABKJ22_RS01180
OG0000486	KUD10_RS02370	ABKJ22_RS02105
OG0000487	KUD10_RS02055	ABKJ22_RS01980
OG0000488	KUD10_RS02095	ABKJ22_RS02020
OG0000489	KUD10_RS00050	ABKJ22_RS00050
OG0000490	KUD10_RS03680	ABKJ22_RS03495
OG0000491	KUD10_RS01420	ABKJ22_RS01365
OG0000492	KUD10_RS01495	ABKJ22_RS01440
OG0000493	KUD10_RS00585	ABKJ22_RS00580
OG0000494	KUD10_RS00650	ABKJ22_RS01060
OG0000495	KUD10_RS02910	ABKJ22_RS02780
OG0000496	KUD10_RS02900	ABKJ22_RS02770
OG0000497	KUD10_RS02895	ABKJ22_RS02765
OG0000498	KUD10_RS02820	ABKJ22_RS02675
OG0000499	KUD10_RS02785	ABKJ22_RS02640
OG0000500	KUD10_RS01980	ABKJ22_RS01905
OG0000501	KUD10_RS03135	ABKJ22_RS02970
OG0000502	KUD10_RS01270	ABKJ22_RS01215
OG0000503	KUD10_RS00755	ABKJ22_RS00940
OG0000504	KUD10_RS00890	ABKJ22_RS00805
OG0000505	KUD10_RS00925	ABKJ22_RS00755
OG0000506	KUD10_RS00935	ABKJ22_RS00740
OG0000507	KUD10_RS00970	ABKJ22_RS00705
OG0000508	KUD10_RS00250	ABKJ22_RS00245
OG0000509	KUD10_RS00285	ABKJ22_RS00280
OG0000510	KUD10_RS00295	ABKJ22_RS00290
OG0000511	KUD10_RS00430	ABKJ22_RS00435
OG0000512	KUD10_RS02635	ABKJ22_RS02500
OG0000513	KUD10_RS03495	ABKJ22_RS03310
OG0000514	KUD10_RS02935	ABKJ22_RS02805
OG0000516	KUD10_RS02060	ABKJ22_RS01985
OG0000517	KUD10_RS00065	ABKJ22_RS00065
OG0000518	KUD10_RS03175	ABKJ22_RS03010
OG0000519	KUD10_RS00780	ABKJ22_RS00915
OG0000520	KUD10_RS00905	ABKJ22_RS00790
OG0000521	KUD10_RS00265	ABKJ22_RS00260
OG0000522	KUD10_RS00300	ABKJ22_RS00295
OG0000523	KUD10_RS03430	ABKJ22_RS03245
OG0000524	KUD10_RS02755	ABKJ22_RS02615
OG0000525	KUD10_RS03395	ABKJ22_RS03210
OG0000526	KUD10_RS01895	ABKJ22_RS01820
OG0000527	KUD10_RS01830	ABKJ22_RS01745
OG0000528	KUD10_RS02065	ABKJ22_RS01990
OG0000529	KUD10_RS02305	ABKJ22_RS02170
OG0000530	KUD10_RS02410	ABKJ22_RS02300
OG0000531	KUD10_RS01470	ABKJ22_RS01415
OG0000532	KUD10_RS01685	ABKJ22_RS01625
OG0000533	KUD10_RS00605	ABKJ22_RS01100
OG0000534	KUD10_RS00380	ABKJ22_RS00375
OG0000535	KUD10_RS00045	ABKJ22_RS00045
OG0000536	KUD10_RS03615	ABKJ22_RS03430
OG0000537	KUD10_RS00720	ABKJ22_RS00975
OG0000538	KUD10_RS01120	ABKJ22_RS01140
OG0000539	KUD10_RS00215	ABKJ22_RS00210
OG0000540	KUD10_RS02725	ABKJ22_RS02585
OG0000541	KUD10_RS02800	ABKJ22_RS02655
OG0000542	KUD10_RS00350	ABKJ22_RS00345
OG0000544	KUD10_RS01325	ABKJ22_RS01265
OG0000546	KUD10_RS02865	ABKJ22_RS02730
OG0000547	KUD10_RS02985	ABKJ22_RS02860
OG0000548	KUD10_RS01655	ABKJ22_RS01595
OG0000549	KUD10_RS03385	ABKJ22_RS03200
OG0000550	KUD10_RS03530	ABKJ22_RS03345
OG0000552	KUD10_RS03210	ABKJ22_RS03045
OG0000553	KUD10_RS02770	ABKJ22_RS02630
OG0000554	KUD10_RS02455	ABKJ22_RS02345
OG0000557	KUD10_RS01335	ABKJ22_RS01275
OG0000558	KUD10_RS01305	ABKJ22_RS01245
OG0000559	KUD10_RS01760	ABKJ22_RS01695
OG0000560	KUD10_RS01875	ABKJ22_RS01795
OG0000561	KUD10_RS01105	ABKJ22_RS01125
OG0000562	KUD10_RS01880	ABKJ22_RS01800
OG0000563	KUD10_RS01865	ABKJ22_RS01785
OG0000564	KUD10_RS01360	ABKJ22_RS01305
OG0000565	KUD10_RS01930	ABKJ22_RS01850
OG0000566	KUD10_RS01915	ABKJ22_RS01840
OG0000567	KUD10_RS01890	ABKJ22_RS01815
OG0000568	KUD10_RS00680	ABKJ22_RS01015
OG0000569	KUD10_RS01310	ABKJ22_RS01250
OG0000570	KUD10_RS01315	ABKJ22_RS01255
OG0000571	KUD10_RS01320	ABKJ22_RS01260
OG0000572	KUD10_RS01340	ABKJ22_RS01280
OG0000573	KUD10_RS01755	ABKJ22_RS01690
OG0000574	KUD10_RS01380	ABKJ22_RS01325
OG0000575	KUD10_RS01295	ABKJ22_RS01235
OG0000576	KUD10_RS01715	ABKJ22_RS01650
OG0000577	KUD10_RS02745	ABKJ22_RS02605
OG0000578	KUD10_RS02765	ABKJ22_RS02625
OG0000579	KUD10_RS01855	ABKJ22_RS01760
OG0000580	KUD10_RS02870	ABKJ22_RS02735
OG0000581	KUD10_RS01835	ABKJ22_RS01750
OG0000582	KUD10_RS01330	ABKJ22_RS01270
OG0000583	KUD10_RS01745	ABKJ22_RS01680
OG0000585	KUD10_RS02275	ABKJ22_RS02200
OG0000586	KUD10_RS01730	ABKJ22_RS01665
OG0000587	KUD10_RS03745	ABKJ22_RS01855
OG0000588	KUD10_RS01705	ABKJ22_RS01640
OG0000589	KUD10_RS02220	ABKJ22_RS02245
OG0000591	KUD10_RS03705	ABKJ22_RS01870
OG0000592	KUD10_RS02735	ABKJ22_RS02595
OG0000593	KUD10_RS03595	ABKJ22_RS03410
OG0000594	KUD10_RS01300	ABKJ22_RS01240
OG0000601	KUD10_RS01870	ABKJ22_RS01790
OG0000604	KUD10_RS03715	ABKJ22_RS02740
OG0000609	KUD10_RS01905	ABKJ22_RS01830
OG0000611	KUD10_RS00090	ABKJ22_RS00090
OG0000613	KUD10_RS01945	ABKJ22_RS01865
