Orthogroup	MHP_LH_genes	MHP_98_genes
OG0000516	KUD10_RS02060	GOM18_RS04435
OG0000517	KUD10_RS00065	GOM18_RS00645
OG0000518	KUD10_RS03175	GOM18_RS00980
OG0000519	KUD10_RS00780	GOM18_RS00215
OG0000520	KUD10_RS00905	GOM18_RS00340
OG0000521	KUD10_RS00265	GOM18_RS01375
OG0000522	KUD10_RS00300	GOM18_RS01410
OG0000523	KUD10_RS03430	GOM18_RS00725
OG0000524	KUD10_RS02755	GOM18_RS02115
OG0000525	KUD10_RS03395	GOM18_RS04345
OG0000526	KUD10_RS01895	GOM18_RS04200
OG0000527	KUD10_RS01830	GOM18_RS03490
OG0000528	KUD10_RS02065	GOM18_RS02240
OG0000529	KUD10_RS02305	GOM18_RS02385
OG0000530	KUD10_RS02410	GOM18_RS02485
OG0000531	KUD10_RS01470	GOM18_RS02760
OG0000532	KUD10_RS01685	GOM18_RS03550
OG0000534	KUD10_RS00380	GOM18_RS01490
OG0000535	KUD10_RS00045	GOM18_RS04305
OG0000536	KUD10_RS03615	GOM18_RS00505
OG0000537	KUD10_RS00720	GOM18_RS00155
OG0000538	KUD10_RS01120	GOM18_RS02910
OG0000539	KUD10_RS00215	GOM18_RS01325
OG0000540	KUD10_RS02725	GOM18_RS02085
OG0000541	KUD10_RS02800	GOM18_RS02155
OG0000542	KUD10_RS00350	GOM18_RS01460
OG0000543	KUD10_RS01695	GOM18_RS03535
OG0000543	KUD10_RS01215	GOM18_RS00010
OG0000544	KUD10_RS01325	GOM18_RS04525
OG0000545	KUD10_RS01885	GOM18_RS03390
OG0000546	KUD10_RS02865	GOM18_RS03120
OG0000547	KUD10_RS02985	GOM18_RS01145
OG0000548	KUD10_RS01655	GOM18_RS03615
OG0000549	KUD10_RS03385	GOM18_RS04350
OG0000550	KUD10_RS03530	GOM18_RS00425
OG0000552	KUD10_RS03210	GOM18_RS00945
OG0000553	KUD10_RS02770	GOM18_RS04405
OG0000554	KUD10_RS02455	GOM18_RS02530
OG0000555	KUD10_RS02990	GOM18_RS03930
OG0000556	KUD10_RS01170	GOM18_RS00060
OG0000556	KUD10_RS01160	GOM18_RS00075
OG0000557	KUD10_RS01335	GOM18_RS03215
OG0000558	KUD10_RS01305	GOM18_RS03185
OG0000559	KUD10_RS01760	GOM18_RS03000
OG0000560	KUD10_RS01875	GOM18_RS03405
OG0000561	KUD10_RS01105	GOM18_RS02895
OG0000562	KUD10_RS01880	GOM18_RS03400
OG0000563	KUD10_RS01865	GOM18_RS03415
OG0000564	KUD10_RS01360	GOM18_RS02875
OG0000565	KUD10_RS01930	GOM18_RS03330
OG0000566	KUD10_RS01915	GOM18_RS03355
OG0000567	KUD10_RS01890	GOM18_RS03385
OG0000568	KUD10_RS00680	GOM18_RS00115
OG0000569	KUD10_RS01310	GOM18_RS03190
OG0000570	KUD10_RS01315	GOM18_RS04520
OG0000571	KUD10_RS01320	GOM18_RS03200
OG0000572	KUD10_RS01340	GOM18_RS03220
OG0000573	KUD10_RS01755	GOM18_RS03005
OG0000574	KUD10_RS01380	GOM18_RS02845
OG0000575	KUD10_RS01295	GOM18_RS03175
OG0000576	KUD10_RS01715	GOM18_RS03050
OG0000577	KUD10_RS02745	GOM18_RS02105
OG0000578	KUD10_RS02765	GOM18_RS02125
OG0000579	KUD10_RS01855	GOM18_RS03500
OG0000581	KUD10_RS01835	GOM18_RS03495
OG0000582	KUD10_RS01330	GOM18_RS04530
OG0000583	KUD10_RS01745	GOM18_RS03015
OG0000584	KUD10_RS01190	GOM18_RS00040
OG0000585	KUD10_RS02275	GOM18_RS02355
OG0000586	KUD10_RS01730	GOM18_RS03030
OG0000587	KUD10_RS03745	GOM18_RS04190
OG0000588	KUD10_RS01705	GOM18_RS03055
OG0000590	KUD10_RS01200	GOM18_RS00030
OG0000591	KUD10_RS03705	GOM18_RS04175
OG0000592	KUD10_RS02735	GOM18_RS03985
OG0000593	KUD10_RS03595	GOM18_RS00490
OG0000594	KUD10_RS01300	GOM18_RS03180
OG0000595	KUD10_RS03070	GOM18_RS01055
OG0000597	KUD10_RS03065	GOM18_RS01060
OG0000600	KUD10_RS01185	GOM18_RS00045
OG0000601	KUD10_RS01870	GOM18_RS03410
OG0000602	KUD10_RS02090	GOM18_RS02265
OG0000603	KUD10_RS01180	GOM18_RS00050
OG0000604	KUD10_RS03715	GOM18_RS04135
OG0000605	KUD10_RS01175	GOM18_RS00055
OG0000607	KUD10_RS01285	GOM18_RS03165
OG0000609	KUD10_RS01905	GOM18_RS03365
OG0000611	KUD10_RS00090	GOM18_RS00670
OG0000613	KUD10_RS01945	GOM18_RS04180
OG0000618	KUD10_RS03350	GOM18_RS00805
