Orthogroup	MHP_LH_genes	MHP_MHP691_genes
OG0000548	KUD10_RS01655	DR087_RS03220
OG0000549	KUD10_RS03385	DR087_RS04650
OG0000550	KUD10_RS03530	DR087_RS00690
OG0000552	KUD10_RS03210	DR087_RS00910
OG0000553	KUD10_RS02770	DR087_RS04565
OG0000554	KUD10_RS02455	DR087_RS01690
OG0000555	KUD10_RS02990	DR087_RS04580
OG0000556	KUD10_RS01170, KUD10_RS01160	DR087_RS04430
OG0000557	KUD10_RS01335	DR087_RS02850
OG0000558	KUD10_RS01305	DR087_RS02820
OG0000559	KUD10_RS01760	DR087_RS02085
OG0000560	KUD10_RS01875	DR087_RS01645
OG0000561	KUD10_RS01105	DR087_RS01990
OG0000562	KUD10_RS01880	DR087_RS01640
OG0000563	KUD10_RS01865	DR087_RS01655
OG0000564	KUD10_RS01360	DR087_RS03320
OG0000565	KUD10_RS01930	DR087_RS01590
OG0000566	KUD10_RS01915	DR087_RS01600
OG0000567	KUD10_RS01890	DR087_RS01625
OG0000568	KUD10_RS00680	DR087_RS02180
OG0000569	KUD10_RS01310	DR087_RS02825
OG0000570	KUD10_RS01315	DR087_RS04705
OG0000571	KUD10_RS01320	DR087_RS02835
OG0000572	KUD10_RS01340	DR087_RS02855
OG0000573	KUD10_RS01755	DR087_RS02080
OG0000574	KUD10_RS01380	DR087_RS03300
OG0000575	KUD10_RS01295	DR087_RS02810
OG0000576	KUD10_RS01715	DR087_RS02035
OG0000577	KUD10_RS02745	DR087_RS01270
OG0000578	KUD10_RS02765	DR087_RS01250
OG0000580	KUD10_RS02870	DR087_RS04010
OG0000582	KUD10_RS01330	DR087_RS04715
OG0000583	KUD10_RS01745	DR087_RS02070
OG0000584	KUD10_RS01190	DR087_RS00315
OG0000585	KUD10_RS02275	DR087_RS00170
OG0000586	KUD10_RS01730	DR087_RS02055
OG0000587	KUD10_RS03745	DR087_RS04775
OG0000588	KUD10_RS01705	DR087_RS02030
OG0000589	KUD10_RS02220	DR087_RS03500
OG0000590	KUD10_RS01200	DR087_RS00325
OG0000592	KUD10_RS02735	DR087_RS01280
OG0000593	KUD10_RS03595	DR087_RS00755
OG0000594	KUD10_RS01300	DR087_RS02815
OG0000595	KUD10_RS03070	DR087_RS03405
OG0000600	KUD10_RS01185	DR087_RS00310
OG0000601	KUD10_RS01870	DR087_RS01650
OG0000602	KUD10_RS02090	DR087_RS00080
OG0000603	KUD10_RS01180	DR087_RS00305
OG0000605	KUD10_RS01175	DR087_RS00300
OG0000607	KUD10_RS01285	DR087_RS02800
OG0000609	KUD10_RS01905	DR087_RS01615
OG0000611	KUD10_RS00090	DR087_RS00520
OG0000613	KUD10_RS01945	DR087_RS04040
OG0000614	KUD10_RS02240	DR087_RS03590
