Orthogroup	MHP_LH_genes	MHP_MHP682_genes
OG0000540	KUD10_RS02725	DR097_RS01560
OG0000541	KUD10_RS02800	DR097_RS01485
OG0000542	KUD10_RS00350	DR097_RS00080
OG0000543	KUD10_RS01215	DR097_RS02005
OG0000544	KUD10_RS01325	DR097_RS04515
OG0000545	KUD10_RS01885	DR097_RS02535
OG0000546	KUD10_RS02865	DR097_RS01750
OG0000547	KUD10_RS02985	DR097_RS04935
OG0000548	KUD10_RS01655	DR097_RS03110
OG0000549	KUD10_RS03385	DR097_RS04765
OG0000550	KUD10_RS03530	DR097_RS00615
OG0000552	KUD10_RS03210	DR097_RS01380
OG0000553	KUD10_RS02770	DR097_RS04650
OG0000554	KUD10_RS02455	DR097_RS02160
OG0000556	KUD10_RS01170, KUD10_RS01160	DR097_RS04700
OG0000557	KUD10_RS01335	DR097_RS00355
OG0000558	KUD10_RS01305	DR097_RS00385
OG0000559	KUD10_RS01760	DR097_RS01855
OG0000560	KUD10_RS01875	DR097_RS02550
OG0000561	KUD10_RS01105	DR097_RS00515
OG0000562	KUD10_RS01880	DR097_RS02545
OG0000563	KUD10_RS01865	DR097_RS02565
OG0000564	KUD10_RS01360	DR097_RS03805
OG0000565	KUD10_RS01930	DR097_RS02490
OG0000566	KUD10_RS01915	DR097_RS02505
OG0000567	KUD10_RS01890	DR097_RS02530
OG0000568	KUD10_RS00680	DR097_RS01135
OG0000569	KUD10_RS01310	DR097_RS00380
OG0000570	KUD10_RS01315	DR097_RS04520
OG0000571	KUD10_RS01320	DR097_RS00370
OG0000572	KUD10_RS01340	DR097_RS00350
OG0000573	KUD10_RS01755	DR097_RS01860
OG0000575	KUD10_RS01295	DR097_RS00395
OG0000576	KUD10_RS01715	DR097_RS01905
OG0000577	KUD10_RS02745	DR097_RS01540
OG0000578	KUD10_RS02765	DR097_RS01520
OG0000579	KUD10_RS01855	DR097_RS03415
OG0000580	KUD10_RS02870	DR097_RS04150
OG0000581	KUD10_RS01835	DR097_RS03400
OG0000582	KUD10_RS01330	DR097_RS04510
OG0000583	KUD10_RS01745	DR097_RS01870
OG0000584	KUD10_RS01190	DR097_RS02035
OG0000585	KUD10_RS02275	DR097_RS02705
OG0000586	KUD10_RS01730	DR097_RS01885
OG0000587	KUD10_RS03745	DR097_RS04895
OG0000589	KUD10_RS02220	DR097_RS03505
OG0000590	KUD10_RS01200	DR097_RS02025
OG0000591	KUD10_RS03705	DR097_RS00880
OG0000592	KUD10_RS02735	DR097_RS01550
OG0000593	KUD10_RS03595	DR097_RS00550
OG0000594	KUD10_RS01300	DR097_RS00390
OG0000600	KUD10_RS01185	DR097_RS02040
OG0000601	KUD10_RS01870	DR097_RS02555
OG0000603	KUD10_RS01180	DR097_RS02045
OG0000604	KUD10_RS03715	DR097_RS04140
OG0000605	KUD10_RS01175	DR097_RS02050
OG0000606	KUD10_RS01840	DR097_RS03405
OG0000607	KUD10_RS01285	DR097_RS00405
OG0000611	KUD10_RS00090	DR097_RS02465
OG0000614	KUD10_RS02240	DR097_RS03455
OG0000618	KUD10_RS03350	DR097_RS03000
OG0000619	KUD10_RS01845	DR097_RS03410
