Orthogroup	MHP_MHP696_genes	MHP_LH_genes
OG0000530	DR090_RS03305	KUD10_RS02410
OG0000531	DR090_RS02520	KUD10_RS01470
OG0000532	DR090_RS03210	KUD10_RS01685
OG0000533	DR090_RS00215	KUD10_RS00605
OG0000534	DR090_RS00570	KUD10_RS00380
OG0000535	DR090_RS04420	KUD10_RS00045
OG0000536	DR090_RS01180	KUD10_RS03615
OG0000537	DR090_RS00105	KUD10_RS00720
OG0000538	DR090_RS00255	KUD10_RS01120
OG0000539	DR090_RS00740	KUD10_RS00215
OG0000540	DR090_RS01420	KUD10_RS02725
OG0000541	DR090_RS01490	KUD10_RS02800
OG0000542	DR090_RS00600	KUD10_RS00350
OG0000544	DR090_RS04340	KUD10_RS01325
OG0000545	DR090_RS00885	KUD10_RS01885
OG0000546	DR090_RS03955	KUD10_RS02865
OG0000547	DR090_RS01685	KUD10_RS02985
OG0000548	DR090_RS03245	KUD10_RS01655
OG0000549	DR090_RS04490	KUD10_RS03385
OG0000550	DR090_RS02340	KUD10_RS03530
OG0000552	DR090_RS02170	KUD10_RS03210
OG0000553	DR090_RS04430	KUD10_RS02770
OG0000554	DR090_RS02650	KUD10_RS02455
OG0000555	DR090_RS03975	KUD10_RS02990
OG0000557	DR090_RS00400	KUD10_RS01335
OG0000558	DR090_RS00370	KUD10_RS01305
OG0000559	DR090_RS02375	KUD10_RS01760
OG0000560	DR090_RS00870	KUD10_RS01875
OG0000561	DR090_RS00240	KUD10_RS01105
OG0000562	DR090_RS00875	KUD10_RS01880
OG0000563	DR090_RS00860	KUD10_RS01865
OG0000564	DR090_RS00425	KUD10_RS01360
OG0000565	DR090_RS00935	KUD10_RS01930
OG0000566	DR090_RS00920	KUD10_RS01915
OG0000567	DR090_RS00890	KUD10_RS01890
OG0000568	DR090_RS00145	KUD10_RS00680
OG0000569	DR090_RS00375	KUD10_RS01310
OG0000570	DR090_RS04335	KUD10_RS01315
OG0000571	DR090_RS00385	KUD10_RS01320
OG0000572	DR090_RS00405	KUD10_RS01340
OG0000573	DR090_RS02380	KUD10_RS01755
OG0000574	DR090_RS00445	KUD10_RS01380
OG0000575	DR090_RS00360	KUD10_RS01295
OG0000576	DR090_RS02425	KUD10_RS01715
OG0000577	DR090_RS01440	KUD10_RS02745
OG0000578	DR090_RS01460	KUD10_RS02765
OG0000579	DR090_RS00850	KUD10_RS01855
OG0000580	DR090_RS03960	KUD10_RS02870
OG0000581	DR090_RS00835	KUD10_RS01835
OG0000582	DR090_RS04345	KUD10_RS01330
OG0000583	DR090_RS02390	KUD10_RS01745
OG0000585	DR090_RS03575	KUD10_RS02275
OG0000586	DR090_RS02405	KUD10_RS01730
OG0000587	DR090_RS03815	KUD10_RS03745
OG0000588	DR090_RS02430	KUD10_RS01705
OG0000589	DR090_RS03725	KUD10_RS02220
OG0000591	DR090_RS00965	KUD10_RS03705
OG0000592	DR090_RS01430	KUD10_RS02735
OG0000593	DR090_RS01165	KUD10_RS03595
OG0000594	DR090_RS00365	KUD10_RS01300
OG0000595	DR090_RS03450	KUD10_RS03070
OG0000597	DR090_RS03460	KUD10_RS03065
OG0000601	DR090_RS00865	KUD10_RS01870
OG0000602	DR090_RS03555	KUD10_RS02090
OG0000604	DR090_RS03965	KUD10_RS03715
OG0000606	DR090_RS00840	KUD10_RS01840
OG0000607	DR090_RS00350	KUD10_RS01285
OG0000609	DR090_RS00905	KUD10_RS01905
OG0000611	DR090_RS01345	KUD10_RS00090
OG0000614	DR090_RS03535	KUD10_RS02240
OG0000619	DR090_RS00845	KUD10_RS01845
