Orthogroup	MHP_MHP696_genes	MHP_UFV01_genes
OG0000533	DR090_RS00215	FEF30_RS00915
OG0000534	DR090_RS00570	FEF30_RS00695
OG0000535	DR090_RS04420	FEF30_RS04175
OG0000536	DR090_RS01180	FEF30_RS00260
OG0000537	DR090_RS00105	FEF30_RS01035
OG0000538	DR090_RS00255	FEF30_RS01435
OG0000539	DR090_RS00740	FEF30_RS00530
OG0000540	DR090_RS01420	FEF30_RS03015
OG0000541	DR090_RS01490	FEF30_RS03095
OG0000542	DR090_RS00600	FEF30_RS00665
OG0000544	DR090_RS04340	FEF30_RS04245
OG0000545	DR090_RS00885	FEF30_RS02225
OG0000546	DR090_RS03955	FEF30_RS03165
OG0000547	DR090_RS01685	FEF30_RS03290
OG0000548	DR090_RS03245	FEF30_RS01910
OG0000549	DR090_RS04490	FEF30_RS04100
OG0000550	DR090_RS02340	FEF30_RS00180
OG0000551	DR090_RS02960	FEF30_RS03360
OG0000552	DR090_RS02170	FEF30_RS03490
OG0000553	DR090_RS04430	FEF30_RS04365
OG0000554	DR090_RS02650	FEF30_RS02765
OG0000555	DR090_RS03975	FEF30_RS03295
OG0000557	DR090_RS00400	FEF30_RS01575
OG0000558	DR090_RS00370	FEF30_RS01545
OG0000559	DR090_RS02375	FEF30_RS02015
OG0000560	DR090_RS00870	FEF30_RS02215
OG0000561	DR090_RS00240	FEF30_RS01420
OG0000562	DR090_RS00875	FEF30_RS02220
OG0000563	DR090_RS00860	FEF30_RS02205
OG0000564	DR090_RS00425	FEF30_RS01600
OG0000565	DR090_RS00935	FEF30_RS02260
OG0000566	DR090_RS00920	FEF30_RS02245
OG0000567	DR090_RS00890	FEF30_RS02230
OG0000568	DR090_RS00145	FEF30_RS00995
OG0000569	DR090_RS00375	FEF30_RS01550
OG0000570	DR090_RS04335	FEF30_RS04240
OG0000571	DR090_RS00385	FEF30_RS01560
OG0000572	DR090_RS00405	FEF30_RS01580
OG0000573	DR090_RS02380	FEF30_RS02010
OG0000574	DR090_RS00445	FEF30_RS01620
OG0000575	DR090_RS00360	FEF30_RS01535
OG0000576	DR090_RS02425	FEF30_RS01970
OG0000577	DR090_RS01440	FEF30_RS03035
OG0000578	DR090_RS01460	FEF30_RS03055
OG0000579	DR090_RS00850	FEF30_RS02195
OG0000580	DR090_RS03960	FEF30_RS03170
OG0000581	DR090_RS00835	FEF30_RS02180
OG0000582	DR090_RS04345	FEF30_RS04250
OG0000583	DR090_RS02390	FEF30_RS02000
OG0000585	DR090_RS03575	FEF30_RS02585
OG0000586	DR090_RS02405	FEF30_RS01985
OG0000587	DR090_RS03815	FEF30_RS04465
OG0000588	DR090_RS02430	FEF30_RS01960
OG0000589	DR090_RS03725	FEF30_RS02520
OG0000591	DR090_RS00965	FEF30_RS03985
OG0000592	DR090_RS01430	FEF30_RS03025
OG0000593	DR090_RS01165	FEF30_RS00245
OG0000594	DR090_RS00365	FEF30_RS01540
OG0000595	DR090_RS03450	FEF30_RS04470
OG0000597	DR090_RS03460	FEF30_RS03375
OG0000601	DR090_RS00865	FEF30_RS02210
OG0000602	DR090_RS03555	FEF30_RS02420
OG0000604	DR090_RS03965	FEF30_RS04060
OG0000606	DR090_RS00840	FEF30_RS02185
OG0000607	DR090_RS00350	FEF30_RS01525
OG0000614	DR090_RS03535	FEF30_RS02535
OG0000619	DR090_RS00845	FEF30_RS02190
OG0000621	DR090_RS03675	FEF30_RS03980
