Orthogroup	MHP_MHP653_proteins	MHP_131B_proteins
OG0000594	WP_160615797.1	WP_404924554.1
OG0000595	WP_160615601.1	WP_404924292.1
OG0000596	WP_014579752.1	WP_404924563.1
OG0000597	WP_220191267.1	WP_404924291.1
OG0000598	WP_258555966.1	WP_404924468.1
OG0000599	WP_160615943.1	WP_011206170.1
OG0000604	WP_258555915.1	WP_258555242.1
OG0000607	WP_158209054.1	WP_160587988.1
OG0000608	WP_160585754.1	WP_404924474.1
OG0000611	WP_258555949.1	WP_225973003.1
OG0000612	WP_160615945.1	WP_404924564.1
OG0000613	WP_258555653.1	WP_225972966.1
OG0000615	WP_160615685.1	WP_044272557.1
OG0000617	WP_334199373.1	WP_371863322.1
OG0000622	WP_225973020.1	WP_404924220.1
