Orthogroup	MHP_111A_proteins	MHP_MHP653_proteins
OG0000588	WP_404912371.1	WP_308507038.1
OG0000589	WP_002557988.1	WP_160615957.1
OG0000591	WP_258555396.1	WP_258555396.1
OG0000592	WP_404911928.1	WP_160615816.1
OG0000593	WP_404912088.1	WP_160615640.1
OG0000595	WP_404911985.1	WP_160615601.1
OG0000596	WP_404912392.1	WP_014579752.1
OG0000598	WP_192894290.1	WP_258555966.1
OG0000599	WP_011206170.1	WP_160615943.1
OG0000604	WP_258555242.1	WP_258555915.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000608	WP_020835697.1	WP_160585754.1
OG0000611	WP_404912129.1	WP_258555949.1
OG0000612	WP_225973036.1	WP_160615945.1
OG0000613	WP_225972966.1	WP_258555653.1
OG0000614	WP_404912236.1	WP_094521688.1
OG0000617	WP_404912373.1	WP_334199373.1
OG0000622	WP_225973020.1	WP_225973020.1
