Orthogroup	MHP_MHP691_proteins	MHP_1257_proteins
OG0000562	WP_160585755.1	WP_348572112.1
OG0000563	WP_160607880.1	WP_011290172.1
OG0000564	WP_252862181.1	WP_348572048.1
OG0000565	WP_160607874.1	WP_011290181.1
OG0000566	WP_225972969.1	WP_348572124.1
OG0000567	WP_258555574.1	WP_348572117.1
OG0000568	WP_160607975.1	WP_044272325.1
OG0000569	WP_160601085.1	WP_348572033.1
OG0000570	WP_308704687.1	WP_348572034.1
OG0000571	WP_014579702.1	WP_348572036.1
OG0000572	WP_160608028.1	WP_348572042.1
OG0000573	WP_160590232.1	WP_020835676.1
OG0000574	WP_014579714.1	WP_011284018.1
OG0000575	WP_146379542.1	WP_146379542.1
OG0000576	WP_160607939.1	WP_011290145.1
OG0000577	WP_011290300.1	WP_011206325.1
OG0000578	WP_160607816.1	WP_041361678.1
OG0000580	WP_258555565.1	WP_020835830.1
OG0000582	WP_308704689.1	WP_348572040.1
OG0000583	WP_160607949.1	WP_348572094.1
OG0000585	WP_160607670.1, WP_160607668.1	WP_348571659.1
OG0000586	WP_258555590.1	WP_348572091.1
OG0000587	WP_240536501.1	WP_348572143.1
OG0000588	WP_308704681.1	WP_243216079.1
OG0000589	WP_002557988.1	WP_002557988.1
OG0000592	WP_160607826.1	WP_348571780.1
OG0000593	WP_160607753.1	WP_348571885.1
OG0000594	WP_160608025.1	WP_348572135.1
OG0000601	WP_020835695.1	WP_044284638.1
OG0000608	WP_020835697.1	WP_348572114.1
OG0000609	WP_158520147.1	WP_157696717.1
OG0000611	WP_225973003.1	WP_225973003.1
OG0000613	WP_258555572.1	WP_240536401.1
OG0000622	WP_225973020.1	WP_348571973.1
