Orthogroup	MHP_MHP709_genes	MHP_133A_genes
OG0000574	DR088_RS01010	NB626_RS01425
OG0000575	DR088_RS00925	NB626_RS01345
OG0000576	DR088_RS02365	NB626_RS01765
OG0000577	DR088_RS00085	NB626_RS02840
OG0000578	DR088_RS00105	NB626_RS02865
OG0000579	DR088_RS00385	NB626_RS01910
OG0000580	DR088_RS03750	NB626_RS02975
OG0000581	DR088_RS00370	NB626_RS01905
OG0000582	DR088_RS04375	NB626_RS01375
OG0000583	DR088_RS02330	NB626_RS01800
OG0000585	DR088_RS03515	NB626_RS02365
OG0000586	DR088_RS02345	NB626_RS01785
OG0000587	DR088_RS03785	NB626_RS02010
OG0000588	DR088_RS02370	NB626_RS01755
OG0000589	DR088_RS03680	NB626_RS02290
OG0000591	DR088_RS00500	NB626_RS02025
OG0000593	DR088_RS02110	NB626_RS03735
OG0000595	DR088_RS03435	NB626_RS03190
OG0000597	DR088_RS03445	NB626_RS03185
OG0000604	DR088_RS03755	NB626_RS02985
OG0000607	DR088_RS00915	NB626_RS01330
OG0000608	DR088_RS00415	NB626_RS01940
OG0000611	DR088_RS01940	NB626_RS00095
OG0000613	DR088_RS03790	NB626_RS02020
OG0000617	DR088_RS02360	NB626_RS01770
OG0000620	DR088_RS00480	NB626_RS02005
