Orthogroup	MHP_MHP709_genes	MHP_ES2_genes
OG0000522	DR088_RS01215	E5E95_RS00300
OG0000523	DR088_RS02255	E5E95_RS03580
OG0000525	DR088_RS04440	E5E95_RS03545
OG0000526	DR088_RS03780	E5E95_RS04020
OG0000527	DR088_RS00365	E5E95_RS01880
OG0000528	DR088_RS04345	E5E95_RS02135
OG0000529	DR088_RS02880	E5E95_RS02355
OG0000531	DR088_RS02675	E5E95_RS01415
OG0000532	DR088_RS04600	E5E95_RS01740
OG0000533	DR088_RS00780	E5E95_RS00600
OG0000534	DR088_RS01135	E5E95_RS00380
OG0000535	DR088_RS04420	E5E95_RS00045
OG0000536	DR088_RS02125	E5E95_RS03765
OG0000537	DR088_RS02805	E5E95_RS00725
OG0000538	DR088_RS00820	E5E95_RS01140
OG0000539	DR088_RS01305	E5E95_RS00210
OG0000540	DR088_RS00065	E5E95_RS02840
OG0000541	DR088_RS00135	E5E95_RS02920
OG0000544	DR088_RS04370	E5E95_RS01270
OG0000545	DR088_RS00420	E5E95_RS01945
OG0000546	DR088_RS03745	E5E95_RS02990
OG0000547	DR088_RS00325	E5E95_RS03110
OG0000548	DR088_RS03345	E5E95_RS01615
OG0000549	DR088_RS04435	E5E95_RS03535
OG0000550	DR088_RS02155	E5E95_RS03680
OG0000552	DR088_RS01485	E5E95_RS03350
OG0000553	DR088_RS04295	E5E95_RS02890
OG0000554	DR088_RS02390	E5E95_RS02600
OG0000555	DR088_RS03765	E5E95_RS04170
OG0000557	DR088_RS00965	E5E95_RS01280
OG0000558	DR088_RS00935	E5E95_RS01250
OG0000559	DR088_RS02315	E5E95_RS01810
OG0000560	DR088_RS00405	E5E95_RS01930
OG0000561	DR088_RS00805	E5E95_RS01125
OG0000562	DR088_RS00410	E5E95_RS01935
OG0000563	DR088_RS00395	E5E95_RS01920
OG0000564	DR088_RS03880	E5E95_RS03980
OG0000565	DR088_RS00470	E5E95_RS01985
OG0000566	DR088_RS00455	E5E95_RS01975
OG0000567	DR088_RS00425	E5E95_RS01950
OG0000568	DR088_RS02845	E5E95_RS00685
OG0000569	DR088_RS00940	E5E95_RS01255
OG0000570	DR088_RS04365	E5E95_RS01260
OG0000571	DR088_RS00950	E5E95_RS01265
OG0000572	DR088_RS00970	E5E95_RS01285
OG0000573	DR088_RS02320	E5E95_RS01805
OG0000574	DR088_RS01010	E5E95_RS01325
OG0000575	DR088_RS00925	E5E95_RS01240
OG0000576	DR088_RS02365	E5E95_RS01765
OG0000577	DR088_RS00085	E5E95_RS02860
OG0000578	DR088_RS00105	E5E95_RS02885
OG0000579	DR088_RS00385	E5E95_RS01900
OG0000580	DR088_RS03750	E5E95_RS04160
OG0000581	DR088_RS00370	E5E95_RS01885
OG0000582	DR088_RS04375	E5E95_RS03970
OG0000583	DR088_RS02330	E5E95_RS01795
OG0000585	DR088_RS03515	E5E95_RS02325
OG0000586	DR088_RS02345	E5E95_RS01780
OG0000587	DR088_RS03785	E5E95_RS04030
OG0000588	DR088_RS02370	E5E95_RS01755
OG0000589	DR088_RS03680	E5E95_RS02260
OG0000591	DR088_RS00500	E5E95_RS04205
OG0000592	DR088_RS00075	E5E95_RS02850
OG0000593	DR088_RS02110	E5E95_RS03745
OG0000594	DR088_RS00930	E5E95_RS01245
OG0000595	DR088_RS03435	E5E95_RS03205
OG0000597	DR088_RS03445	E5E95_RS03200
OG0000601	DR088_RS00400	E5E95_RS01925
OG0000602	DR088_RS00645	E5E95_RS02155
OG0000604	DR088_RS03755	E5E95_RS04220
OG0000606	DR088_RS00375	E5E95_RS01890
OG0000607	DR088_RS00915	E5E95_RS03855
OG0000608	DR088_RS00415	E5E95_RS01940
OG0000609	DR088_RS00440	E5E95_RS03860
OG0000613	DR088_RS03790	E5E95_RS04035
OG0000614	DR088_RS03280	E5E95_RS02285
OG0000619	DR088_RS00380	E5E95_RS01895
OG0000620	DR088_RS00480	E5E95_RS04025
OG0000626	DR088_RS03665	E5E95_RS03950
