Orthogroup	MHP_MHP694_genes	MHP_ES2_genes
OG0000554	DR099_RS02150	E5E95_RS02600
OG0000555	DR099_RS03825	E5E95_RS04170
OG0000557	DR099_RS00870	E5E95_RS01280
OG0000558	DR099_RS03300	E5E95_RS01250
OG0000559	DR099_RS02440	E5E95_RS01810
OG0000560	DR099_RS00300	E5E95_RS01930
OG0000561	DR099_RS02325	E5E95_RS01125
OG0000562	DR099_RS00305	E5E95_RS01935
OG0000563	DR099_RS00290	E5E95_RS01920
OG0000564	DR099_RS00895	E5E95_RS03980
OG0000565	DR099_RS00360	E5E95_RS01985
OG0000566	DR099_RS00345	E5E95_RS01975
OG0000567	DR099_RS00320	E5E95_RS01950
OG0000568	DR099_RS01665	E5E95_RS00685
OG0000569	DR099_RS03305	E5E95_RS01255
OG0000570	DR099_RS04580	E5E95_RS01260
OG0000571	DR099_RS00855	E5E95_RS01265
OG0000572	DR099_RS00875	E5E95_RS01285
OG0000573	DR099_RS02445	E5E95_RS01805
OG0000574	DR099_RS00915	E5E95_RS01325
OG0000575	DR099_RS03290	E5E95_RS01240
OG0000576	DR099_RS02490	E5E95_RS01765
OG0000577	DR099_RS00130	E5E95_RS02860
OG0000578	DR099_RS00110	E5E95_RS02885
OG0000579	DR099_RS03430	E5E95_RS01900
OG0000580	DR099_RS01175	E5E95_RS04160
OG0000581	DR099_RS03425	E5E95_RS01885
OG0000582	DR099_RS04340	E5E95_RS03970
OG0000583	DR099_RS02455	E5E95_RS01795
OG0000585	DR099_RS03495	E5E95_RS02325
OG0000586	DR099_RS02470	E5E95_RS01780
OG0000587	DR099_RS03720	E5E95_RS04030
OG0000588	DR099_RS02495	E5E95_RS01755
OG0000591	DR099_RS03730	E5E95_RS04205
OG0000592	DR099_RS00140	E5E95_RS02850
OG0000593	DR099_RS03205	E5E95_RS03745
OG0000594	DR099_RS03295	E5E95_RS01245
OG0000595	DR099_RS04595	E5E95_RS03205
OG0000596	DR099_RS04245	E5E95_RS01845
OG0000597	DR099_RS03370	E5E95_RS03200
OG0000598	DR099_RS03395	E5E95_RS01850
OG0000599	DR099_RS03400	E5E95_RS01855
OG0000601	DR099_RS00295	E5E95_RS01925
OG0000602	DR099_RS01255	E5E95_RS02155
OG0000604	DR099_RS03835	E5E95_RS04220
OG0000607	DR099_RS03280	E5E95_RS03855
OG0000608	DR099_RS00310	E5E95_RS01940
OG0000609	DR099_RS00330	E5E95_RS03860
OG0000612	DR099_RS03405	E5E95_RS04010
OG0000615	DR099_RS00100	E5E95_RS02895
OG0000618	DR099_RS02575	E5E95_RS03500
OG0000625	DR099_RS04665	E5E95_RS04295
