Orthogroup	MHP_MHP653_genes	MHP_ES2L_genes
OG0000539	DR096_RS00295	HZK19_RS00200
OG0000540	DR096_RS02455	HZK19_RS02605
OG0000541	DR096_RS01465	HZK19_RS02685
OG0000542	DR096_RS00155	HZK19_RS00335
OG0000543	DR096_RS03760	HZK19_RS01600, HZK19_RS03095
OG0000544	DR096_RS04680	HZK19_RS01215
OG0000545	DR096_RS03395	HZK19_RS01785
OG0000546	DR096_RS01200, DR096_RS04090	HZK19_RS02755
OG0000547	DR096_RS01080	HZK19_RS02875
OG0000548	DR096_RS01360	HZK19_RS01560
OG0000549	DR096_RS04755	HZK19_RS03365
OG0000550	DR096_RS00975	HZK19_RS03510
OG0000551	DR096_RS00810	HZK19_RS02945
OG0000552	DR096_RS00675	HZK19_RS03180
OG0000553	DR096_RS04625	HZK19_RS02655
OG0000554	DR096_RS01730	HZK19_RS02360
OG0000555	DR096_RS04580	HZK19_RS02880
OG0000557	DR096_RS02225	HZK19_RS01230
OG0000558	DR096_RS02255	HZK19_RS01195
OG0000559	DR096_RS02035	HZK19_RS01670
OG0000560	DR096_RS03410	HZK19_RS01770
OG0000561	DR096_RS01900	HZK19_RS01085
OG0000562	DR096_RS03405	HZK19_RS01775
OG0000563	DR096_RS03420	HZK19_RS01760
OG0000564	DR096_RS01675	HZK19_RS03725
OG0000565	DR096_RS00410	HZK19_RS01835
OG0000566	DR096_RS00400	HZK19_RS01815
OG0000567	DR096_RS00370	HZK19_RS01790
OG0000568	DR096_RS02070	HZK19_RS00660
OG0000569	DR096_RS02250	HZK19_RS01200
OG0000570	DR096_RS04685	HZK19_RS01205
OG0000571	DR096_RS02240	HZK19_RS01210
OG0000572	DR096_RS02220	HZK19_RS01235
OG0000573	DR096_RS02030	HZK19_RS01665
OG0000574	DR096_RS01655	HZK19_RS01275
OG0000575	DR096_RS02265	HZK19_RS01185
OG0000576	DR096_RS01985	HZK19_RS01615
OG0000578	DR096_RS01430	HZK19_RS02650
OG0000579	DR096_RS03475	HZK19_RS01750
OG0000580	DR096_RS04010	HZK19_RS02760
OG0000581	DR096_RS03460	HZK19_RS01735
OG0000582	DR096_RS04675	HZK19_RS01225
OG0000583	DR096_RS02020	HZK19_RS01655
OG0000585	DR096_RS02895	HZK19_RS02180
OG0000586	DR096_RS04145	HZK19_RS01635
OG0000587	DR096_RS04830	HZK19_RS03875
OG0000588	DR096_RS01980	HZK19_RS01610
OG0000589	DR096_RS03445	HZK19_RS02120
OG0000591	DR096_RS03895	HZK19_RS03885
OG0000592	DR096_RS02445	HZK19_RS02615
OG0000593	DR096_RS01040	HZK19_RS03575
OG0000594	DR096_RS02260	HZK19_RS01190
OG0000595	DR096_RS00790	HZK19_RS02965
OG0000597	DR096_RS00795	HZK19_RS02960
OG0000601	DR096_RS03415	HZK19_RS01765
OG0000604	DR096_RS04005	HZK19_RS03900
OG0000606	DR096_RS03465	HZK19_RS01740
OG0000608	DR096_RS04805	HZK19_RS01780
OG0000614	DR096_RS03560	HZK19_RS02140
OG0000615	DR096_RS01440	HZK19_RS02660
OG0000617	DR096_RS01990	HZK19_RS01620
OG0000618	DR096_RS04300	HZK19_RS03330
OG0000619	DR096_RS03470	HZK19_RS01745
OG0000626	DR096_RS03795	HZK19_RS03185
