Orthogroup	MHP_MHP653_genes	MHP_ES2_genes
OG0000534	DR096_RS00125	E5E95_RS00380
OG0000535	DR096_RS04655	E5E95_RS00045
OG0000537	DR096_RS02110	E5E95_RS00725
OG0000538	DR096_RS01915	E5E95_RS01140
OG0000539	DR096_RS00295	E5E95_RS00210
OG0000540	DR096_RS02455	E5E95_RS02840
OG0000541	DR096_RS01465	E5E95_RS02920
OG0000543	DR096_RS03760	E5E95_RS02460
OG0000544	DR096_RS04680	E5E95_RS01270
OG0000545	DR096_RS03395	E5E95_RS01945
OG0000546	DR096_RS01200	E5E95_RS02990
OG0000547	DR096_RS01080	E5E95_RS03110
OG0000548	DR096_RS01360	E5E95_RS01615
OG0000549	DR096_RS04755	E5E95_RS03535
OG0000550	DR096_RS00975	E5E95_RS03680
OG0000553	DR096_RS04625	E5E95_RS02890
OG0000554	DR096_RS01730	E5E95_RS02600
OG0000555	DR096_RS04580	E5E95_RS04170
OG0000557	DR096_RS02225	E5E95_RS01280
OG0000558	DR096_RS02255	E5E95_RS01250
OG0000559	DR096_RS02035	E5E95_RS01810
OG0000560	DR096_RS03410	E5E95_RS01930
OG0000561	DR096_RS01900	E5E95_RS01125
OG0000562	DR096_RS03405	E5E95_RS01935
OG0000563	DR096_RS03420	E5E95_RS01920
OG0000564	DR096_RS01675	E5E95_RS03980
OG0000565	DR096_RS00410	E5E95_RS01985
OG0000566	DR096_RS00400	E5E95_RS01975
OG0000567	DR096_RS00370	E5E95_RS01950
OG0000568	DR096_RS02070	E5E95_RS00685
OG0000569	DR096_RS02250	E5E95_RS01255
OG0000570	DR096_RS04685	E5E95_RS01260
OG0000571	DR096_RS02240	E5E95_RS01265
OG0000572	DR096_RS02220	E5E95_RS01285
OG0000573	DR096_RS02030	E5E95_RS01805
OG0000574	DR096_RS01655	E5E95_RS01325
OG0000575	DR096_RS02265	E5E95_RS01240
OG0000576	DR096_RS01985	E5E95_RS01765
OG0000578	DR096_RS01430	E5E95_RS02885
OG0000579	DR096_RS03475	E5E95_RS01900
OG0000580	DR096_RS04010	E5E95_RS04160
OG0000581	DR096_RS03460	E5E95_RS01885
OG0000582	DR096_RS04675	E5E95_RS03970
OG0000583	DR096_RS02020	E5E95_RS01795
OG0000585	DR096_RS02895	E5E95_RS02325
OG0000586	DR096_RS04145	E5E95_RS01780
OG0000587	DR096_RS04830	E5E95_RS04030
OG0000588	DR096_RS01980	E5E95_RS01755
OG0000589	DR096_RS03445	E5E95_RS02260
OG0000591	DR096_RS03895	E5E95_RS04205
OG0000592	DR096_RS02445	E5E95_RS02850
OG0000593	DR096_RS01040	E5E95_RS03745
OG0000594	DR096_RS02260	E5E95_RS01245
OG0000596	DR096_RS03350	E5E95_RS01845
OG0000597	DR096_RS00795	E5E95_RS03200
OG0000598	DR096_RS03355	E5E95_RS01850
OG0000599	DR096_RS03360	E5E95_RS01855
OG0000601	DR096_RS03415	E5E95_RS01925
OG0000604	DR096_RS04005	E5E95_RS04220
OG0000606	DR096_RS03465	E5E95_RS01890
OG0000607	DR096_RS02275	E5E95_RS03855
OG0000608	DR096_RS04805	E5E95_RS01940
OG0000612	DR096_RS03365	E5E95_RS04010
OG0000613	DR096_RS03890	E5E95_RS04035
OG0000614	DR096_RS03560	E5E95_RS02285
OG0000615	DR096_RS01440	E5E95_RS02895
OG0000618	DR096_RS04300	E5E95_RS03500
OG0000619	DR096_RS03470	E5E95_RS01895
OG0000622	DR096_RS04235	E5E95_RS03960
OG0000625	DR096_RS03630	E5E95_RS04295
OG0000626	DR096_RS03795	E5E95_RS03950
