Orthogroup	MHP_MHP653_genes	MHP_111A_genes
OG0000588	DR096_RS01980	NB623_RS01765
OG0000589	DR096_RS03445	NB623_RS01010
OG0000591	DR096_RS03895	NB623_RS02200
OG0000592	DR096_RS02445	NB623_RS02815
OG0000593	DR096_RS01040	NB623_RS03720
OG0000595	DR096_RS00790	NB623_RS03160
OG0000596	DR096_RS03350	NB623_RS01870
OG0000598	DR096_RS03355	NB623_RS01875
OG0000599	DR096_RS03360	NB623_RS01880
OG0000604	DR096_RS04005	NB623_RS02965
OG0000607	DR096_RS02275	NB623_RS01335
OG0000608	DR096_RS04805	NB623_RS02275
OG0000611	DR096_RS02585	NB623_RS00100
OG0000612	DR096_RS03365	NB623_RS01885
OG0000613	DR096_RS03890	NB623_RS02205
OG0000614	DR096_RS03560	NB623_RS00975
OG0000617	DR096_RS01990	NB623_RS01780
OG0000622	DR096_RS04235	NB623_RS00960
