Orthogroup	MHP_168_genes	MHP_168L_genes
OG0000457	MHP168_RS03340	MHP168L_RS03355
OG0000458	MHP168_RS02520	MHP168L_RS02545
OG0000459	MHP168_RS02545	MHP168L_RS02570
OG0000460	MHP168_RS02555	MHP168L_RS02580
OG0000461	MHP168_RS02600	MHP168L_RS02625
OG0000462	MHP168_RS02595	MHP168L_RS02620
OG0000463	MHP168_RS02590	MHP168L_RS02615
OG0000464	MHP168_RS02585	MHP168L_RS02610
OG0000465	MHP168_RS02580	MHP168L_RS02605
OG0000466	MHP168_RS00370	MHP168L_RS00375
OG0000467	MHP168_RS02685	MHP168L_RS02710
OG0000468	MHP168_RS02040	MHP168L_RS02055
OG0000469	MHP168_RS02100	MHP168L_RS02115
OG0000470	MHP168_RS03855	MHP168L_RS03850
OG0000471	MHP168_RS00735	MHP168L_RS00740
OG0000472	MHP168_RS03300	MHP168L_RS03315
OG0000473	MHP168_RS03465	MHP168L_RS03485
OG0000475	MHP168_RS03475	MHP168L_RS03490
OG0000476	MHP168_RS01640	MHP168L_RS01645
OG0000477	MHP168_RS02625	MHP168L_RS02650
OG0000478	MHP168_RS03410	MHP168L_RS03425
OG0000479	MHP168_RS01415	MHP168L_RS01420
OG0000480	MHP168_RS03890	MHP168L_RS03885
OG0000481	MHP168_RS00845	MHP168L_RS00850
OG0000482	MHP168_RS01285	MHP168L_RS01295
OG0000483	MHP168_RS02220	MHP168L_RS02240
OG0000484	MHP168_RS00170	MHP168L_RS00175
OG0000485	MHP168_RS01150	MHP168L_RS01150
OG0000486	MHP168_RS02305	MHP168L_RS02325
OG0000487	MHP168_RS02080	MHP168L_RS02095
OG0000488	MHP168_RS02250	MHP168L_RS02270
OG0000489	MHP168_RS00050	MHP168L_RS00050
OG0000490	MHP168_RS03650	MHP168L_RS03655
OG0000491	MHP168_RS01435	MHP168L_RS01440
OG0000492	MHP168_RS01510	MHP168L_RS01515
OG0000493	MHP168_RS00560	MHP168L_RS00565
OG0000495	MHP168_RS02845	MHP168L_RS02865
OG0000496	MHP168_RS02835	MHP168L_RS02855
OG0000497	MHP168_RS02830	MHP168L_RS02850
OG0000498	MHP168_RS02745	MHP168L_RS02770
OG0000499	MHP168_RS02710	MHP168L_RS02735
OG0000500	MHP168_RS02000	MHP168L_RS02020
OG0000501	MHP168_RS03050	MHP168L_RS03065
OG0000502	MHP168_RS01275	MHP168L_RS01285
OG0000503	MHP168_RS00900	MHP168L_RS00905
OG0000505	MHP168_RS00720	MHP168L_RS00725
OG0000506	MHP168_RS00710	MHP168L_RS00715
OG0000507	MHP168_RS00680	MHP168L_RS00685
OG0000508	MHP168_RS00225	MHP168L_RS00230
OG0000509	MHP168_RS00260	MHP168L_RS00265
OG0000510	MHP168_RS00270	MHP168L_RS00275
OG0000511	MHP168_RS00405	MHP168L_RS00410
OG0000512	MHP168_RS02560	MHP168L_RS02585
OG0000513	MHP168_RS03395	MHP168L_RS03410
OG0000514	MHP168_RS02870	MHP168L_RS02890
OG0000515	MHP168_RS01925	MHP168L_RS03985
OG0000515	MHP168_RS01650	MHP168L_RS01655
OG0000516	MHP168_RS02085	MHP168L_RS02100
OG0000518	MHP168_RS03090	MHP168L_RS03105
OG0000519	MHP168_RS00875	MHP168L_RS00880
OG0000520	MHP168_RS00745	MHP168L_RS00750
OG0000521	MHP168_RS00240	MHP168L_RS00245
OG0000522	MHP168_RS00275	MHP168L_RS00280
OG0000523	MHP168_RS03335	MHP168L_RS03350
OG0000524	MHP168_RS02680	MHP168L_RS02705
OG0000525	MHP168_RS03305	MHP168L_RS03320
OG0000526	MHP168_RS03975	MHP168L_RS03980
OG0000527	MHP168_RS03970	MHP168L_RS03975
OG0000527	MHP168_RS03965	MHP168L_RS03970
OG0000528	MHP168_RS02090	MHP168L_RS02105
OG0000529	MHP168_RS02135	MHP168L_RS02150
OG0000530	MHP168_RS02345	MHP168L_RS02370
OG0000531	MHP168_RS01485	MHP168L_RS01490
OG0000532	MHP168_RS01790	MHP168L_RS01805
OG0000533	MHP168_RS01060	MHP168L_RS01060
OG0000534	MHP168_RS00355	MHP168L_RS00360
OG0000535	MHP168_RS00045	MHP168L_RS00045
OG0000536	MHP168_RS03515	MHP168L_RS03525
OG0000537	MHP168_RS00930	MHP168L_RS00935
OG0000538	MHP168_RS01105	MHP168L_RS01105
OG0000539	MHP168_RS00185	MHP168L_RS00190
OG0000540	MHP168_RS02645	MHP168L_RS02670
OG0000541	MHP168_RS02725	MHP168L_RS02750
OG0000542	MHP168_RS00325	MHP168L_RS00330
OG0000543	MHP168_RS03960	MHP168L_RS03870
OG0000543	MHP168_RS03525	MHP168L_RS03535
OG0000544	MHP168_RS01330	MHP168L_RS01335
OG0000545	MHP168_RS01905	MHP168L_RS01925
OG0000546	MHP168_RS02795	MHP168L_RS02820
OG0000547	MHP168_RS02920	MHP168L_RS02940
OG0000548	MHP168_RS01825	MHP168L_RS01840
OG0000549	MHP168_RS03295	MHP168L_RS03310
OG0000550	MHP168_RS03430	MHP168L_RS03445
OG0000551	MHP168_RS02995	MHP168L_RS03015
OG0000552	MHP168_RS03125	MHP168L_RS03140
OG0000553	MHP168_RS02695	MHP168L_RS02720
OG0000554	MHP168_RS02390	MHP168L_RS02415
OG0000555	MHP168_RS02925	MHP168L_RS02945
OG0000556	MHP168_RS03550	MHP168L_RS03560
OG0000556	MHP168_RS01195	MHP168L_RS01195
OG0000557	MHP168_RS01340	MHP168L_RS01345
OG0000558	MHP168_RS01310	MHP168L_RS01315
OG0000559	MHP168_RS01725	MHP168L_RS01740
OG0000560	MHP168_RS01895	MHP168L_RS01915
OG0000561	MHP168_RS01090	MHP168L_RS01090
OG0000562	MHP168_RS01900	MHP168L_RS01920
OG0000563	MHP168_RS01885	MHP168L_RS01905
OG0000564	MHP168_RS03865	MHP168L_RS03955
OG0000565	MHP168_RS01945	MHP168L_RS01965
OG0000566	MHP168_RS01935	MHP168L_RS01955
OG0000567	MHP168_RS01910	MHP168L_RS01930
OG0000568	MHP168_RS00970	MHP168L_RS00975
OG0000569	MHP168_RS01315	MHP168L_RS01320
OG0000570	MHP168_RS01320	MHP168L_RS01325
OG0000571	MHP168_RS01325	MHP168L_RS01330
OG0000572	MHP168_RS01345	MHP168L_RS01350
OG0000573	MHP168_RS01730	MHP168L_RS01745
OG0000574	MHP168_RS01390	MHP168L_RS01395
OG0000575	MHP168_RS01300	MHP168L_RS01305
OG0000576	MHP168_RS01765	MHP168L_RS01780
OG0000577	MHP168_RS02670	MHP168L_RS02695
OG0000578	MHP168_RS02690	MHP168L_RS02715
OG0000579	MHP168_RS01875	MHP168L_RS01890
OG0000580	MHP168_RS04025	MHP168L_RS04050
OG0000581	MHP168_RS01860	MHP168L_RS01875
OG0000582	MHP168_RS03935	MHP168L_RS03935
OG0000583	MHP168_RS01740	MHP168L_RS01755
OG0000584	MHP168_RS01240	MHP168L_RS01245
OG0000585	MHP168_RS02165	MHP168L_RS02180
OG0000586	MHP168_RS01750	MHP168L_RS01765
OG0000587	MHP168_RS04050	MHP168L_RS04085
OG0000588	MHP168_RS01770	MHP168L_RS01785
OG0000590	MHP168_RS01250	MHP168L_RS01255
OG0000590	MHP168_RS03540	MHP168L_RS03550
OG0000591	MHP168_RS04055	MHP168L_RS04095
OG0000592	MHP168_RS02655	MHP168L_RS02680
OG0000593	MHP168_RS03495	MHP168L_RS03510
OG0000594	MHP168_RS01305	MHP168L_RS01310
OG0000596	MHP168_RS01680	MHP168L_RS01705
OG0000598	MHP168_RS01675	MHP168L_RS01700
OG0000599	MHP168_RS01670	MHP168L_RS01695
OG0000600	MHP168_RS01235	MHP168L_RS01240
OG0000601	MHP168_RS01890	MHP168L_RS01910
OG0000602	MHP168_RS02255	MHP168L_RS02275
OG0000603	MHP168_RS01220	MHP168L_RS01225
OG0000604	MHP168_RS04060	MHP168L_RS04100
OG0000605	MHP168_RS01215	MHP168L_RS01220
OG0000606	MHP168_RS01865	MHP168L_RS01880
OG0000609	MHP168_RS03880	MHP168L_RS03835
OG0000610	MHP168_RS04040	MHP168L_RS04075
OG0000612	MHP168_RS03735	MHP168L_RS04070
OG0000615	MHP168_RS02700	MHP168L_RS02725
OG0000616	MHP168_RS03555	MHP168L_RS03565
OG0000619	MHP168_RS01870	MHP168L_RS01885
OG0000620	MHP168_RS03840	MHP168L_RS03820
OG0000627	MHP168_RS03575	MHP168L_RS03585
OG0000628	MHP168_RS01185	MHP168L_RS01185
OG0000629	MHP168_RS01260	MHP168L_RS01265
OG0000630	MHP168_RS01175	MHP168L_RS01175
OG0000631	MHP168_RS01180	MHP168L_RS01180
OG0000664	MHP168_RS03850	MHP168L_RS03845
OG0000698	MHP168_RS03870	MHP168L_RS03830
