Orthogroup	MHP_168_genes	MHP_ES2L_genes
OG0000519	MHP168_RS00875	HZK19_RS00760
OG0000520	MHP168_RS00745	HZK19_RS00885
OG0000521	MHP168_RS00240	HZK19_RS00250
OG0000522	MHP168_RS00275	HZK19_RS00285
OG0000523	MHP168_RS03335	HZK19_RS03410
OG0000524	MHP168_RS02680	HZK19_RS02640
OG0000525	MHP168_RS03305	HZK19_RS03375
OG0000526	MHP168_RS03975	HZK19_RS03755
OG0000527	MHP168_RS03970	HZK19_RS01730
OG0000528	MHP168_RS02090	HZK19_RS01980
OG0000529	MHP168_RS02135	HZK19_RS02210
OG0000530	MHP168_RS02345	HZK19_RS02315
OG0000531	MHP168_RS01485	HZK19_RS01365
OG0000532	MHP168_RS01790	HZK19_RS01590
OG0000533	MHP168_RS01060	HZK19_RS00590
OG0000534	MHP168_RS00355	HZK19_RS00365
OG0000535	MHP168_RS00045	HZK19_RS00045
OG0000536	MHP168_RS03515	HZK19_RS03590
OG0000537	MHP168_RS00930	HZK19_RS00700
OG0000538	MHP168_RS01105	HZK19_RS01100
OG0000539	MHP168_RS00185	HZK19_RS00200
OG0000540	MHP168_RS02645	HZK19_RS02605
OG0000541	MHP168_RS02725	HZK19_RS02685
OG0000542	MHP168_RS00325	HZK19_RS00335
OG0000543	MHP168_RS03525	HZK19_RS03095
OG0000544	MHP168_RS01330	HZK19_RS01215
OG0000545	MHP168_RS01905	HZK19_RS01785
OG0000546	MHP168_RS02795	HZK19_RS02755
OG0000547	MHP168_RS02920	HZK19_RS02875
OG0000548	MHP168_RS01825	HZK19_RS01560
OG0000549	MHP168_RS03295	HZK19_RS03365
OG0000550	MHP168_RS03430	HZK19_RS03510
OG0000551	MHP168_RS02995	HZK19_RS02945
OG0000552	MHP168_RS03125	HZK19_RS03180
OG0000553	MHP168_RS02695	HZK19_RS02655
OG0000554	MHP168_RS02390	HZK19_RS02360
OG0000555	MHP168_RS02925	HZK19_RS02880
OG0000556	MHP168_RS03550	HZK19_RS03050
OG0000556	MHP168_RS01195	HZK19_RS03035
OG0000557	MHP168_RS01340	HZK19_RS01230
OG0000558	MHP168_RS01310	HZK19_RS01195
OG0000559	MHP168_RS01725	HZK19_RS01670
OG0000560	MHP168_RS01895	HZK19_RS01770
OG0000561	MHP168_RS01090	HZK19_RS01085
OG0000562	MHP168_RS01900	HZK19_RS01775
OG0000563	MHP168_RS01885	HZK19_RS01760
OG0000564	MHP168_RS03865	HZK19_RS03725
OG0000565	MHP168_RS01945	HZK19_RS01835
OG0000566	MHP168_RS01935	HZK19_RS01815
OG0000567	MHP168_RS01910	HZK19_RS01790
OG0000568	MHP168_RS00970	HZK19_RS00660
OG0000569	MHP168_RS01315	HZK19_RS01200
OG0000570	MHP168_RS01320	HZK19_RS01205
OG0000571	MHP168_RS01325	HZK19_RS01210
OG0000572	MHP168_RS01345	HZK19_RS01235
OG0000573	MHP168_RS01730	HZK19_RS01665
OG0000574	MHP168_RS01390	HZK19_RS01275
OG0000575	MHP168_RS01300	HZK19_RS01185
OG0000576	MHP168_RS01765	HZK19_RS01615
OG0000577	MHP168_RS02670	HZK19_RS02625
OG0000578	MHP168_RS02690	HZK19_RS02650
OG0000579	MHP168_RS01875	HZK19_RS01750
OG0000580	MHP168_RS04025	HZK19_RS02760
OG0000581	MHP168_RS01860	HZK19_RS01735
OG0000582	MHP168_RS03935	HZK19_RS01225
OG0000583	MHP168_RS01740	HZK19_RS01655
OG0000584	MHP168_RS01240	HZK19_RS03070
OG0000585	MHP168_RS02165	HZK19_RS02180
OG0000586	MHP168_RS01750	HZK19_RS01635
OG0000587	MHP168_RS04050	HZK19_RS03875
OG0000588	MHP168_RS01770	HZK19_RS01610
OG0000590	MHP168_RS03540	HZK19_RS03080
OG0000591	MHP168_RS04055	HZK19_RS03885
OG0000592	MHP168_RS02655	HZK19_RS02615
OG0000593	MHP168_RS03495	HZK19_RS03575
OG0000594	MHP168_RS01305	HZK19_RS01190
OG0000600	MHP168_RS01235	HZK19_RS03065
OG0000601	MHP168_RS01890	HZK19_RS01765
OG0000602	MHP168_RS02255	HZK19_RS02005
OG0000603	MHP168_RS01220	HZK19_RS03060
OG0000604	MHP168_RS04060	HZK19_RS03900
OG0000605	MHP168_RS01215	HZK19_RS03055
OG0000606	MHP168_RS01865	HZK19_RS01740
OG0000609	MHP168_RS03880	HZK19_RS01805
OG0000615	MHP168_RS02700	HZK19_RS02660
OG0000616	MHP168_RS03555	HZK19_RS03045
OG0000619	MHP168_RS01870	HZK19_RS01745
OG0000620	MHP168_RS03840	HZK19_RS01845
OG0000623	MHP168_RS03595	HZK19_RS03245
