Orthogroup	MHP_112B_genes	MHP_ES2_genes
OG0000518	NBX26_RS03275	E5E95_RS03315
OG0000521	NBX26_RS00260	E5E95_RS00265
OG0000522	NBX26_RS00295	E5E95_RS00300
OG0000523	NBX26_RS03560	E5E95_RS03580
OG0000525	NBX26_RS03520	E5E95_RS03545
OG0000526	NBX26_RS02270	E5E95_RS04020
OG0000527	NBX26_RS02325	E5E95_RS01880
OG0000528	NBX26_RS02085	E5E95_RS02135
OG0000532	NBX26_RS01750	E5E95_RS01740
OG0000533	NBX26_RS00600	E5E95_RS00600
OG0000534	NBX26_RS00375	E5E95_RS00380
OG0000535	NBX26_RS00045	E5E95_RS00045
OG0000536	NBX26_RS03740	E5E95_RS03765
OG0000540	NBX26_RS02805	E5E95_RS02840
OG0000543	NBX26_RS01930	E5E95_RS02460
OG0000544	NBX26_RS01380	E5E95_RS01270
OG0000545	NBX26_RS02280	E5E95_RS01945
OG0000546	NBX26_RS02960	E5E95_RS02990
OG0000552	NBX26_RS03320	E5E95_RS03350
OG0000553	NBX26_RS02865	E5E95_RS02890
OG0000554	NBX26_RS02545	E5E95_RS02600
OG0000555	NBX26_RS03090	E5E95_RS04170
OG0000556	NBX26_RS01975	E5E95_RS02515
OG0000557	NBX26_RS01390	E5E95_RS01280
OG0000558	NBX26_RS01360	E5E95_RS01250
OG0000559	NBX26_RS01830	E5E95_RS01810
OG0000560	NBX26_RS02300	E5E95_RS01930
OG0000561	NBX26_RS01245	E5E95_RS01125
OG0000562	NBX26_RS02290	E5E95_RS01935
OG0000563	NBX26_RS02305	E5E95_RS01920
OG0000564	NBX26_RS01410	E5E95_RS03980
OG0000565	NBX26_RS02225	E5E95_RS01985
OG0000566	NBX26_RS02245	E5E95_RS01975
OG0000567	NBX26_RS02275	E5E95_RS01950
OG0000568	NBX26_RS00690	E5E95_RS00685
OG0000569	NBX26_RS01365	E5E95_RS01255
OG0000570	NBX26_RS01370	E5E95_RS01260
OG0000571	NBX26_RS01375	E5E95_RS01265
OG0000572	NBX26_RS01395	E5E95_RS01285
OG0000573	NBX26_RS01825	E5E95_RS01805
OG0000574	NBX26_RS01430	E5E95_RS01325
OG0000575	NBX26_RS01355	E5E95_RS01240
OG0000576	NBX26_RS01780	E5E95_RS01765
OG0000577	NBX26_RS02830	E5E95_RS02860
OG0000578	NBX26_RS02860	E5E95_RS02885
OG0000579	NBX26_RS02315	E5E95_RS01900
OG0000580	NBX26_RS02965	E5E95_RS04160
OG0000581	NBX26_RS02320	E5E95_RS01885
OG0000582	NBX26_RS01385	E5E95_RS03970
OG0000583	NBX26_RS01815	E5E95_RS01795
OG0000584	NBX26_RS01955	E5E95_RS02485, E5E95_RS01705
OG0000585	NBX26_RS02360	E5E95_RS02325
OG0000586	NBX26_RS01800	E5E95_RS01780
OG0000587	NBX26_RS02220	E5E95_RS04030
OG0000588	NBX26_RS01770	E5E95_RS01755
OG0000589	NBX26_RS01005	E5E95_RS02260
OG0000590	NBX26_RS01945	E5E95_RS04210, E5E95_RS01715, E5E95_RS02475
OG0000591	NBX26_RS02205	E5E95_RS04205
OG0000592	NBX26_RS02820	E5E95_RS02850
OG0000593	NBX26_RS03725	E5E95_RS03745
OG0000596	NBX26_RS01865	E5E95_RS01845
OG0000598	NBX26_RS01870	E5E95_RS01850
OG0000599	NBX26_RS01875	E5E95_RS01855
OG0000600	NBX26_RS01960	E5E95_RS02490
OG0000602	NBX26_RS02060	E5E95_RS02155
OG0000603	NBX26_RS01965	E5E95_RS02495
OG0000604	NBX26_RS02975	E5E95_RS04220
OG0000605	NBX26_RS01970	E5E95_RS02500
OG0000607	NBX26_RS01340	E5E95_RS03855
OG0000608	NBX26_RS02285	E5E95_RS01940
OG0000609	NBX26_RS02260	E5E95_RS03860
OG0000610	NBX26_RS00675	E5E95_RS04190
OG0000612	NBX26_RS01880	E5E95_RS04010
OG0000613	NBX26_RS02210	E5E95_RS04035
OG0000614	NBX26_RS00970	E5E95_RS02285
OG0000622	NBX26_RS00955	E5E95_RS03960
