Orthogroup	MHP_112B_genes	MHP_133A_genes
OG0000559	NBX26_RS01830	NB626_RS01815
OG0000560	NBX26_RS02300	NB626_RS01930
OG0000561	NBX26_RS01245	NB626_RS01230
OG0000562	NBX26_RS02290	NB626_RS01935
OG0000563	NBX26_RS02305	NB626_RS01925
OG0000564	NBX26_RS01410	NB626_RS01410
OG0000565	NBX26_RS02225	NB626_RS02000
OG0000566	NBX26_RS02245	NB626_RS01980
OG0000567	NBX26_RS02275	NB626_RS01950
OG0000568	NBX26_RS00690	NB626_RS00785
OG0000569	NBX26_RS01365	NB626_RS01355
OG0000570	NBX26_RS01370	NB626_RS01360
OG0000571	NBX26_RS01375	NB626_RS01365
OG0000572	NBX26_RS01395	NB626_RS01385
OG0000573	NBX26_RS01825	NB626_RS01810
OG0000574	NBX26_RS01430	NB626_RS01425
OG0000575	NBX26_RS01355	NB626_RS01345
OG0000576	NBX26_RS01780	NB626_RS01765
OG0000577	NBX26_RS02830	NB626_RS02840
OG0000578	NBX26_RS02860	NB626_RS02865
OG0000579	NBX26_RS02315	NB626_RS01910
OG0000580	NBX26_RS02965	NB626_RS02975
OG0000581	NBX26_RS02320	NB626_RS01905
OG0000582	NBX26_RS01385	NB626_RS01375
OG0000583	NBX26_RS01815	NB626_RS01800
OG0000584	NBX26_RS01955	NB626_RS00475
OG0000585	NBX26_RS02360	NB626_RS02365
OG0000586	NBX26_RS01800	NB626_RS01785
OG0000587	NBX26_RS02220	NB626_RS02010
OG0000588	NBX26_RS01770	NB626_RS01755
OG0000589	NBX26_RS01005	NB626_RS02290
OG0000590	NBX26_RS01945	NB626_RS00485
OG0000591	NBX26_RS02205	NB626_RS02025
OG0000593	NBX26_RS03725	NB626_RS03735
OG0000595	NBX26_RS03175	NB626_RS03190
OG0000596	NBX26_RS01865	NB626_RS01860
OG0000597	NBX26_RS03170	NB626_RS03185
OG0000598	NBX26_RS01870	NB626_RS01865
OG0000599	NBX26_RS01875	NB626_RS01870
OG0000600	NBX26_RS01960	NB626_RS00470
OG0000603	NBX26_RS01965	NB626_RS00465
OG0000604	NBX26_RS02975	NB626_RS02985
OG0000605	NBX26_RS01970	NB626_RS00460
OG0000607	NBX26_RS01340	NB626_RS01330
OG0000608	NBX26_RS02285	NB626_RS01940
OG0000610	NBX26_RS00675	NB626_RS00775
OG0000611	NBX26_RS00100	NB626_RS00095
OG0000612	NBX26_RS01880	NB626_RS01875
OG0000613	NBX26_RS02210	NB626_RS02020
OG0000616	NBX26_RS01980	NB626_RS00445
OG0000617	NBX26_RS01785	NB626_RS01770
OG0000622	NBX26_RS00955	NB626_RS02335
OG0000624	NBX26_RS03325	NB626_RS03340
OG0000644	NBX26_RS03180	NB626_RS03195
OG0000649	NBX26_RS01505	NB626_RS01495
OG0000650	NBX26_RS03315	NB626_RS03330
OG0000656	NBX26_RS02435	NB626_RS02440
OG0000658	NBX26_RS02835	NB626_RS02845
