Orthogroup	MHP_112B_genes	MHP_153B_genes
OG0000540	NBX26_RS02805	NB625_RS02795
OG0000542	NBX26_RS00345	NB625_RS00355
OG0000543	NBX26_RS01930	NB625_RS02070
OG0000544	NBX26_RS01380	NB625_RS01250
OG0000545	NBX26_RS02280	NB625_RS01815
OG0000546	NBX26_RS02960	NB625_RS02945
OG0000551	NBX26_RS03155	NB625_RS03140
OG0000552	NBX26_RS03320	NB625_RS03305
OG0000553	NBX26_RS02865	NB625_RS02850, NB625_RS02845
OG0000554	NBX26_RS02545	NB625_RS02535
OG0000555	NBX26_RS03090	NB625_RS03075
OG0000556	NBX26_RS01975	NB625_RS02115
OG0000557	NBX26_RS01390	NB625_RS01265
OG0000558	NBX26_RS01360	NB625_RS01230
OG0000559	NBX26_RS01830	NB625_RS01705
OG0000560	NBX26_RS02300	NB625_RS01805
OG0000561	NBX26_RS01245	NB625_RS01115
OG0000562	NBX26_RS02290	NB625_RS01810
OG0000563	NBX26_RS02305	NB625_RS01800
OG0000564	NBX26_RS01410	NB625_RS01290
OG0000565	NBX26_RS02225	NB625_RS01875
OG0000566	NBX26_RS02245	NB625_RS01855
OG0000567	NBX26_RS02275	NB625_RS01820
OG0000568	NBX26_RS00690	NB625_RS01000
OG0000569	NBX26_RS01365	NB625_RS01235
OG0000570	NBX26_RS01370	NB625_RS01240
OG0000571	NBX26_RS01375	NB625_RS01245
OG0000572	NBX26_RS01395	NB625_RS01270
OG0000573	NBX26_RS01825	NB625_RS01700
OG0000574	NBX26_RS01430	NB625_RS01310
OG0000575	NBX26_RS01355	NB625_RS01220
OG0000576	NBX26_RS01780	NB625_RS01655
OG0000577	NBX26_RS02830	NB625_RS02815
OG0000578	NBX26_RS02860	NB625_RS02840
OG0000579	NBX26_RS02315	NB625_RS01785
OG0000580	NBX26_RS02965	NB625_RS02950
OG0000581	NBX26_RS02320	NB625_RS01770
OG0000582	NBX26_RS01385	NB625_RS01260
OG0000583	NBX26_RS01815	NB625_RS01690
OG0000584	NBX26_RS01955	NB625_RS02095
OG0000585	NBX26_RS02360	NB625_RS02355
OG0000586	NBX26_RS01800	NB625_RS01675
OG0000587	NBX26_RS02220	NB625_RS01880
OG0000588	NBX26_RS01770	NB625_RS01645
OG0000589	NBX26_RS01005	NB625_RS02245
OG0000590	NBX26_RS01945	NB625_RS02085
OG0000591	NBX26_RS02205	NB625_RS01895
OG0000592	NBX26_RS02820	NB625_RS02805
OG0000595	NBX26_RS03175	NB625_RS03165
OG0000597	NBX26_RS03170	NB625_RS03160
OG0000600	NBX26_RS01960	NB625_RS02100
OG0000603	NBX26_RS01965	NB625_RS02105
OG0000605	NBX26_RS01970	NB625_RS02110
OG0000607	NBX26_RS01340	NB625_RS01210
OG0000609	NBX26_RS02260	NB625_RS01835
OG0000610	NBX26_RS00675	NB625_RS01010
OG0000611	NBX26_RS00100	NB625_RS00095
OG0000614	NBX26_RS00970	NB625_RS02265
OG0000616	NBX26_RS01980	NB625_RS02120
OG0000617	NBX26_RS01785	NB625_RS01660
OG0000622	NBX26_RS00955	NB625_RS02320
OG0000624	NBX26_RS03325	NB625_RS03310
OG0000650	NBX26_RS03315	NB625_RS03300
OG0000658	NBX26_RS02835	NB625_RS02820
OG0000669	NBX26_RS03280	NB625_RS03265
