Orthogroup	MHP_4284_proteins	MHP_7422_proteins
OG0000573	WP_348602814.1	WP_020835676.1
OG0000574	WP_011284018.1	WP_011284018.1
OG0000575	WP_406823243.1	WP_011290089.1
OG0000576	WP_011284072.1	WP_011290145.1
OG0000577	WP_011290300.1	WP_020835810.1
OG0000578	WP_406823147.1	WP_041361678.1
OG0000579	WP_406823277.1	WP_020835691.1
OG0000580	WP_258555240.1	WP_236607953.1
OG0000581	WP_406823276.1	WP_020835690.1
OG0000582	WP_404924434.1	WP_020835627.1
OG0000583	WP_406823269.1	WP_020835674.1
OG0000585	WP_160588364.1	WP_148285449.1
OG0000586	WP_406823267.1	WP_020835672.1
OG0000587	WP_406823285.1	WP_258555257.1
OG0000589	WP_002557988.1	WP_002557988.1
OG0000591	WP_258555396.1	WP_258555396.1
OG0000592	WP_011290298.1	WP_011290298.1
OG0000593	WP_348602653.1	WP_020835922.1
OG0000594	WP_406823294.1	WP_011290090.1
OG0000595	WP_406823171.1	WP_020835859.1
OG0000597	WP_044272591.1	WP_051129933.1
OG0000601	WP_020835695.1	WP_020835695.1
OG0000602	WP_406823089.1	WP_041361769.1
OG0000604	WP_258555242.1	WP_258555242.1
OG0000606	WP_160587871.1	WP_020835692.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000609	WP_157696717.1	WP_158520147.1
OG0000611	WP_225973003.1	WP_236607962.1
OG0000614	WP_020835740.1	WP_020835740.1
