Orthogroup	MHP_4284_proteins	MHP_ES2L_proteins
OG0000570	WP_406823246.1	WP_179221061.1
OG0000571	WP_011205986.1	WP_179221062.1
OG0000572	WP_406823248.1	WP_179221064.1
OG0000573	WP_348602814.1	WP_011206160.1
OG0000574	WP_011284018.1	WP_014579714.1
OG0000575	WP_406823243.1	WP_135618654.1
OG0000576	WP_011284072.1	WP_011206153.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_406823147.1	WP_041361678.1
OG0000579	WP_406823277.1	WP_240536652.1
OG0000580	WP_258555240.1	WP_160600802.1
OG0000581	WP_406823276.1	WP_094521657.1
OG0000582	WP_404924434.1	WP_240536638.1
OG0000583	WP_406823269.1	WP_179221104.1
OG0000585	WP_160588364.1	WP_179221137.1
OG0000586	WP_406823267.1	WP_240536648.1
OG0000587	WP_406823285.1	WP_258555257.1
OG0000588	WP_406823265.1	WP_179221099.1
OG0000589	WP_002557988.1	WP_002557988.1
OG0000591	WP_258555396.1	WP_258556645.1
OG0000592	WP_011290298.1	WP_011206323.1
OG0000593	WP_348602653.1	WP_179221271.1
OG0000594	WP_406823294.1	WP_160584731.1
OG0000595	WP_406823171.1	WP_020835859.1
OG0000597	WP_044272591.1	WP_179221200.1
OG0000601	WP_020835695.1	WP_014579787.1
OG0000602	WP_406823089.1	WP_179221130.1
OG0000604	WP_258555242.1	WP_276310606.1
OG0000606	WP_160587871.1	WP_160587871.1
OG0000609	WP_157696717.1	WP_179221113.1
OG0000614	WP_020835740.1	WP_240536588.1
OG0000615	WP_406823148.1	WP_276310604.1
OG0000617	WP_406823296.1	WP_334199378.1
OG0000621	WP_258555395.1	WP_258555395.1
