Orthogroup	MHP_MHP694_genes	MHP_168L_genes
OG0000520	DR099_RS01900	MHP168L_RS00750
OG0000521	DR099_RS00720	MHP168L_RS00245
OG0000522	DR099_RS00685	MHP168L_RS00280
OG0000523	DR099_RS02200	MHP168L_RS03350
OG0000524	DR099_RS00120	MHP168L_RS02705
OG0000525	DR099_RS04520	MHP168L_RS03320
OG0000527	DR099_RS03420	MHP168L_RS03975
OG0000528	DR099_RS04380	MHP168L_RS02105
OG0000529	DR099_RS02835	MHP168L_RS02150
OG0000530	DR099_RS03455	MHP168L_RS02370
OG0000531	DR099_RS01005	MHP168L_RS01490
OG0000532	DR099_RS04390	MHP168L_RS01805
OG0000534	DR099_RS00605	MHP168L_RS00360
OG0000535	DR099_RS04310	MHP168L_RS00045
OG0000536	DR099_RS03325	MHP168L_RS03525
OG0000537	DR099_RS01625	MHP168L_RS00935
OG0000538	DR099_RS02340	MHP168L_RS01105
OG0000539	DR099_RS00775	MHP168L_RS00190
OG0000540	DR099_RS00150	MHP168L_RS02670
OG0000541	DR099_RS00075	MHP168L_RS02750
OG0000542	DR099_RS00635	MHP168L_RS00330
OG0000544	DR099_RS04335	MHP168L_RS01335
OG0000545	DR099_RS00315	MHP168L_RS01925
OG0000546	DR099_RS03670	MHP168L_RS02820
OG0000547	DR099_RS01055	MHP168L_RS02940
OG0000548	DR099_RS01365	MHP168L_RS01840
OG0000549	DR099_RS04525	MHP168L_RS03310
OG0000550	DR099_RS02300	MHP168L_RS03445
OG0000551	DR099_RS03080	MHP168L_RS03015
OG0000552	DR099_RS03625	MHP168L_RS03140
OG0000553	DR099_RS04285	MHP168L_RS02720
OG0000554	DR099_RS02150	MHP168L_RS02415
OG0000555	DR099_RS03825	MHP168L_RS02945
OG0000557	DR099_RS00870	MHP168L_RS01345
OG0000558	DR099_RS03300	MHP168L_RS01315
OG0000559	DR099_RS02440	MHP168L_RS01740
OG0000560	DR099_RS00300	MHP168L_RS01915
OG0000561	DR099_RS02325	MHP168L_RS01090
OG0000562	DR099_RS00305	MHP168L_RS01920
OG0000563	DR099_RS00290	MHP168L_RS01905
OG0000564	DR099_RS00895	MHP168L_RS03955
OG0000565	DR099_RS00360	MHP168L_RS01965
OG0000566	DR099_RS00345	MHP168L_RS01955
OG0000567	DR099_RS00320	MHP168L_RS01930
OG0000568	DR099_RS01665	MHP168L_RS00975
OG0000569	DR099_RS03305	MHP168L_RS01320
OG0000570	DR099_RS04580	MHP168L_RS01325
OG0000571	DR099_RS00855	MHP168L_RS01330
OG0000572	DR099_RS00875	MHP168L_RS01350
OG0000573	DR099_RS02445	MHP168L_RS01745
OG0000574	DR099_RS00915	MHP168L_RS01395
OG0000575	DR099_RS03290	MHP168L_RS01305
OG0000576	DR099_RS02490	MHP168L_RS01780
OG0000577	DR099_RS00130	MHP168L_RS02695
OG0000578	DR099_RS00110	MHP168L_RS02715
OG0000579	DR099_RS03430	MHP168L_RS01890
OG0000580	DR099_RS01175	MHP168L_RS04050
OG0000581	DR099_RS03425	MHP168L_RS01875
OG0000582	DR099_RS04340	MHP168L_RS03935
OG0000583	DR099_RS02455	MHP168L_RS01755
OG0000585	DR099_RS03495	MHP168L_RS02180
OG0000586	DR099_RS02470	MHP168L_RS01765
OG0000587	DR099_RS03720	MHP168L_RS04085
OG0000588	DR099_RS02495	MHP168L_RS01785
OG0000591	DR099_RS03730	MHP168L_RS04095
OG0000592	DR099_RS00140	MHP168L_RS02680
OG0000593	DR099_RS03205	MHP168L_RS03510
OG0000594	DR099_RS03295	MHP168L_RS01310
OG0000596	DR099_RS04245	MHP168L_RS01705
OG0000598	DR099_RS03395	MHP168L_RS01700
OG0000599	DR099_RS03400	MHP168L_RS01695
OG0000601	DR099_RS00295	MHP168L_RS01910
OG0000602	DR099_RS01255	MHP168L_RS02275
OG0000604	DR099_RS03835	MHP168L_RS04100
OG0000609	DR099_RS00330	MHP168L_RS03835
OG0000612	DR099_RS03405	MHP168L_RS04070
OG0000615	DR099_RS00100	MHP168L_RS02725
OG0000621	DR099_RS03725	MHP168L_RS04090
