Orthogroup	MHP_MHP694_genes	MHP_TB1_genes
OG0000554	DR099_RS02150	B5M19_RS02655
OG0000555	DR099_RS03825	B5M19_RS01350
OG0000557	DR099_RS00870	B5M19_RS02615
OG0000558	DR099_RS03300	B5M19_RS03655
OG0000559	DR099_RS02440	B5M19_RS02075
OG0000560	DR099_RS00300	B5M19_RS00635
OG0000561	DR099_RS02325	B5M19_RS02205
OG0000562	DR099_RS00305	B5M19_RS00640
OG0000563	DR099_RS00290	B5M19_RS00625
OG0000564	DR099_RS00895	B5M19_RS03930
OG0000565	DR099_RS00360	B5M19_RS00685
OG0000566	DR099_RS00345	B5M19_RS00675
OG0000567	DR099_RS00320	B5M19_RS00650
OG0000568	DR099_RS01665	B5M19_RS01860
OG0000569	DR099_RS03305	B5M19_RS03665
OG0000570	DR099_RS04580	B5M19_RS02635
OG0000571	DR099_RS00855	B5M19_RS02630
OG0000572	DR099_RS00875	B5M19_RS02610
OG0000573	DR099_RS02445	B5M19_RS02070
OG0000574	DR099_RS00915	B5M19_RS02570
OG0000575	DR099_RS03290	B5M19_RS03670
OG0000576	DR099_RS02490	B5M19_RS02030
OG0000577	DR099_RS00130	B5M19_RS00910
OG0000578	DR099_RS00110	B5M19_RS00890
OG0000579	DR099_RS03430	B5M19_RS00615
OG0000580	DR099_RS01175	B5M19_RS02550
OG0000581	DR099_RS03425	B5M19_RS00600
OG0000582	DR099_RS04340	B5M19_RS04400
OG0000583	DR099_RS02455	B5M19_RS02060
OG0000585	DR099_RS03495	B5M19_RS02965
OG0000588	DR099_RS02495	B5M19_RS02025
OG0000591	DR099_RS03730	B5M19_RS04575
OG0000592	DR099_RS00140	B5M19_RS04115
OG0000593	DR099_RS03205	B5M19_RS00380
OG0000594	DR099_RS03295	B5M19_RS03650
OG0000596	DR099_RS04245	B5M19_RS02110
OG0000598	DR099_RS03395	B5M19_RS02115
OG0000599	DR099_RS03400	B5M19_RS02120
OG0000601	DR099_RS00295	B5M19_RS00630
OG0000604	DR099_RS03835	B5M19_RS04585
OG0000612	DR099_RS03405	B5M19_RS04320
OG0000615	DR099_RS00100	B5M19_RS00880
OG0000621	DR099_RS03725	B5M19_RS04570
