Orthogroup	MHP_7448_genes	MHP_ES2L_genes
OG0000489	MHP7448_RS00050	HZK19_RS00050
OG0000490	MHP7448_RS03645	HZK19_RS03655
OG0000491	MHP7448_RS01365	HZK19_RS01315
OG0000492	MHP7448_RS01440	HZK19_RS01390
OG0000493	MHP7448_RS00580	HZK19_RS00570
OG0000494	MHP7448_RS00650	HZK19_RS00630
OG0000495	MHP7448_RS02855	HZK19_RS02800
OG0000496	MHP7448_RS02845	HZK19_RS02790
OG0000497	MHP7448_RS02840	HZK19_RS02785
OG0000498	MHP7448_RS02760	HZK19_RS02705
OG0000499	MHP7448_RS02725	HZK19_RS02670
OG0000500	MHP7448_RS01950	HZK19_RS01890
OG0000501	MHP7448_RS03100	HZK19_RS03010
OG0000502	MHP7448_RS01205	HZK19_RS01165
OG0000503	MHP7448_RS00765	HZK19_RS00735
OG0000504	MHP7448_RS00900	HZK19_RS00870
OG0000505	MHP7448_RS00935	HZK19_RS00905
OG0000506	MHP7448_RS00945	HZK19_RS00915
OG0000507	MHP7448_RS00980	HZK19_RS00950
OG0000508	MHP7448_RS00250	HZK19_RS00235
OG0000509	MHP7448_RS00285	HZK19_RS00270
OG0000510	MHP7448_RS00295	HZK19_RS00280
OG0000511	MHP7448_RS00430	HZK19_RS00415
OG0000513	MHP7448_RS03460	HZK19_RS03475
OG0000514	MHP7448_RS02885	HZK19_RS02825
OG0000516	MHP7448_RS02030	HZK19_RS01975
OG0000517	MHP7448_RS00065	HZK19_RS00065
OG0000518	MHP7448_RS03145	HZK19_RS03145
OG0000519	MHP7448_RS00790	HZK19_RS00760
OG0000520	MHP7448_RS00915	HZK19_RS00885
OG0000521	MHP7448_RS00265	HZK19_RS00250
OG0000522	MHP7448_RS00300	HZK19_RS00285
OG0000523	MHP7448_RS03395	HZK19_RS03410
OG0000524	MHP7448_RS02695	HZK19_RS02640
OG0000525	MHP7448_RS03365	HZK19_RS03375
OG0000526	MHP7448_RS03985	HZK19_RS03755
OG0000527	MHP7448_RS01795	HZK19_RS01730
OG0000528	MHP7448_RS02035	HZK19_RS01980
OG0000529	MHP7448_RS02170	HZK19_RS02210
OG0000530	MHP7448_RS02370	HZK19_RS02315
OG0000531	MHP7448_RS01415	HZK19_RS01365
OG0000532	MHP7448_RS01645	HZK19_RS01590
OG0000533	MHP7448_RS00600	HZK19_RS00590
OG0000534	MHP7448_RS00380	HZK19_RS00365
OG0000535	MHP7448_RS00045	HZK19_RS00045
OG0000536	MHP7448_RS03575	HZK19_RS03590
OG0000537	MHP7448_RS00735	HZK19_RS00700
OG0000538	MHP7448_RS01125	HZK19_RS01100
OG0000539	MHP7448_RS00210	HZK19_RS00200
OG0000540	MHP7448_RS02660	HZK19_RS02605
OG0000541	MHP7448_RS02740	HZK19_RS02685
OG0000542	MHP7448_RS00350	HZK19_RS00335
OG0000543	MHP7448_RS01585	HZK19_RS01600, HZK19_RS03095
OG0000544	MHP7448_RS01265	HZK19_RS01215
OG0000545	MHP7448_RS01860	HZK19_RS01785
OG0000546	MHP7448_RS02810	HZK19_RS02755
OG0000547	MHP7448_RS02935	HZK19_RS02875
OG0000548	MHP7448_RS01610	HZK19_RS01560
OG0000549	MHP7448_RS03355	HZK19_RS03365
OG0000550	MHP7448_RS03495	HZK19_RS03510
OG0000551	MHP7448_RS03010	HZK19_RS02945
OG0000552	MHP7448_RS03180	HZK19_RS03180
OG0000553	MHP7448_RS02710	HZK19_RS02655
OG0000554	MHP7448_RS02415	HZK19_RS02360
OG0000555	MHP7448_RS04050	HZK19_RS02880
OG0000556	MHP7448_RS02330	HZK19_RS03035
OG0000557	MHP7448_RS01275	HZK19_RS01230
OG0000558	MHP7448_RS01245	HZK19_RS01195
OG0000559	MHP7448_RS01715	HZK19_RS01670
OG0000560	MHP7448_RS01845	HZK19_RS01770
OG0000561	MHP7448_RS01110	HZK19_RS01085
OG0000562	MHP7448_RS01850	HZK19_RS01775
OG0000563	MHP7448_RS01835	HZK19_RS01760
OG0000564	MHP7448_RS03960	HZK19_RS03725
OG0000565	MHP7448_RS01900	HZK19_RS01835
OG0000566	MHP7448_RS01890	HZK19_RS01815
OG0000567	MHP7448_RS01865	HZK19_RS01790
OG0000568	MHP7448_RS00695	HZK19_RS00660
OG0000569	MHP7448_RS01250	HZK19_RS01200
OG0000570	MHP7448_RS01255	HZK19_RS01205
OG0000571	MHP7448_RS01260	HZK19_RS01210
OG0000572	MHP7448_RS01280	HZK19_RS01235
OG0000573	MHP7448_RS01710	HZK19_RS01665
OG0000574	MHP7448_RS01325	HZK19_RS01275
OG0000575	MHP7448_RS01235	HZK19_RS01185
OG0000576	MHP7448_RS03735	HZK19_RS01615
OG0000577	MHP7448_RS02680	HZK19_RS02625
OG0000578	MHP7448_RS02705	HZK19_RS02650
OG0000579	MHP7448_RS01805	HZK19_RS01750
OG0000580	MHP7448_RS02815	HZK19_RS02760
OG0000581	MHP7448_RS01800	HZK19_RS01735
OG0000582	MHP7448_RS03955	HZK19_RS01225
OG0000583	MHP7448_RS01700	HZK19_RS01655
OG0000584	MHP7448_RS02280, MHP7448_RS04015	HZK19_RS03070
OG0000586	MHP7448_RS01690	HZK19_RS01635
OG0000587	MHP7448_RS04085	HZK19_RS03875
OG0000588	MHP7448_RS01670	HZK19_RS01610
OG0000591	MHP7448_RS03890	HZK19_RS03885
OG0000592	MHP7448_RS02670	HZK19_RS02615
OG0000593	MHP7448_RS03560	HZK19_RS03575
OG0000594	MHP7448_RS01240	HZK19_RS01190
OG0000595	MHP7448_RS03030	HZK19_RS02965
OG0000597	MHP7448_RS03025	HZK19_RS02960
OG0000600	MHP7448_RS02285	HZK19_RS03065
OG0000601	MHP7448_RS01840	HZK19_RS01765
OG0000602	MHP7448_RS02055	HZK19_RS02005
OG0000603	MHP7448_RS02300	HZK19_RS03060
OG0000604	MHP7448_RS04090	HZK19_RS03900
OG0000605	MHP7448_RS02305	HZK19_RS03055
OG0000606	MHP7448_RS01815	HZK19_RS01740
OG0000608	MHP7448_RS03865	HZK19_RS01780
OG0000609	MHP7448_RS03875	HZK19_RS01805
OG0000615	MHP7448_RS02715	HZK19_RS02660
OG0000618	MHP7448_RS03320	HZK19_RS03330
OG0000620	MHP7448_RS03820	HZK19_RS01845
OG0000623	MHP7448_RS03940	HZK19_RS03245
OG0000626	MHP7448_RS03935	HZK19_RS03185
