Orthogroup	MHP_7448_genes	MHP_LH_genes
OG0000492	MHP7448_RS01440	KUD10_RS01495
OG0000493	MHP7448_RS00580	KUD10_RS00585
OG0000494	MHP7448_RS00650	KUD10_RS00650
OG0000495	MHP7448_RS02855	KUD10_RS02910
OG0000496	MHP7448_RS02845	KUD10_RS02900
OG0000497	MHP7448_RS02840	KUD10_RS02895
OG0000498	MHP7448_RS02760	KUD10_RS02820
OG0000499	MHP7448_RS02725	KUD10_RS02785
OG0000500	MHP7448_RS01950	KUD10_RS01980
OG0000501	MHP7448_RS03100	KUD10_RS03135
OG0000502	MHP7448_RS01205	KUD10_RS01270
OG0000503	MHP7448_RS00765	KUD10_RS00755
OG0000504	MHP7448_RS00900	KUD10_RS00890
OG0000505	MHP7448_RS00935	KUD10_RS00925
OG0000506	MHP7448_RS00945	KUD10_RS00935
OG0000507	MHP7448_RS00980	KUD10_RS00970
OG0000508	MHP7448_RS00250	KUD10_RS00250
OG0000509	MHP7448_RS00285	KUD10_RS00285
OG0000510	MHP7448_RS00295	KUD10_RS00295
OG0000511	MHP7448_RS00430	KUD10_RS00430
OG0000512	MHP7448_RS02575	KUD10_RS02635
OG0000513	MHP7448_RS03460	KUD10_RS03495
OG0000514	MHP7448_RS02885	KUD10_RS02935
OG0000516	MHP7448_RS02030	KUD10_RS02060
OG0000517	MHP7448_RS00065	KUD10_RS00065
OG0000518	MHP7448_RS03145	KUD10_RS03175
OG0000519	MHP7448_RS00790	KUD10_RS00780
OG0000520	MHP7448_RS00915	KUD10_RS00905
OG0000521	MHP7448_RS00265	KUD10_RS00265
OG0000522	MHP7448_RS00300	KUD10_RS00300
OG0000523	MHP7448_RS03395	KUD10_RS03430
OG0000524	MHP7448_RS02695	KUD10_RS02755
OG0000525	MHP7448_RS03365	KUD10_RS03395
OG0000526	MHP7448_RS03985	KUD10_RS01895
OG0000527	MHP7448_RS01795	KUD10_RS01830
OG0000528	MHP7448_RS02035	KUD10_RS02065
OG0000529	MHP7448_RS02170	KUD10_RS02305
OG0000530	MHP7448_RS02370	KUD10_RS02410
OG0000531	MHP7448_RS01415	KUD10_RS01470
OG0000532	MHP7448_RS01645	KUD10_RS01685
OG0000533	MHP7448_RS00600	KUD10_RS00605
OG0000534	MHP7448_RS00380	KUD10_RS00380
OG0000535	MHP7448_RS00045	KUD10_RS00045
OG0000536	MHP7448_RS03575	KUD10_RS03615
OG0000537	MHP7448_RS00735	KUD10_RS00720
OG0000538	MHP7448_RS01125	KUD10_RS01120
OG0000539	MHP7448_RS00210	KUD10_RS00215
OG0000540	MHP7448_RS02660	KUD10_RS02725
OG0000541	MHP7448_RS02740	KUD10_RS02800
OG0000542	MHP7448_RS00350	KUD10_RS00350
OG0000543	MHP7448_RS01585	KUD10_RS01695, KUD10_RS01215
OG0000544	MHP7448_RS01265	KUD10_RS01325
OG0000545	MHP7448_RS01860	KUD10_RS01885
OG0000546	MHP7448_RS02810	KUD10_RS02865
OG0000547	MHP7448_RS02935	KUD10_RS02985
OG0000548	MHP7448_RS01610	KUD10_RS01655
OG0000549	MHP7448_RS03355	KUD10_RS03385
OG0000550	MHP7448_RS03495	KUD10_RS03530
OG0000552	MHP7448_RS03180	KUD10_RS03210
OG0000553	MHP7448_RS02710	KUD10_RS02770
OG0000554	MHP7448_RS02415	KUD10_RS02455
OG0000555	MHP7448_RS04050	KUD10_RS02990
OG0000556	MHP7448_RS02330	KUD10_RS01160
OG0000557	MHP7448_RS01275	KUD10_RS01335
OG0000558	MHP7448_RS01245	KUD10_RS01305
OG0000559	MHP7448_RS01715	KUD10_RS01760
OG0000560	MHP7448_RS01845	KUD10_RS01875
OG0000561	MHP7448_RS01110	KUD10_RS01105
OG0000562	MHP7448_RS01850	KUD10_RS01880
OG0000563	MHP7448_RS01835	KUD10_RS01865
OG0000564	MHP7448_RS03960	KUD10_RS01360
OG0000565	MHP7448_RS01900	KUD10_RS01930
OG0000566	MHP7448_RS01890	KUD10_RS01915
OG0000567	MHP7448_RS01865	KUD10_RS01890
OG0000568	MHP7448_RS00695	KUD10_RS00680
OG0000569	MHP7448_RS01250	KUD10_RS01310
OG0000570	MHP7448_RS01255	KUD10_RS01315
OG0000571	MHP7448_RS01260	KUD10_RS01320
OG0000572	MHP7448_RS01280	KUD10_RS01340
OG0000573	MHP7448_RS01710	KUD10_RS01755
OG0000574	MHP7448_RS01325	KUD10_RS01380
OG0000575	MHP7448_RS01235	KUD10_RS01295
OG0000576	MHP7448_RS03735	KUD10_RS01715
OG0000577	MHP7448_RS02680	KUD10_RS02745
OG0000578	MHP7448_RS02705	KUD10_RS02765
OG0000579	MHP7448_RS01805	KUD10_RS01855
OG0000580	MHP7448_RS02815	KUD10_RS02870
OG0000581	MHP7448_RS01800	KUD10_RS01835
OG0000582	MHP7448_RS03955	KUD10_RS01330
OG0000583	MHP7448_RS01700	KUD10_RS01745
OG0000584	MHP7448_RS02280, MHP7448_RS04015	KUD10_RS01190
OG0000586	MHP7448_RS01690	KUD10_RS01730
OG0000587	MHP7448_RS04085	KUD10_RS03745
OG0000588	MHP7448_RS01670	KUD10_RS01705
OG0000591	MHP7448_RS03890	KUD10_RS03705
OG0000592	MHP7448_RS02670	KUD10_RS02735
OG0000593	MHP7448_RS03560	KUD10_RS03595
OG0000594	MHP7448_RS01240	KUD10_RS01300
OG0000595	MHP7448_RS03030	KUD10_RS03070
OG0000596	MHP7448_RS01750	KUD10_RS01795
OG0000597	MHP7448_RS03025	KUD10_RS03065
OG0000598	MHP7448_RS01755	KUD10_RS01800
OG0000599	MHP7448_RS01760	KUD10_RS01805
OG0000600	MHP7448_RS02285	KUD10_RS01185
OG0000601	MHP7448_RS01840	KUD10_RS01870
OG0000602	MHP7448_RS02055	KUD10_RS02090
OG0000604	MHP7448_RS04090	KUD10_RS03715
OG0000605	MHP7448_RS02305	KUD10_RS01175
OG0000606	MHP7448_RS01815	KUD10_RS01840
OG0000607	MHP7448_RS03855	KUD10_RS01285
OG0000609	MHP7448_RS03875	KUD10_RS01905
OG0000611	MHP7448_RS00090	KUD10_RS00090
OG0000612	MHP7448_RS01770	KUD10_RS03695
OG0000613	MHP7448_RS01910	KUD10_RS01945
OG0000618	MHP7448_RS03320	KUD10_RS03350
