Orthogroup	MHP_168L_genes	MHP_MHP679_genes
OG0000525	MHP168L_RS03320	DR086_RS05020
OG0000526	MHP168L_RS03980	DR086_RS04135
OG0000527	MHP168L_RS03975	DR086_RS00635
OG0000528	MHP168L_RS02105	DR086_RS04775
OG0000529	MHP168L_RS02150	DR086_RS02090
OG0000530	MHP168L_RS02370	DR086_RS03450
OG0000531	MHP168L_RS01490	DR086_RS01935
OG0000532	MHP168L_RS01805	DR086_RS03285
OG0000533	MHP168L_RS01060	DR086_RS02795
OG0000534	MHP168L_RS00360	DR086_RS00250
OG0000535	MHP168L_RS00045	DR086_RS04825
OG0000536	MHP168L_RS03525	DR086_RS02465
OG0000537	MHP168L_RS00935	DR086_RS03060
OG0000538	MHP168L_RS01105	DR086_RS01710
OG0000539	MHP168L_RS00190	DR086_RS00080
OG0000540	MHP168L_RS02670	DR086_RS00870
OG0000541	MHP168L_RS02750	DR086_RS03000
OG0000542	MHP168L_RS00330	DR086_RS00220
OG0000543	MHP168L_RS03870, MHP168L_RS03535, MHP168L_RS01675	DR086_RS03960
OG0000544	MHP168L_RS01335	DR086_RS04960
OG0000545	MHP168L_RS01925	DR086_RS00685
OG0000546	MHP168L_RS02820	DR086_RS04500
OG0000547	MHP168L_RS02940	DR086_RS01120
OG0000548	MHP168L_RS01840	DR086_RS03320
OG0000549	MHP168L_RS03310	DR086_RS05015
OG0000550	MHP168L_RS03445	DR086_RS01445
OG0000551	MHP168L_RS03015	DR086_RS02920
OG0000553	MHP168L_RS02720	DR086_RS04995
OG0000554	MHP168L_RS02415	DR086_RS03115
OG0000556	MHP168L_RS01195	DR086_RS04800
OG0000557	MHP168L_RS01345	DR086_RS02560
OG0000558	MHP168L_RS01315	DR086_RS02530
OG0000559	MHP168L_RS01740	DR086_RS01605
OG0000560	MHP168L_RS01915	DR086_RS00670
OG0000561	MHP168L_RS01090	DR086_RS01695
OG0000562	MHP168L_RS01920	DR086_RS00675
OG0000563	MHP168L_RS01905	DR086_RS00660
OG0000564	MHP168L_RS03955	DR086_RS03420
OG0000565	MHP168L_RS01965	DR086_RS03570
OG0000566	MHP168L_RS01955	DR086_RS00815
OG0000567	MHP168L_RS01930	DR086_RS00785
OG0000568	MHP168L_RS00975	DR086_RS03020
OG0000569	MHP168L_RS01320	DR086_RS02535
OG0000570	MHP168L_RS01325	DR086_RS04955
OG0000571	MHP168L_RS01330	DR086_RS02545
OG0000572	MHP168L_RS01350	DR086_RS02570
OG0000573	MHP168L_RS01745	DR086_RS01610
OG0000574	MHP168L_RS01395	DR086_RS03400
OG0000575	MHP168L_RS01305	DR086_RS02520
OG0000576	MHP168L_RS01780	DR086_RS01655
OG0000577	MHP168L_RS02695	DR086_RS00850
OG0000578	MHP168L_RS02715	DR086_RS00830
OG0000579	MHP168L_RS01890	DR086_RS00655
OG0000580	MHP168L_RS04050	DR086_RS01005
OG0000581	MHP168L_RS01875	DR086_RS00640
OG0000582	MHP168L_RS03935	DR086_RS04965
OG0000583	MHP168L_RS01755	DR086_RS01620
OG0000584	MHP168L_RS01245	DR086_RS00715
OG0000585	MHP168L_RS02180	DR086_RS02120
OG0000586	MHP168L_RS01765	DR086_RS01635
OG0000587	MHP168L_RS04085	DR086_RS05080
OG0000588	MHP168L_RS01785	DR086_RS01660
OG0000590	MHP168L_RS01255	DR086_RS00705
OG0000591	MHP168L_RS04095	DR086_RS04045
OG0000592	MHP168L_RS02680	DR086_RS00860
OG0000593	MHP168L_RS03510	DR086_RS02450
OG0000594	MHP168L_RS01310	DR086_RS02525
OG0000600	MHP168L_RS01240	DR086_RS00720
OG0000601	MHP168L_RS01910	DR086_RS00665
OG0000603	MHP168L_RS01225	DR086_RS00735
OG0000605	MHP168L_RS01220	DR086_RS00740, DR086_RS04115
OG0000606	MHP168L_RS01880	DR086_RS00645
OG0000610	MHP168L_RS04075	DR086_RS02475, DR086_RS03865
OG0000628	MHP168L_RS01185	DR086_RS00770
OG0000629	MHP168L_RS01265	DR086_RS00695
OG0000630	MHP168L_RS01175	DR086_RS00780
OG0000631	MHP168L_RS01180	DR086_RS00775
