Orthogroup	MHP_168L_genes	MHP_MHP696_genes
OG0000514	MHP168L_RS02890	DR090_RS01635
OG0000515	MHP168L_RS03985	DR090_RS00910
OG0000515	MHP168L_RS01655	DR090_RS00910
OG0000516	MHP168L_RS02100	DR090_RS04380
OG0000517	MHP168L_RS00065	DR090_RS01320
OG0000518	MHP168L_RS03105	DR090_RS02135
OG0000519	MHP168L_RS00880	DR090_RS00045
OG0000520	MHP168L_RS00750	DR090_RS01880
OG0000521	MHP168L_RS00245	DR090_RS00685
OG0000522	MHP168L_RS00280	DR090_RS00650
OG0000523	MHP168L_RS03350	DR090_RS02240
OG0000524	MHP168L_RS02705	DR090_RS01450
OG0000525	MHP168L_RS03320	DR090_RS04485
OG0000526	MHP168L_RS03980	DR090_RS03810
OG0000527	MHP168L_RS03975, MHP168L_RS03970	DR090_RS00830
OG0000528	MHP168L_RS02105	DR090_RS04385
OG0000529	MHP168L_RS02150	DR090_RS03040
OG0000530	MHP168L_RS02370	DR090_RS03305
OG0000531	MHP168L_RS01490	DR090_RS02520
OG0000532	MHP168L_RS01805	DR090_RS03210
OG0000533	MHP168L_RS01060	DR090_RS00215
OG0000534	MHP168L_RS00360	DR090_RS00570
OG0000535	MHP168L_RS00045	DR090_RS04420
OG0000536	MHP168L_RS03525	DR090_RS01180
OG0000537	MHP168L_RS00935	DR090_RS00105
OG0000538	MHP168L_RS01105	DR090_RS00255
OG0000539	MHP168L_RS00190	DR090_RS00740
OG0000540	MHP168L_RS02670	DR090_RS01420
OG0000541	MHP168L_RS02750	DR090_RS01490
OG0000542	MHP168L_RS00330	DR090_RS00600
OG0000544	MHP168L_RS01335	DR090_RS04340
OG0000545	MHP168L_RS01925	DR090_RS00885
OG0000546	MHP168L_RS02820	DR090_RS03955
OG0000547	MHP168L_RS02940	DR090_RS01685
OG0000548	MHP168L_RS01840	DR090_RS03245
OG0000549	MHP168L_RS03310	DR090_RS04490
OG0000550	MHP168L_RS03445	DR090_RS02340
OG0000551	MHP168L_RS03015	DR090_RS02960
OG0000552	MHP168L_RS03140	DR090_RS02170
OG0000553	MHP168L_RS02720	DR090_RS04430
OG0000554	MHP168L_RS02415	DR090_RS02650
OG0000555	MHP168L_RS02945	DR090_RS03975
OG0000557	MHP168L_RS01345	DR090_RS00400
OG0000558	MHP168L_RS01315	DR090_RS00370
OG0000559	MHP168L_RS01740	DR090_RS02375
OG0000560	MHP168L_RS01915	DR090_RS00870
OG0000561	MHP168L_RS01090	DR090_RS00240
OG0000562	MHP168L_RS01920	DR090_RS00875
OG0000563	MHP168L_RS01905	DR090_RS00860
OG0000564	MHP168L_RS03955	DR090_RS00425
OG0000565	MHP168L_RS01965	DR090_RS00935
OG0000566	MHP168L_RS01955	DR090_RS00920
OG0000567	MHP168L_RS01930	DR090_RS00890
OG0000568	MHP168L_RS00975	DR090_RS00145
OG0000569	MHP168L_RS01320	DR090_RS00375
OG0000570	MHP168L_RS01325	DR090_RS04335
OG0000571	MHP168L_RS01330	DR090_RS00385
OG0000572	MHP168L_RS01350	DR090_RS00405
OG0000573	MHP168L_RS01745	DR090_RS02380
OG0000574	MHP168L_RS01395	DR090_RS00445
OG0000575	MHP168L_RS01305	DR090_RS00360
OG0000576	MHP168L_RS01780	DR090_RS02425
OG0000577	MHP168L_RS02695	DR090_RS01440
OG0000578	MHP168L_RS02715	DR090_RS01460
OG0000579	MHP168L_RS01890	DR090_RS00850
OG0000580	MHP168L_RS04050	DR090_RS03960
OG0000581	MHP168L_RS01875	DR090_RS00835
OG0000582	MHP168L_RS03935	DR090_RS04345
OG0000583	MHP168L_RS01755	DR090_RS02390
OG0000585	MHP168L_RS02180	DR090_RS03575
OG0000586	MHP168L_RS01765	DR090_RS02405
OG0000587	MHP168L_RS04085	DR090_RS03815
OG0000588	MHP168L_RS01785	DR090_RS02430
OG0000591	MHP168L_RS04095	DR090_RS00965
OG0000592	MHP168L_RS02680	DR090_RS01430
OG0000593	MHP168L_RS03510	DR090_RS01165
OG0000594	MHP168L_RS01310	DR090_RS00365
OG0000601	MHP168L_RS01910	DR090_RS00865
OG0000602	MHP168L_RS02275	DR090_RS03555
OG0000604	MHP168L_RS04100	DR090_RS03965
OG0000606	MHP168L_RS01880	DR090_RS00840
OG0000609	MHP168L_RS03835	DR090_RS00905
OG0000619	MHP168L_RS01885	DR090_RS00845
OG0000620	MHP168L_RS03820	DR090_RS00945
OG0000621	MHP168L_RS04090	DR090_RS03675
