Orthogroup	MHP_168L_genes	MHP_98_genes
OG0000486	MHP168L_RS02325	GOM18_RS02450
OG0000487	MHP168L_RS02095	GOM18_RS04430
OG0000488	MHP168L_RS02270	GOM18_RS02270
OG0000489	MHP168L_RS00050	GOM18_RS00630
OG0000490	MHP168L_RS03655	GOM18_RS00570
OG0000491	MHP168L_RS01440	GOM18_RS02805
OG0000492	MHP168L_RS01515	GOM18_RS02735
OG0000493	MHP168L_RS00565	GOM18_RS01685
OG0000495	MHP168L_RS02865	GOM18_RS01220
OG0000496	MHP168L_RS02855	GOM18_RS01230
OG0000497	MHP168L_RS02850	GOM18_RS01235
OG0000498	MHP168L_RS02770	GOM18_RS03070
OG0000499	MHP168L_RS02735	GOM18_RS02140
OG0000500	MHP168L_RS02020	GOM18_RS03270
OG0000501	MHP168L_RS03065	GOM18_RS01020
OG0000502	MHP168L_RS01285	GOM18_RS03150
OG0000503	MHP168L_RS00905	GOM18_RS00190
OG0000505	MHP168L_RS00725	GOM18_RS01860
OG0000506	MHP168L_RS00715	GOM18_RS01850
OG0000507	MHP168L_RS00685	GOM18_RS01815
OG0000508	MHP168L_RS00230	GOM18_RS01360
OG0000509	MHP168L_RS00265	GOM18_RS01395
OG0000510	MHP168L_RS00275	GOM18_RS01405
OG0000511	MHP168L_RS00410	GOM18_RS01540
OG0000512	MHP168L_RS02585	GOM18_RS02000
OG0000513	MHP168L_RS03410	GOM18_RS00390
OG0000514	MHP168L_RS02890	GOM18_RS01195
OG0000515	MHP168L_RS01655	GOM18_RS02570
OG0000516	MHP168L_RS02100	GOM18_RS04435
OG0000517	MHP168L_RS00065	GOM18_RS00645
OG0000518	MHP168L_RS03105	GOM18_RS00980
OG0000519	MHP168L_RS00880	GOM18_RS00215
OG0000520	MHP168L_RS00750	GOM18_RS00340
OG0000521	MHP168L_RS00245	GOM18_RS01375
OG0000522	MHP168L_RS00280	GOM18_RS01410
OG0000523	MHP168L_RS03350	GOM18_RS00725
OG0000524	MHP168L_RS02705	GOM18_RS02115
OG0000525	MHP168L_RS03320	GOM18_RS04345
OG0000527	MHP168L_RS03975	GOM18_RS03490
OG0000528	MHP168L_RS02105	GOM18_RS02240
OG0000529	MHP168L_RS02150	GOM18_RS02385
OG0000530	MHP168L_RS02370	GOM18_RS02485
OG0000531	MHP168L_RS01490	GOM18_RS02760
OG0000532	MHP168L_RS01805	GOM18_RS03550
OG0000534	MHP168L_RS00360	GOM18_RS01490
OG0000535	MHP168L_RS00045	GOM18_RS04305
OG0000536	MHP168L_RS03525	GOM18_RS00505
OG0000537	MHP168L_RS00935	GOM18_RS00155
OG0000538	MHP168L_RS01105	GOM18_RS02910
OG0000539	MHP168L_RS00190	GOM18_RS01325
OG0000540	MHP168L_RS02670	GOM18_RS02085
OG0000541	MHP168L_RS02750	GOM18_RS02155
OG0000542	MHP168L_RS00330	GOM18_RS01460
OG0000543	MHP168L_RS03870	GOM18_RS03535
OG0000543	MHP168L_RS03535	GOM18_RS00010
OG0000544	MHP168L_RS01335	GOM18_RS04525
OG0000545	MHP168L_RS01925	GOM18_RS03390
OG0000546	MHP168L_RS02820	GOM18_RS03120
OG0000547	MHP168L_RS02940	GOM18_RS01145
OG0000548	MHP168L_RS01840	GOM18_RS03615
OG0000549	MHP168L_RS03310	GOM18_RS04350
OG0000550	MHP168L_RS03445	GOM18_RS00425
OG0000551	MHP168L_RS03015	GOM18_RS01075
OG0000552	MHP168L_RS03140	GOM18_RS00945
OG0000553	MHP168L_RS02720	GOM18_RS04405
OG0000554	MHP168L_RS02415	GOM18_RS02530
OG0000555	MHP168L_RS02945	GOM18_RS03930
OG0000556	MHP168L_RS03560	GOM18_RS00060
OG0000556	MHP168L_RS01195	GOM18_RS00075
OG0000557	MHP168L_RS01345	GOM18_RS03215
OG0000558	MHP168L_RS01315	GOM18_RS03185
OG0000559	MHP168L_RS01740	GOM18_RS03000
OG0000560	MHP168L_RS01915	GOM18_RS03405
OG0000561	MHP168L_RS01090	GOM18_RS02895
OG0000562	MHP168L_RS01920	GOM18_RS03400
OG0000563	MHP168L_RS01905	GOM18_RS03415
OG0000564	MHP168L_RS03955	GOM18_RS02875
OG0000565	MHP168L_RS01965	GOM18_RS03330
OG0000566	MHP168L_RS01955	GOM18_RS03355
OG0000567	MHP168L_RS01930	GOM18_RS03385
OG0000568	MHP168L_RS00975	GOM18_RS00115
OG0000569	MHP168L_RS01320	GOM18_RS03190
OG0000570	MHP168L_RS01325	GOM18_RS04520
OG0000571	MHP168L_RS01330	GOM18_RS03200
OG0000572	MHP168L_RS01350	GOM18_RS03220
OG0000573	MHP168L_RS01745	GOM18_RS03005
OG0000574	MHP168L_RS01395	GOM18_RS02845
OG0000575	MHP168L_RS01305	GOM18_RS03175
OG0000576	MHP168L_RS01780	GOM18_RS03050
OG0000577	MHP168L_RS02695	GOM18_RS02105
OG0000578	MHP168L_RS02715	GOM18_RS02125
OG0000579	MHP168L_RS01890	GOM18_RS03500
OG0000581	MHP168L_RS01875	GOM18_RS03495
OG0000582	MHP168L_RS03935	GOM18_RS04530
OG0000583	MHP168L_RS01755	GOM18_RS03015
OG0000584	MHP168L_RS01245	GOM18_RS00040
OG0000585	MHP168L_RS02180	GOM18_RS02355
OG0000586	MHP168L_RS01765	GOM18_RS03030
OG0000587	MHP168L_RS04085	GOM18_RS04190
OG0000588	MHP168L_RS01785	GOM18_RS03055
OG0000590	MHP168L_RS03550	GOM18_RS00030
OG0000591	MHP168L_RS04095	GOM18_RS04175
OG0000592	MHP168L_RS02680	GOM18_RS03985
OG0000593	MHP168L_RS03510	GOM18_RS00490
OG0000594	MHP168L_RS01310	GOM18_RS03180
OG0000600	MHP168L_RS01240	GOM18_RS00045
OG0000601	MHP168L_RS01910	GOM18_RS03410
OG0000602	MHP168L_RS02275	GOM18_RS02265
OG0000604	MHP168L_RS04100	GOM18_RS04135
OG0000605	MHP168L_RS01220	GOM18_RS00055
OG0000609	MHP168L_RS03835	GOM18_RS03365
OG0000610	MHP168L_RS04075	GOM18_RS03695
OG0000616	MHP168L_RS03565	GOM18_RS00065
OG0000620	MHP168L_RS03820	GOM18_RS04195
