Orthogroup	MHP_MHP682_genes	MHP_UFV02_genes
OG0000542	DR097_RS00080	FEF31_RS00015
OG0000544	DR097_RS04515	FEF31_RS04410
OG0000545	DR097_RS02535	FEF31_RS01575, FEF31_RS01570
OG0000546	DR097_RS01750	FEF31_RS02530
OG0000547	DR097_RS04935	FEF31_RS02650
OG0000548	DR097_RS03110	FEF31_RS01255
OG0000549	DR097_RS04765	FEF31_RS04580
OG0000550	DR097_RS00615	FEF31_RS03135
OG0000552	DR097_RS01380	FEF31_RS03710
OG0000553	DR097_RS04650	FEF31_RS04535
OG0000554	DR097_RS02160	FEF31_RS02125
OG0000556	DR097_RS04700	FEF31_RS04460
OG0000557	DR097_RS00355	FEF31_RS00920
OG0000558	DR097_RS00385	FEF31_RS00890
OG0000559	DR097_RS01855	FEF31_RS01360
OG0000560	DR097_RS02550	FEF31_RS01560
OG0000561	DR097_RS00515	FEF31_RS00765
OG0000562	DR097_RS02545	FEF31_RS01565
OG0000563	DR097_RS02565	FEF31_RS01550
OG0000564	DR097_RS03805	FEF31_RS00945
OG0000565	DR097_RS02490	FEF31_RS01620
OG0000566	DR097_RS02505	FEF31_RS01605
OG0000567	DR097_RS02530	FEF31_RS01580
OG0000568	DR097_RS01135	FEF31_RS00340
OG0000569	DR097_RS00380	FEF31_RS00895
OG0000570	DR097_RS04520	FEF31_RS04405
OG0000571	DR097_RS00370	FEF31_RS00905
OG0000572	DR097_RS00350	FEF31_RS00925
OG0000573	DR097_RS01860	FEF31_RS01355
OG0000575	DR097_RS00395	FEF31_RS00880
OG0000576	DR097_RS01905	FEF31_RS01315
OG0000577	DR097_RS01540	FEF31_RS02400
OG0000578	DR097_RS01520	FEF31_RS02420
OG0000579	DR097_RS03415	FEF31_RS01540
OG0000580	DR097_RS04150	FEF31_RS02535
OG0000581	DR097_RS03400	FEF31_RS01530
OG0000582	DR097_RS04510	FEF31_RS04415
OG0000583	DR097_RS01870	FEF31_RS01345
OG0000584	DR097_RS02035	FEF31_RS01425
OG0000585	DR097_RS02705	FEF31_RS01950
OG0000586	DR097_RS01885	FEF31_RS01330
OG0000587	DR097_RS04895	FEF31_RS04780
OG0000589	DR097_RS03505	FEF31_RS01890
OG0000591	DR097_RS00880	FEF31_RS04065
OG0000592	DR097_RS01550	FEF31_RS02390
OG0000593	DR097_RS00550	FEF31_RS03200
OG0000594	DR097_RS00390	FEF31_RS00885
OG0000600	DR097_RS02040	FEF31_RS01430
OG0000601	DR097_RS02555	FEF31_RS01555
OG0000603	DR097_RS02045	FEF31_RS01440
OG0000604	DR097_RS04140	FEF31_RS04155
OG0000605	DR097_RS02050	FEF31_RS01445
OG0000606	DR097_RS03405	FEF31_RS01535
OG0000607	DR097_RS00405	FEF31_RS00870
OG0000610	DR097_RS04060	FEF31_RS03930
OG0000614	DR097_RS03455	FEF31_RS01905
OG0000615	DR097_RS01510	FEF31_RS02430
OG0000618	DR097_RS03000	FEF31_RS02240
