Orthogroup	MHP_MHP682_genes	MHP_TB1_genes
OG0000549	DR097_RS04765	B5M19_RS00585
OG0000550	DR097_RS00615	B5M19_RS04055
OG0000551	DR097_RS01310	B5M19_RS01275
OG0000552	DR097_RS01380	B5M19_RS01550
OG0000553	DR097_RS04650	B5M19_RS00885
OG0000554	DR097_RS02160	B5M19_RS02655
OG0000556	DR097_RS04700	B5M19_RS02885, B5M19_RS02255
OG0000557	DR097_RS00355	B5M19_RS02615
OG0000558	DR097_RS00385	B5M19_RS03655
OG0000559	DR097_RS01855	B5M19_RS02075
OG0000560	DR097_RS02550	B5M19_RS00635
OG0000561	DR097_RS00515	B5M19_RS02205
OG0000562	DR097_RS02545	B5M19_RS00640
OG0000563	DR097_RS02565	B5M19_RS00625
OG0000564	DR097_RS03805	B5M19_RS03930
OG0000565	DR097_RS02490	B5M19_RS00685
OG0000566	DR097_RS02505	B5M19_RS00675
OG0000567	DR097_RS02530	B5M19_RS00650
OG0000568	DR097_RS01135	B5M19_RS01860
OG0000569	DR097_RS00380	B5M19_RS03665
OG0000570	DR097_RS04520	B5M19_RS02635
OG0000571	DR097_RS00370	B5M19_RS02630
OG0000572	DR097_RS00350	B5M19_RS02610
OG0000573	DR097_RS01860	B5M19_RS02070
OG0000575	DR097_RS00395	B5M19_RS03670
OG0000576	DR097_RS01905	B5M19_RS02030
OG0000577	DR097_RS01540	B5M19_RS00910
OG0000578	DR097_RS01520	B5M19_RS00890
OG0000579	DR097_RS03415	B5M19_RS00615
OG0000580	DR097_RS04150	B5M19_RS02550
OG0000581	DR097_RS03400	B5M19_RS00600
OG0000582	DR097_RS04510	B5M19_RS04400
OG0000583	DR097_RS01870	B5M19_RS02060
OG0000584	DR097_RS02035	B5M19_RS02310
OG0000585	DR097_RS02705	B5M19_RS02965
OG0000590	DR097_RS02025	B5M19_RS02875
OG0000591	DR097_RS00880	B5M19_RS04575
OG0000592	DR097_RS01550	B5M19_RS04115
OG0000593	DR097_RS00550	B5M19_RS00380
OG0000594	DR097_RS00390	B5M19_RS03650
OG0000600	DR097_RS02040	B5M19_RS02305
OG0000601	DR097_RS02555	B5M19_RS00630
OG0000603	DR097_RS02045	B5M19_RS02285
OG0000604	DR097_RS04140	B5M19_RS04585
OG0000605	DR097_RS02050	B5M19_RS02280
OG0000606	DR097_RS03405	B5M19_RS00605
OG0000615	DR097_RS01510	B5M19_RS00880
OG0000616	DR097_RS02065	B5M19_RS02890
OG0000619	DR097_RS03410	B5M19_RS00610
OG0000621	DR097_RS04020	B5M19_RS04570
OG0000632	DR097_RS04945	B5M19_RS04325
