Orthogroup	MHP_MHP682_genes	MHP_LH_genes
OG0000540	DR097_RS01560	KUD10_RS02725
OG0000541	DR097_RS01485	KUD10_RS02800
OG0000542	DR097_RS00080	KUD10_RS00350
OG0000543	DR097_RS02005	KUD10_RS01215
OG0000544	DR097_RS04515	KUD10_RS01325
OG0000545	DR097_RS02535	KUD10_RS01885
OG0000546	DR097_RS01750	KUD10_RS02865
OG0000547	DR097_RS04935	KUD10_RS02985
OG0000548	DR097_RS03110	KUD10_RS01655
OG0000549	DR097_RS04765	KUD10_RS03385
OG0000550	DR097_RS00615	KUD10_RS03530
OG0000552	DR097_RS01380	KUD10_RS03210
OG0000553	DR097_RS04650	KUD10_RS02770
OG0000554	DR097_RS02160	KUD10_RS02455
OG0000556	DR097_RS04700	KUD10_RS01170, KUD10_RS01160
OG0000557	DR097_RS00355	KUD10_RS01335
OG0000558	DR097_RS00385	KUD10_RS01305
OG0000559	DR097_RS01855	KUD10_RS01760
OG0000560	DR097_RS02550	KUD10_RS01875
OG0000561	DR097_RS00515	KUD10_RS01105
OG0000562	DR097_RS02545	KUD10_RS01880
OG0000563	DR097_RS02565	KUD10_RS01865
OG0000564	DR097_RS03805	KUD10_RS01360
OG0000565	DR097_RS02490	KUD10_RS01930
OG0000566	DR097_RS02505	KUD10_RS01915
OG0000567	DR097_RS02530	KUD10_RS01890
OG0000568	DR097_RS01135	KUD10_RS00680
OG0000569	DR097_RS00380	KUD10_RS01310
OG0000570	DR097_RS04520	KUD10_RS01315
OG0000571	DR097_RS00370	KUD10_RS01320
OG0000572	DR097_RS00350	KUD10_RS01340
OG0000573	DR097_RS01860	KUD10_RS01755
OG0000575	DR097_RS00395	KUD10_RS01295
OG0000576	DR097_RS01905	KUD10_RS01715
OG0000577	DR097_RS01540	KUD10_RS02745
OG0000578	DR097_RS01520	KUD10_RS02765
OG0000579	DR097_RS03415	KUD10_RS01855
OG0000580	DR097_RS04150	KUD10_RS02870
OG0000581	DR097_RS03400	KUD10_RS01835
OG0000582	DR097_RS04510	KUD10_RS01330
OG0000583	DR097_RS01870	KUD10_RS01745
OG0000584	DR097_RS02035	KUD10_RS01190
OG0000585	DR097_RS02705	KUD10_RS02275
OG0000586	DR097_RS01885	KUD10_RS01730
OG0000587	DR097_RS04895	KUD10_RS03745
OG0000589	DR097_RS03505	KUD10_RS02220
OG0000590	DR097_RS02025	KUD10_RS01200
OG0000591	DR097_RS00880	KUD10_RS03705
OG0000592	DR097_RS01550	KUD10_RS02735
OG0000593	DR097_RS00550	KUD10_RS03595
OG0000594	DR097_RS00390	KUD10_RS01300
OG0000600	DR097_RS02040	KUD10_RS01185
OG0000601	DR097_RS02555	KUD10_RS01870
OG0000603	DR097_RS02045	KUD10_RS01180
OG0000604	DR097_RS04140	KUD10_RS03715
OG0000605	DR097_RS02050	KUD10_RS01175
OG0000606	DR097_RS03405	KUD10_RS01840
OG0000607	DR097_RS00405	KUD10_RS01285
OG0000611	DR097_RS02465	KUD10_RS00090
OG0000614	DR097_RS03455	KUD10_RS02240
OG0000618	DR097_RS03000	KUD10_RS03350
OG0000619	DR097_RS03410	KUD10_RS01845
