Orthogroup	MHP_MHP682_genes	MHP_ES2L_genes
OG0000535	DR097_RS04745	HZK19_RS00045
OG0000536	DR097_RS03385	HZK19_RS03590
OG0000537	DR097_RS01095	HZK19_RS00700
OG0000538	DR097_RS00500	HZK19_RS01100
OG0000539	DR097_RS00220	HZK19_RS00200
OG0000540	DR097_RS01560	HZK19_RS02605
OG0000541	DR097_RS01485	HZK19_RS02685
OG0000542	DR097_RS00080	HZK19_RS00335
OG0000543	DR097_RS02005	HZK19_RS03095
OG0000544	DR097_RS04515	HZK19_RS01215
OG0000545	DR097_RS02535	HZK19_RS01785
OG0000546	DR097_RS01750	HZK19_RS02755
OG0000547	DR097_RS04935	HZK19_RS02875
OG0000548	DR097_RS03110	HZK19_RS01560
OG0000549	DR097_RS04765	HZK19_RS03365
OG0000550	DR097_RS00615	HZK19_RS03510
OG0000551	DR097_RS01310	HZK19_RS02945
OG0000552	DR097_RS01380	HZK19_RS03180
OG0000553	DR097_RS04650	HZK19_RS02655
OG0000554	DR097_RS02160	HZK19_RS02360
OG0000556	DR097_RS04700	HZK19_RS03050, HZK19_RS03035
OG0000557	DR097_RS00355	HZK19_RS01230
OG0000558	DR097_RS00385	HZK19_RS01195
OG0000559	DR097_RS01855	HZK19_RS01670
OG0000560	DR097_RS02550	HZK19_RS01770
OG0000561	DR097_RS00515	HZK19_RS01085
OG0000562	DR097_RS02545	HZK19_RS01775
OG0000563	DR097_RS02565	HZK19_RS01760
OG0000564	DR097_RS03805	HZK19_RS03725
OG0000565	DR097_RS02490	HZK19_RS01835
OG0000566	DR097_RS02505	HZK19_RS01815
OG0000567	DR097_RS02530	HZK19_RS01790
OG0000568	DR097_RS01135	HZK19_RS00660
OG0000569	DR097_RS00380	HZK19_RS01200
OG0000570	DR097_RS04520	HZK19_RS01205
OG0000571	DR097_RS00370	HZK19_RS01210
OG0000572	DR097_RS00350	HZK19_RS01235
OG0000573	DR097_RS01860	HZK19_RS01665
OG0000575	DR097_RS00395	HZK19_RS01185
OG0000576	DR097_RS01905	HZK19_RS01615
OG0000577	DR097_RS01540	HZK19_RS02625
OG0000578	DR097_RS01520	HZK19_RS02650
OG0000579	DR097_RS03415	HZK19_RS01750
OG0000580	DR097_RS04150	HZK19_RS02760
OG0000581	DR097_RS03400	HZK19_RS01735
OG0000582	DR097_RS04510	HZK19_RS01225
OG0000583	DR097_RS01870	HZK19_RS01655
OG0000584	DR097_RS02035	HZK19_RS03070
OG0000585	DR097_RS02705	HZK19_RS02180
OG0000586	DR097_RS01885	HZK19_RS01635
OG0000587	DR097_RS04895	HZK19_RS03875
OG0000589	DR097_RS03505	HZK19_RS02120
OG0000590	DR097_RS02025	HZK19_RS03080
OG0000591	DR097_RS00880	HZK19_RS03885
OG0000592	DR097_RS01550	HZK19_RS02615
OG0000593	DR097_RS00550	HZK19_RS03575
OG0000594	DR097_RS00390	HZK19_RS01190
OG0000600	DR097_RS02040	HZK19_RS03065
OG0000601	DR097_RS02555	HZK19_RS01765
OG0000603	DR097_RS02045	HZK19_RS03060
OG0000604	DR097_RS04140	HZK19_RS03900
OG0000605	DR097_RS02050	HZK19_RS03055
OG0000606	DR097_RS03405	HZK19_RS01740
OG0000608	DR097_RS04730	HZK19_RS01780
OG0000614	DR097_RS03455	HZK19_RS02140
OG0000615	DR097_RS01510	HZK19_RS02660
OG0000616	DR097_RS02065	HZK19_RS03045
OG0000617	DR097_RS01900	HZK19_RS01620
OG0000618	DR097_RS03000	HZK19_RS03330
OG0000619	DR097_RS03410	HZK19_RS01745
OG0000621	DR097_RS04020	HZK19_RS03880
