Orthogroup	MHP_98_genes	MHP_UFV01_genes
OG0000521	GOM18_RS01375	FEF30_RS00580
OG0000522	GOM18_RS01410	FEF30_RS00615
OG0000523	GOM18_RS00725	FEF30_RS00080
OG0000524	GOM18_RS02115	FEF30_RS03045
OG0000525	GOM18_RS04345	FEF30_RS04105
OG0000526	GOM18_RS04200	FEF30_RS02235
OG0000527	GOM18_RS03490	FEF30_RS02175
OG0000528	GOM18_RS02240	FEF30_RS02395
OG0000529	GOM18_RS02385	FEF30_RS02615
OG0000530	GOM18_RS02485	FEF30_RS02720
OG0000531	GOM18_RS02760	FEF30_RS01715
OG0000532	GOM18_RS03550	FEF30_RS01945
OG0000534	GOM18_RS01490	FEF30_RS00695
OG0000535	GOM18_RS04305	FEF30_RS04175
OG0000536	GOM18_RS00505	FEF30_RS00260
OG0000537	GOM18_RS00155	FEF30_RS01035
OG0000538	GOM18_RS02910	FEF30_RS01435
OG0000539	GOM18_RS01325	FEF30_RS00530
OG0000540	GOM18_RS02085	FEF30_RS03015
OG0000541	GOM18_RS02155	FEF30_RS03095
OG0000542	GOM18_RS01460	FEF30_RS00665
OG0000544	GOM18_RS04525	FEF30_RS04245
OG0000545	GOM18_RS03390	FEF30_RS02225
OG0000546	GOM18_RS03120	FEF30_RS03165
OG0000547	GOM18_RS01145	FEF30_RS03290
OG0000548	GOM18_RS03615	FEF30_RS01910
OG0000549	GOM18_RS04350	FEF30_RS04100
OG0000550	GOM18_RS00425	FEF30_RS00180
OG0000551	GOM18_RS01075	FEF30_RS03360
OG0000552	GOM18_RS00945	FEF30_RS03490
OG0000553	GOM18_RS04405	FEF30_RS04365
OG0000554	GOM18_RS02530	FEF30_RS02765
OG0000555	GOM18_RS03930	FEF30_RS03295
OG0000556	GOM18_RS00075	FEF30_RS04300
OG0000557	GOM18_RS03215	FEF30_RS01575
OG0000558	GOM18_RS03185	FEF30_RS01545
OG0000559	GOM18_RS03000	FEF30_RS02015
OG0000560	GOM18_RS03405	FEF30_RS02215
OG0000561	GOM18_RS02895	FEF30_RS01420
OG0000562	GOM18_RS03400	FEF30_RS02220
OG0000563	GOM18_RS03415	FEF30_RS02205
OG0000564	GOM18_RS02875	FEF30_RS01600
OG0000565	GOM18_RS03330	FEF30_RS02260
OG0000566	GOM18_RS03355	FEF30_RS02245
OG0000567	GOM18_RS03385	FEF30_RS02230
OG0000568	GOM18_RS00115	FEF30_RS00995
OG0000569	GOM18_RS03190	FEF30_RS01550
OG0000570	GOM18_RS04520	FEF30_RS04240
OG0000571	GOM18_RS03200	FEF30_RS01560
OG0000572	GOM18_RS03220	FEF30_RS01580
OG0000573	GOM18_RS03005	FEF30_RS02010
OG0000574	GOM18_RS02845	FEF30_RS01620
OG0000575	GOM18_RS03175	FEF30_RS01535
OG0000576	GOM18_RS03050	FEF30_RS01970
OG0000577	GOM18_RS02105	FEF30_RS03035
OG0000578	GOM18_RS02125	FEF30_RS03055
OG0000579	GOM18_RS03500	FEF30_RS02195
OG0000581	GOM18_RS03495	FEF30_RS02180
OG0000582	GOM18_RS04530	FEF30_RS04250
OG0000583	GOM18_RS03015	FEF30_RS02000
OG0000584	GOM18_RS00040	FEF30_RS02075
OG0000585	GOM18_RS02355	FEF30_RS02585
OG0000586	GOM18_RS03030	FEF30_RS01985
OG0000587	GOM18_RS04190	FEF30_RS04465
OG0000588	GOM18_RS03055	FEF30_RS01960
OG0000591	GOM18_RS04175	FEF30_RS03985
OG0000592	GOM18_RS03985	FEF30_RS03025
OG0000593	GOM18_RS00490	FEF30_RS00245
OG0000594	GOM18_RS03180	FEF30_RS01540
OG0000595	GOM18_RS01055	FEF30_RS04470
OG0000597	GOM18_RS01060	FEF30_RS03375
OG0000600	GOM18_RS00045	FEF30_RS02080
OG0000601	GOM18_RS03410	FEF30_RS02210
OG0000602	GOM18_RS02265	FEF30_RS02420
OG0000604	GOM18_RS04135	FEF30_RS04060
OG0000605	GOM18_RS00055	FEF30_RS02095
OG0000607	GOM18_RS03165	FEF30_RS01525
OG0000610	GOM18_RS03695	FEF30_RS03840
OG0000618	GOM18_RS00805	FEF30_RS03625
