Orthogroup	MHP_98_genes	MHP_ES2_genes
OG0000512	GOM18_RS02000	E5E95_RS02755
OG0000513	GOM18_RS00390	E5E95_RS03645
OG0000514	GOM18_RS01195	E5E95_RS03060
OG0000515	GOM18_RS02570	E5E95_RS01580
OG0000516	GOM18_RS04435	E5E95_RS02130
OG0000517	GOM18_RS00645	E5E95_RS00065
OG0000518	GOM18_RS00980	E5E95_RS03315
OG0000519	GOM18_RS00215	E5E95_RS00785
OG0000520	GOM18_RS00340	E5E95_RS00910
OG0000521	GOM18_RS01375	E5E95_RS00265
OG0000522	GOM18_RS01410	E5E95_RS00300
OG0000523	GOM18_RS00725	E5E95_RS03580
OG0000525	GOM18_RS04345	E5E95_RS03545
OG0000527	GOM18_RS03490	E5E95_RS01880
OG0000528	GOM18_RS02240	E5E95_RS02135
OG0000529	GOM18_RS02385	E5E95_RS02355
OG0000531	GOM18_RS02760	E5E95_RS01415
OG0000532	GOM18_RS03550	E5E95_RS01740
OG0000534	GOM18_RS01490	E5E95_RS00380
OG0000535	GOM18_RS04305	E5E95_RS00045
OG0000536	GOM18_RS00505	E5E95_RS03765
OG0000537	GOM18_RS00155	E5E95_RS00725
OG0000538	GOM18_RS02910	E5E95_RS01140
OG0000539	GOM18_RS01325	E5E95_RS00210
OG0000540	GOM18_RS02085	E5E95_RS02840
OG0000541	GOM18_RS02155	E5E95_RS02920
OG0000543	GOM18_RS00010	E5E95_RS02460
OG0000544	GOM18_RS04525	E5E95_RS01270
OG0000545	GOM18_RS03390	E5E95_RS01945
OG0000546	GOM18_RS03120	E5E95_RS02990
OG0000547	GOM18_RS01145	E5E95_RS03110
OG0000548	GOM18_RS03615	E5E95_RS01615
OG0000549	GOM18_RS04350	E5E95_RS03535
OG0000550	GOM18_RS00425	E5E95_RS03680
OG0000553	GOM18_RS04405	E5E95_RS02890
OG0000554	GOM18_RS02530	E5E95_RS02600
OG0000555	GOM18_RS03930	E5E95_RS04170
OG0000556	GOM18_RS00060, GOM18_RS00075	E5E95_RS02515
OG0000557	GOM18_RS03215	E5E95_RS01280
OG0000558	GOM18_RS03185	E5E95_RS01250
OG0000559	GOM18_RS03000	E5E95_RS01810
OG0000560	GOM18_RS03405	E5E95_RS01930
OG0000561	GOM18_RS02895	E5E95_RS01125
OG0000562	GOM18_RS03400	E5E95_RS01935
OG0000563	GOM18_RS03415	E5E95_RS01920
OG0000564	GOM18_RS02875	E5E95_RS03980
OG0000565	GOM18_RS03330	E5E95_RS01985
OG0000566	GOM18_RS03355	E5E95_RS01975
OG0000567	GOM18_RS03385	E5E95_RS01950
OG0000568	GOM18_RS00115	E5E95_RS00685
OG0000569	GOM18_RS03190	E5E95_RS01255
OG0000570	GOM18_RS04520	E5E95_RS01260
OG0000571	GOM18_RS03200	E5E95_RS01265
OG0000572	GOM18_RS03220	E5E95_RS01285
OG0000573	GOM18_RS03005	E5E95_RS01805
OG0000574	GOM18_RS02845	E5E95_RS01325
OG0000575	GOM18_RS03175	E5E95_RS01240
OG0000576	GOM18_RS03050	E5E95_RS01765
OG0000577	GOM18_RS02105	E5E95_RS02860
OG0000578	GOM18_RS02125	E5E95_RS02885
OG0000579	GOM18_RS03500	E5E95_RS01900
OG0000581	GOM18_RS03495	E5E95_RS01885
OG0000582	GOM18_RS04530	E5E95_RS03970
OG0000583	GOM18_RS03015	E5E95_RS01795
OG0000584	GOM18_RS00040	E5E95_RS02485, E5E95_RS01705
OG0000585	GOM18_RS02355	E5E95_RS02325
OG0000586	GOM18_RS03030	E5E95_RS01780
OG0000587	GOM18_RS04190	E5E95_RS04030
OG0000588	GOM18_RS03055	E5E95_RS01755
OG0000590	GOM18_RS00030	E5E95_RS04210, E5E95_RS01715, E5E95_RS02475
OG0000591	GOM18_RS04175	E5E95_RS04205
OG0000592	GOM18_RS03985	E5E95_RS02850
OG0000593	GOM18_RS00490	E5E95_RS03745
OG0000594	GOM18_RS03180	E5E95_RS01245
OG0000595	GOM18_RS01055	E5E95_RS03205
OG0000600	GOM18_RS00045	E5E95_RS02490
OG0000601	GOM18_RS03410	E5E95_RS01925
OG0000602	GOM18_RS02265	E5E95_RS02155
OG0000603	GOM18_RS00050	E5E95_RS02495
OG0000604	GOM18_RS04135	E5E95_RS04220
OG0000605	GOM18_RS00055	E5E95_RS02500
OG0000607	GOM18_RS03165	E5E95_RS03855
OG0000608	GOM18_RS03395	E5E95_RS01940
OG0000609	GOM18_RS03365	E5E95_RS03860
OG0000610	GOM18_RS03695	E5E95_RS04190
OG0000613	GOM18_RS04180	E5E95_RS04035
OG0000618	GOM18_RS00805	E5E95_RS03500
OG0000620	GOM18_RS04195	E5E95_RS04025
OG0000625	GOM18_RS04590	E5E95_RS04295
OG0000626	GOM18_RS00940	E5E95_RS03950
OG0000665	GOM18_RS01715	E5E95_RS03850
