Orthogroup	MHP_133A_genes	MHP_UFV02_genes
OG0000563	NB626_RS01925	FEF31_RS01550
OG0000564	NB626_RS01410	FEF31_RS00945
OG0000565	NB626_RS02000	FEF31_RS01620
OG0000566	NB626_RS01980	FEF31_RS01605
OG0000567	NB626_RS01950	FEF31_RS01580
OG0000568	NB626_RS00785	FEF31_RS00340
OG0000569	NB626_RS01355	FEF31_RS00895
OG0000570	NB626_RS01360	FEF31_RS04405
OG0000571	NB626_RS01365	FEF31_RS00905
OG0000572	NB626_RS01385	FEF31_RS00925
OG0000573	NB626_RS01810	FEF31_RS01355
OG0000574	NB626_RS01425	FEF31_RS00965
OG0000575	NB626_RS01345	FEF31_RS00880
OG0000576	NB626_RS01765	FEF31_RS01315
OG0000577	NB626_RS02840	FEF31_RS02400
OG0000578	NB626_RS02865	FEF31_RS02420
OG0000579	NB626_RS01910	FEF31_RS01540
OG0000580	NB626_RS02975	FEF31_RS02535
OG0000581	NB626_RS01905	FEF31_RS01530
OG0000582	NB626_RS01375	FEF31_RS04415
OG0000583	NB626_RS01800	FEF31_RS01345
OG0000584	NB626_RS00475	FEF31_RS01425
OG0000585	NB626_RS02365	FEF31_RS01950
OG0000586	NB626_RS01785	FEF31_RS01330
OG0000587	NB626_RS02010	FEF31_RS04780
OG0000588	NB626_RS01755	FEF31_RS01305
OG0000589	NB626_RS02290	FEF31_RS01890
OG0000591	NB626_RS02025	FEF31_RS04065
OG0000593	NB626_RS03735	FEF31_RS03200
OG0000595	NB626_RS03190	FEF31_RS02735
OG0000596	NB626_RS01860	FEF31_RS01490
OG0000597	NB626_RS03185	FEF31_RS02730
OG0000598	NB626_RS01865	FEF31_RS01495
OG0000599	NB626_RS01870	FEF31_RS01500
OG0000600	NB626_RS00470	FEF31_RS01430
OG0000603	NB626_RS00465	FEF31_RS01440
OG0000604	NB626_RS02985	FEF31_RS04155
OG0000605	NB626_RS00460	FEF31_RS01445
OG0000607	NB626_RS01330	FEF31_RS00870
OG0000610	NB626_RS00775	FEF31_RS03930
OG0000612	NB626_RS01875	FEF31_RS01505
OG0000613	NB626_RS02020	FEF31_RS01640
OG0000615	NB626_RS02875	FEF31_RS02430
