Orthogroup	MHP_133A_genes	MHP_232_genes
OG0000578	NB626_RS02865	MHP_RS02545
OG0000579	NB626_RS01910	MHP_RS01780
OG0000580	NB626_RS02975	MHP_RS02655
OG0000581	NB626_RS01905	MHP_RS01765
OG0000582	NB626_RS01375	MHP_RS03860
OG0000583	NB626_RS01800	MHP_RS01675
OG0000584	NB626_RS00475	MHP_RS02715
OG0000586	NB626_RS01785	MHP_RS01665
OG0000587	NB626_RS02010	MHP_RS03775
OG0000588	NB626_RS01755	MHP_RS01645
OG0000590	NB626_RS00485	MHP_RS02725
OG0000591	NB626_RS02025	MHP_RS03790
OG0000593	NB626_RS03735	MHP_RS03445
OG0000598	NB626_RS01865	MHP_RS01730
OG0000599	NB626_RS01870	MHP_RS01735
OG0000600	NB626_RS00470	MHP_RS02710
OG0000603	NB626_RS00465	MHP_RS02705
OG0000604	NB626_RS02985	MHP_RS03985
OG0000605	NB626_RS00460	MHP_RS02700
OG0000607	NB626_RS01330	MHP_RS03745
OG0000610	NB626_RS00775	MHP_RS03965
OG0000611	NB626_RS00095	MHP_RS00090
OG0000612	NB626_RS01875	MHP_RS03895
OG0000615	NB626_RS02875	MHP_RS02555
OG0000616	NB626_RS00445	MHP_RS02690
OG0000620	NB626_RS02005	MHP_RS03770
