Orthogroup	MHP_J_genes	MHP_MHP691_genes
OG0000546	MHJ_RS02755	DR087_RS04305
OG0000547	MHJ_RS02885	DR087_RS01470
OG0000548	MHJ_RS01550	DR087_RS03220
OG0000549	MHJ_RS03295	DR087_RS04650
OG0000550	MHJ_RS03430	DR087_RS00690
OG0000551	MHJ_RS02965	DR087_RS03385
OG0000552	MHJ_RS03115	DR087_RS00910
OG0000553	MHJ_RS02650	DR087_RS04565
OG0000554	MHJ_RS02335	DR087_RS01690
OG0000555	MHJ_RS03945	DR087_RS04580
OG0000557	MHJ_RS01235	DR087_RS02850
OG0000558	MHJ_RS01205	DR087_RS02820
OG0000559	MHJ_RS01645	DR087_RS02085
OG0000560	MHJ_RS01760	DR087_RS01645
OG0000561	MHJ_RS01080	DR087_RS01990
OG0000562	MHJ_RS01765	DR087_RS01640
OG0000563	MHJ_RS01750	DR087_RS01655
OG0000564	MHJ_RS01260	DR087_RS03320
OG0000565	MHJ_RS01820	DR087_RS01590
OG0000566	MHJ_RS01810	DR087_RS01600
OG0000567	MHJ_RS01780	DR087_RS01625
OG0000568	MHJ_RS00665	DR087_RS02180
OG0000569	MHJ_RS01210	DR087_RS02825
OG0000570	MHJ_RS01215	DR087_RS04705
OG0000571	MHJ_RS01220	DR087_RS02835
OG0000572	MHJ_RS01240	DR087_RS02855
OG0000573	MHJ_RS01640	DR087_RS02080
OG0000574	MHJ_RS01280	DR087_RS03300
OG0000575	MHJ_RS01195	DR087_RS02810
OG0000576	MHJ_RS03625	DR087_RS02035
OG0000577	MHJ_RS02620	DR087_RS01270
OG0000578	MHJ_RS02645	DR087_RS01250
OG0000580	MHJ_RS02760	DR087_RS04010
OG0000582	MHJ_RS03835	DR087_RS04715
OG0000583	MHJ_RS01630	DR087_RS02070
OG0000585	MHJ_RS03590	DR087_RS00170
OG0000586	MHJ_RS01620	DR087_RS02055
OG0000587	MHJ_RS04025	DR087_RS04775
OG0000588	MHJ_RS01600	DR087_RS02030
OG0000589	MHJ_RS03650	DR087_RS03500
OG0000592	MHJ_RS02610	DR087_RS01280
OG0000593	MHJ_RS03495	DR087_RS00755
OG0000594	MHJ_RS01200	DR087_RS02815
OG0000597	MHJ_RS03015	DR087_RS03400
OG0000601	MHJ_RS01755	DR087_RS01650
OG0000602	MHJ_RS01990	DR087_RS00080
OG0000607	MHJ_RS03755	DR087_RS02800
