Orthogroup	MHP_J_genes	MHP_4284_genes
OG0000499	MHJ_RS02665	ABLE99_RS02595
OG0000500	MHJ_RS01880	ABLE99_RS01845
OG0000501	MHJ_RS03040	ABLE99_RS02955
OG0000502	MHJ_RS01175	ABLE99_RS01165
OG0000503	MHJ_RS00735	ABLE99_RS00915
OG0000504	MHJ_RS00870	ABLE99_RS00780
OG0000505	MHJ_RS00905	ABLE99_RS00745
OG0000506	MHJ_RS00915	ABLE99_RS00735
OG0000507	MHJ_RS00950	ABLE99_RS00700
OG0000508	MHJ_RS00230	ABLE99_RS00250
OG0000509	MHJ_RS00265	ABLE99_RS00285
OG0000510	MHJ_RS00275	ABLE99_RS00295
OG0000511	MHJ_RS00410	ABLE99_RS00430
OG0000512	MHJ_RS02510	ABLE99_RS02450
OG0000513	MHJ_RS03395	ABLE99_RS03290
OG0000514	MHJ_RS02830	ABLE99_RS02755
OG0000516	MHJ_RS01965	ABLE99_RS01925
OG0000517	MHJ_RS00065	ABLE99_RS00065
OG0000518	MHJ_RS03080	ABLE99_RS02995
OG0000519	MHJ_RS00760	ABLE99_RS00890
OG0000520	MHJ_RS00885	ABLE99_RS00765
OG0000521	MHJ_RS00245	ABLE99_RS00265
OG0000522	MHJ_RS00280	ABLE99_RS00300
OG0000523	MHJ_RS03335	ABLE99_RS03225
OG0000524	MHJ_RS02635	ABLE99_RS02565
OG0000525	MHJ_RS03305	ABLE99_RS03210
OG0000527	MHJ_RS03865	ABLE99_RS01700
OG0000528	MHJ_RS01970	ABLE99_RS01930
OG0000529	MHJ_RS02190	ABLE99_RS02075
OG0000530	MHJ_RS02290	ABLE99_RS02250
OG0000531	MHJ_RS01370	ABLE99_RS01365
OG0000532	MHJ_RS01585	ABLE99_RS01580
OG0000534	MHJ_RS00360	ABLE99_RS00380
OG0000535	MHJ_RS00045	ABLE99_RS00045
OG0000536	MHJ_RS03510	ABLE99_RS03405
OG0000537	MHJ_RS00705	ABLE99_RS00950
OG0000538	MHJ_RS01095	ABLE99_RS01095
OG0000539	MHJ_RS00190	ABLE99_RS00215
OG0000540	MHJ_RS02600	ABLE99_RS02535
OG0000542	MHJ_RS00330	ABLE99_RS00350
OG0000544	MHJ_RS01225	ABLE99_RS01225
OG0000546	MHJ_RS02755	ABLE99_RS02680
OG0000547	MHJ_RS02885	ABLE99_RS02810
OG0000548	MHJ_RS01550	ABLE99_RS01545
OG0000549	MHJ_RS03295	ABLE99_RS03200
OG0000550	MHJ_RS03430	ABLE99_RS03325
OG0000551	MHJ_RS02965	ABLE99_RS02875
OG0000552	MHJ_RS03115	ABLE99_RS03030
OG0000553	MHJ_RS02650	ABLE99_RS02580
OG0000554	MHJ_RS02335	ABLE99_RS02295
OG0000557	MHJ_RS01235	ABLE99_RS01235
OG0000558	MHJ_RS01205	ABLE99_RS01205
OG0000559	MHJ_RS01645	ABLE99_RS01650
OG0000560	MHJ_RS01760	ABLE99_RS01735
OG0000561	MHJ_RS01080	ABLE99_RS01080
OG0000562	MHJ_RS01765	ABLE99_RS01740
OG0000563	MHJ_RS01750	ABLE99_RS01725
OG0000564	MHJ_RS01260	ABLE99_RS01255
OG0000565	MHJ_RS01820	ABLE99_RS01790
OG0000566	MHJ_RS01810	ABLE99_RS01775
OG0000567	MHJ_RS01780	ABLE99_RS01750
OG0000568	MHJ_RS00665	ABLE99_RS00990
OG0000569	MHJ_RS01210	ABLE99_RS01210
OG0000570	MHJ_RS01215	ABLE99_RS01215
OG0000571	MHJ_RS01220	ABLE99_RS01220
OG0000572	MHJ_RS01240	ABLE99_RS01240
OG0000573	MHJ_RS01640	ABLE99_RS01645
OG0000574	MHJ_RS01280	ABLE99_RS01275
OG0000575	MHJ_RS01195	ABLE99_RS01195
OG0000576	MHJ_RS03625	ABLE99_RS01600
OG0000577	MHJ_RS02620	ABLE99_RS02555
OG0000578	MHJ_RS02645	ABLE99_RS02575
OG0000579	MHJ_RS01740	ABLE99_RS01715
OG0000580	MHJ_RS02760	ABLE99_RS02685
OG0000581	MHJ_RS01725	ABLE99_RS01705
OG0000582	MHJ_RS03835	ABLE99_RS01230
OG0000583	MHJ_RS01630	ABLE99_RS01635
OG0000585	MHJ_RS03590	ABLE99_RS02045
OG0000586	MHJ_RS01620	ABLE99_RS01620
OG0000587	MHJ_RS04025	ABLE99_RS01795
OG0000588	MHJ_RS01600	ABLE99_RS01595
OG0000589	MHJ_RS03650	ABLE99_RS02205
OG0000591	MHJ_RS03990	ABLE99_RS01810
OG0000592	MHJ_RS02610	ABLE99_RS02545
OG0000593	MHJ_RS03495	ABLE99_RS03390
OG0000594	MHJ_RS01200	ABLE99_RS01200
OG0000595	MHJ_RS03020	ABLE99_RS02890
OG0000601	MHJ_RS01755	ABLE99_RS01730
OG0000602	MHJ_RS01990	ABLE99_RS01955
OG0000606	MHJ_RS01730	ABLE99_RS01710
OG0000607	MHJ_RS03755	ABLE99_RS01180
OG0000615	MHJ_RS02655	ABLE99_RS02585
OG0000621	MHJ_RS03985	ABLE99_RS01805
