Orthogroup	MHP_MHP682_proteins	MHP_MHP653_proteins
OG0000558	WP_160585560.1	WP_160615795.1
OG0000559	WP_011206161.1	WP_020835677.1
OG0000560	WP_011284100.1	WP_011284100.1
OG0000561	WP_160584672.1	WP_160584672.1
OG0000562	WP_160585755.1	WP_160585755.1
OG0000563	WP_160585756.1	WP_160585756.1
OG0000564	WP_220191137.1	WP_252862181.1
OG0000565	WP_258555839.1	WP_146379612.1
OG0000566	WP_258555840.1	WP_258555904.1
OG0000567	WP_308507010.1	WP_308507026.1
OG0000568	WP_160585617.1	WP_160615780.1
OG0000569	WP_160585559.1	WP_160615793.1
OG0000570	WP_160584704.1	WP_160601083.1
OG0000571	WP_011205986.1	WP_011205986.1
OG0000572	WP_160585558.1	WP_160615791.1
OG0000573	WP_160585052.1	WP_160615770.1
OG0000575	WP_135618654.1	WP_011290089.1
OG0000576	WP_011290145.1	WP_160585066.1
OG0000578	WP_160585659.1	WP_160615681.1
OG0000579	WP_160585817.1	WP_160585817.1
OG0000580	WP_258555826.1	WP_020835830.1
OG0000581	WP_160585815.1	WP_160585815.1
OG0000582	WP_308507001.1	WP_233688696.1
OG0000583	WP_160585056.1	WP_160615768.1
OG0000585	WP_160585768.1	WP_160615873.1
OG0000586	WP_160585695.1	WP_258555937.1
OG0000587	WP_240536501.1	WP_308507028.1
OG0000589	WP_002557988.1	WP_160615957.1
OG0000591	WP_160585604.1	WP_258555396.1
OG0000592	WP_160585664.1	WP_160615816.1
OG0000593	WP_160584886.1	WP_160615640.1
OG0000594	WP_160585561.1	WP_160615797.1
OG0000601	WP_020835695.1	WP_020835695.1
OG0000604	WP_258555824.1	WP_258555915.1
OG0000606	WP_160585286.1	WP_160615965.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000608	WP_160585754.1	WP_160585754.1
OG0000611	WP_225973003.1	WP_258555949.1
OG0000614	WP_094521688.1	WP_094521688.1
OG0000615	WP_044272557.1	WP_160615685.1
OG0000617	WP_308507007.1	WP_334199373.1
OG0000618	WP_258555699.1	WP_258555960.1
OG0000619	WP_160585816.1	WP_160585816.1
OG0000622	WP_225973020.1	WP_225973020.1
OG0000625	WP_308507017.1	WP_308507051.1
