Orthogroup	MHP_1257_proteins	MHP_ES2L_proteins
OG0000560	WP_011284100.1	WP_011206182.1
OG0000561	WP_094521603.1	WP_179221052.1
OG0000562	WP_348572112.1	WP_179221111.1
OG0000563	WP_011290172.1	WP_179221110.1
OG0000564	WP_348572048.1	WP_094521768.1
OG0000565	WP_011290181.1	WP_011290181.1
OG0000566	WP_348572124.1	WP_240536656.1
OG0000567	WP_348572117.1	WP_240536653.1
OG0000568	WP_044272325.1	WP_160585617.1
OG0000569	WP_348572033.1	WP_179221060.1
OG0000570	WP_348572034.1	WP_179221061.1
OG0000571	WP_348572036.1	WP_179221062.1
OG0000572	WP_348572042.1	WP_179221064.1
OG0000573	WP_020835676.1	WP_011206160.1
OG0000574	WP_011284018.1	WP_014579714.1
OG0000575	WP_146379542.1	WP_135618654.1
OG0000576	WP_011290145.1	WP_011206153.1
OG0000577	WP_011206325.1	WP_011290300.1
OG0000578	WP_041361678.1	WP_041361678.1
OG0000579	WP_146379623.1	WP_240536652.1
OG0000580	WP_020835830.1	WP_160600802.1
OG0000581	WP_348572106.1	WP_094521657.1
OG0000582	WP_348572040.1	WP_240536638.1
OG0000583	WP_348572094.1	WP_179221104.1
OG0000585	WP_348571659.1	WP_179221137.1
OG0000586	WP_348572091.1	WP_240536648.1
OG0000587	WP_348572143.1	WP_258555257.1
OG0000588	WP_243216079.1	WP_179221099.1
OG0000589	WP_002557988.1	WP_002557988.1
OG0000591	WP_160585604.1	WP_258556645.1
OG0000592	WP_348571780.1	WP_011206323.1
OG0000593	WP_348571885.1	WP_179221271.1
OG0000594	WP_348572135.1	WP_160584731.1
OG0000601	WP_044284638.1	WP_014579787.1
OG0000604	WP_258555242.1	WP_276310606.1
OG0000608	WP_348572114.1	WP_179221112.1
OG0000609	WP_157696717.1	WP_179221113.1
OG0000623	WP_348571951.1	WP_179221233.1
