Orthogroup	MHP_133A_genes	MHP_7422_genes
OG0000582	NB626_RS01375	MHL_RS03975
OG0000583	NB626_RS01800	MHL_RS01765
OG0000584	NB626_RS00475	MHL_RS00660
OG0000585	NB626_RS02365	MHL_RS03810
OG0000586	NB626_RS01785	MHL_RS01750
OG0000587	NB626_RS02010	MHL_RS04145
OG0000589	NB626_RS02290	MHL_RS03730
OG0000591	NB626_RS02025	MHL_RS04150
OG0000593	NB626_RS03735	MHL_RS03525
OG0000595	NB626_RS03190	MHL_RS03050
OG0000596	NB626_RS01860	MHL_RS01805
OG0000597	NB626_RS03185	MHL_RS03045
OG0000598	NB626_RS01865	MHL_RS01810
OG0000599	NB626_RS01870	MHL_RS01815
OG0000600	NB626_RS00470	MHL_RS00655
OG0000603	NB626_RS00465	MHL_RS00640
OG0000604	NB626_RS02985	MHL_RS04155
OG0000605	NB626_RS00460	MHL_RS00635
OG0000607	NB626_RS01330	MHL_RS03830
OG0000608	NB626_RS01940	MHL_RS01900
OG0000610	NB626_RS00775	MHL_RS04130
OG0000611	NB626_RS00095	MHL_RS03910
OG0000612	NB626_RS01875	MHL_RS01830
OG0000613	NB626_RS02020	MHL_RS04030
OG0000620	NB626_RS02005	MHL_RS03795
