Orthogroup	MHP_133A_genes	MHP_MHP709_genes
OG0000574	NB626_RS01425	DR088_RS01010
OG0000575	NB626_RS01345	DR088_RS00925
OG0000576	NB626_RS01765	DR088_RS02365
OG0000577	NB626_RS02840	DR088_RS00085
OG0000578	NB626_RS02865	DR088_RS00105
OG0000579	NB626_RS01910	DR088_RS00385
OG0000580	NB626_RS02975	DR088_RS03750
OG0000581	NB626_RS01905	DR088_RS00370
OG0000582	NB626_RS01375	DR088_RS04375
OG0000583	NB626_RS01800	DR088_RS02330
OG0000585	NB626_RS02365	DR088_RS03515
OG0000586	NB626_RS01785	DR088_RS02345
OG0000587	NB626_RS02010	DR088_RS03785
OG0000588	NB626_RS01755	DR088_RS02370
OG0000589	NB626_RS02290	DR088_RS03680
OG0000591	NB626_RS02025	DR088_RS00500
OG0000593	NB626_RS03735	DR088_RS02110
OG0000595	NB626_RS03190	DR088_RS03435
OG0000597	NB626_RS03185	DR088_RS03445
OG0000604	NB626_RS02985	DR088_RS03755
OG0000607	NB626_RS01330	DR088_RS00915
OG0000608	NB626_RS01940	DR088_RS00415
OG0000611	NB626_RS00095	DR088_RS01940
OG0000613	NB626_RS02020	DR088_RS03790
OG0000617	NB626_RS01770	DR088_RS02360
OG0000620	NB626_RS02005	DR088_RS00480
