Gene clusters,Quantity of genomes of gene cluster has hits,Quantity of genes in gene cluster,Quantity maxima of paralogs,SCG,Functional homogeneity index,Geometric homogeneity index,Combined homogeneity index,Distribution layer,Copy-number class,Conservation pattern,Diversity type
GC_00000208,35,35,1,1,0.997855042380211,0.754458510542314,0.85925287487016,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000209,35,35,1,1,0.995704948646125,1.0,0.997847852531113,Core,Single copies-gene,Heterogeneous,Functional
GC_00000210,35,35,1,1,0.999469568439322,0.990685308606199,0.995058052287622,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000211,35,35,1,1,0.996430307660254,1.0,0.998211962458169,Core,Single copies-gene,Heterogeneous,Functional
GC_00000212,35,35,1,1,0.995894196604816,0.986840744244716,0.99134680074322,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000213,35,35,1,1,0.990092879256966,1.0,0.995021779713752,Core,Single copies-gene,Heterogeneous,Functional
GC_00000214,35,35,1,1,0.998288770053476,1.0,0.999143652322843,Core,Single copies-gene,Heterogeneous,Functional
GC_00000215,35,35,1,1,0.99896058173893,1.0,0.999480020631439,Core,Single copies-gene,Heterogeneous,Functional
GC_00000216,35,35,1,1,0.996898553235727,1.0,0.998446868139973,Core,Single copies-gene,Heterogeneous,Functional
GC_00000217,35,35,1,1,0.9953097518077,1.0,0.997649363369246,Core,Single copies-gene,Heterogeneous,Functional
GC_00000218,35,35,1,1,0.997742912193779,1.0,0.998870181046598,Core,Single copies-gene,Heterogeneous,Functional
GC_00000219,35,35,1,1,0.996825425510447,0.984293480985773,0.990519816648546,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000220,35,35,1,1,0.996884405152896,0.998421227894912,0.9976522246787,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000221,35,35,1,1,0.996195287931123,1.0,0.998094018109411,Core,Single copies-gene,Heterogeneous,Functional
GC_00000222,35,35,1,1,0.995417114214107,1.0,0.997703294337185,Core,Single copies-gene,Heterogeneous,Functional
GC_00000223,35,35,1,1,0.998208193037337,0.992281002689954,0.995235773001524,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000224,35,35,1,1,0.99741519439337,0.970889192886456,0.983973453816822,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000225,35,35,1,1,0.998418586653881,0.994047214738966,0.996228105408995,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000226,35,35,1,1,0.996712939319374,1.0,0.998353764020908,Core,Single copies-gene,Heterogeneous,Functional
GC_00000227,35,35,1,1,0.995565328935312,1.0,0.997777736964866,Core,Single copies-gene,Heterogeneous,Functional
GC_00000228,35,35,1,1,0.99640153735913,1.0,0.99819752561119,Core,Single copies-gene,Heterogeneous,Functional
GC_00000229,35,35,1,1,0.998452903260752,0.996981451919029,0.997716635059126,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000230,34,35,2,0,0.997936223669796,1.0,0.99896704594183,Shell,Multiple copies-gene,Heterogeneous,Functional
GC_00000231,35,35,1,1,0.995374678797139,1.0,0.997681978601809,Core,Single copies-gene,Heterogeneous,Functional
GC_00000232,35,35,1,1,0.995054051362625,0.919965394714267,0.956037595335303,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000233,35,35,1,1,0.995481024268114,1.0,0.997735395287187,Core,Single copies-gene,Heterogeneous,Functional
GC_00000234,35,35,1,1,0.992121648659464,0.94847406412624,0.969806998966178,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000235,35,35,1,1,0.994392823208579,1.0,0.997188529397934,Core,Single copies-gene,Heterogeneous,Functional
GC_00000236,35,35,1,1,0.995455960161843,1.0,0.997722806251365,Core,Single copies-gene,Heterogeneous,Functional
GC_00000237,35,35,1,1,0.993467713882939,1.0,0.996723154294615,Core,Single copies-gene,Heterogeneous,Functional
GC_00000238,35,35,1,1,0.995471377405451,1.0,0.997730549961365,Core,Single copies-gene,Heterogeneous,Functional
GC_00000239,35,35,1,1,0.996290224196536,0.992716488072101,0.994500145589626,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000240,35,35,1,1,0.996243203163618,1.0,0.998118066561014,Core,Single copies-gene,Heterogeneous,Functional
GC_00000241,35,35,1,1,0.996903894301083,1.0,0.998449546967306,Core,Single copies-gene,Heterogeneous,Functional
GC_00000242,35,35,1,1,0.996269416857652,1.0,0.99813122261412,Core,Single copies-gene,Heterogeneous,Functional
GC_00000243,35,35,1,1,0.998536414565826,1.0,0.999267671370155,Core,Single copies-gene,Heterogeneous,Functional
GC_00000244,35,35,1,1,0.997826330532213,1.0,0.998911982771191,Core,Single copies-gene,Heterogeneous,Functional
GC_00000245,35,35,1,1,0.995876611514171,1.0,0.997934046392427,Core,Single copies-gene,Heterogeneous,Functional
GC_00000246,34,35,2,0,0.994293987395674,0.956181808691856,0.974865543214121,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000247,35,35,1,1,0.993524468610974,1.0,0.996751717126633,Core,Single copies-gene,Heterogeneous,Functional
GC_00000248,35,35,1,1,0.993556095423952,1.0,0.996767633180305,Core,Single copies-gene,Heterogeneous,Functional
GC_00000249,35,35,1,1,0.985823894775301,1.0,0.992861348248455,Core,Single copies-gene,Heterogeneous,Functional
GC_00000250,35,35,1,1,0.997701831662033,1.0,0.998849593917599,Core,Single copies-gene,Heterogeneous,Functional
GC_00000251,35,35,1,1,0.998040999839426,1.0,0.999019539558632,Core,Single copies-gene,Heterogeneous,Functional
GC_00000252,35,35,1,1,0.993674320121749,1.0,0.996827124764358,Core,Single copies-gene,Heterogeneous,Functional
GC_00000253,35,35,1,1,0.998510017114668,1.0,0.999254453131297,Core,Single copies-gene,Heterogeneous,Functional
GC_00000254,35,35,1,1,0.994413213561287,1.0,0.997198781876932,Core,Single copies-gene,Heterogeneous,Functional
GC_00000255,35,35,1,1,0.998827554974085,1.0,0.999413433628631,Core,Single copies-gene,Heterogeneous,Functional
GC_00000256,35,35,1,1,0.997639711622354,1.0,0.998818461425294,Core,Single copies-gene,Heterogeneous,Functional
GC_00000257,35,35,1,1,0.992402628626382,1.0,0.996186829276141,Core,Single copies-gene,Heterogeneous,Functional
GC_00000258,35,35,1,1,0.998125944938645,1.0,0.999062093625228,Core,Single copies-gene,Heterogeneous,Functional
GC_00000259,35,35,1,1,0.993997951603549,1.0,0.996989942546519,Core,Single copies-gene,Heterogeneous,Functional
GC_00000260,35,35,1,1,0.995317000039452,1.0,0.997653004529879,Core,Single copies-gene,Heterogeneous,Functional
GC_00000261,35,35,1,1,0.991498137716625,1.0,0.995730921298715,Core,Single copies-gene,Heterogeneous,Functional
GC_00000262,35,35,1,1,0.995780182576628,1.0,0.997885630160971,Core,Single copies-gene,Heterogeneous,Functional
GC_00000263,35,35,1,1,0.995260504201681,1.0,0.997624623056318,Core,Single copies-gene,Heterogeneous,Functional
GC_00000264,35,35,1,1,0.992117410344419,1.0,0.996043109901731,Core,Single copies-gene,Heterogeneous,Functional
GC_00000265,35,35,1,1,0.997517896047308,1.0,0.99875740589979,Core,Single copies-gene,Heterogeneous,Functional
GC_00000266,35,35,1,1,0.994770143351458,1.0,0.997378215898221,Core,Single copies-gene,Heterogeneous,Functional
GC_00000267,35,35,1,1,0.994338018288036,0.996885813148789,0.995610285751316,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000268,35,35,1,1,0.995828178987331,1.0,0.99790972937621,Core,Single copies-gene,Heterogeneous,Functional
GC_00000269,35,35,1,1,0.976566385072778,0.882745770696557,0.927288990772744,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000270,35,35,1,1,0.993518575313337,1.0,0.996748751294859,Core,Single copies-gene,Heterogeneous,Functional
GC_00000271,35,35,1,1,0.995915717022175,0.940996556725455,0.967677548651576,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000272,35,35,1,1,0.995943762120233,1.0,0.997967759434535,Core,Single copies-gene,Heterogeneous,Functional
GC_00000273,35,35,1,1,0.994707990723171,1.0,0.997346975446311,Core,Single copies-gene,Heterogeneous,Functional
GC_00000274,35,35,1,1,0.983482142857143,1.0,0.991672293495386,Core,Single copies-gene,Heterogeneous,Functional
GC_00000275,35,35,1,1,0.99406057681587,0.998379547258645,0.996215380966679,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000276,35,35,1,1,0.992518461930227,1.0,0.99624518506969,Core,Single copies-gene,Heterogeneous,Functional
GC_00000277,35,35,1,1,0.989822595704949,1.0,0.994885270517573,Core,Single copies-gene,Heterogeneous,Functional
GC_00000278,35,35,1,1,0.991041507512096,1.0,0.995500599834758,Core,Single copies-gene,Heterogeneous,Functional
GC_00000279,35,35,1,1,0.993834879923533,0.98439469680504,0.989092263916579,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000280,35,35,1,1,0.994321443747778,1.0,0.997152637419597,Core,Single copies-gene,Heterogeneous,Functional
GC_00000281,35,35,1,1,0.996409429646222,1.0,0.998201485977546,Core,Single copies-gene,Heterogeneous,Functional
GC_00000282,35,35,1,1,0.997146433041302,1.0,0.998571177900885,Core,Single copies-gene,Heterogeneous,Functional
GC_00000283,35,35,1,1,0.989120391370233,0.982405941144296,0.985751732516539,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000284,35,35,1,1,0.996381886087768,1.0,0.998187664425607,Core,Single copies-gene,Heterogeneous,Functional
GC_00000285,35,35,1,1,0.993483205247911,1.0,0.996730950762498,Core,Single copies-gene,Heterogeneous,Functional
GC_00000286,35,35,1,1,0.981506829535938,1.0,0.990667117474234,Core,Single copies-gene,Heterogeneous,Functional
GC_00000287,35,35,1,1,0.997113796208819,1.0,0.998554812551663,Core,Single copies-gene,Heterogeneous,Functional
GC_00000288,35,35,1,1,0.987924563130692,0.993618491600144,0.990763346664691,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000289,35,35,1,1,0.996034492228264,1.0,0.998013306990848,Core,Single copies-gene,Heterogeneous,Functional
GC_00000290,35,35,1,1,0.996445725264169,1.0,0.998219698792282,Core,Single copies-gene,Heterogeneous,Functional
GC_00000291,35,35,1,1,0.989915966386555,1.0,0.994932432432432,Core,Single copies-gene,Heterogeneous,Functional
GC_00000292,35,35,1,1,0.994463374146603,0.983495857547796,0.988949209148614,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000293,35,35,1,1,0.994955515245746,1.0,0.997471379829924,Core,Single copies-gene,Heterogeneous,Functional
GC_00000294,35,35,1,1,0.995737145432886,1.0,0.997864020030459,Core,Single copies-gene,Heterogeneous,Functional
GC_00000295,35,35,1,1,0.994404941463765,1.0,0.997194622606516,Core,Single copies-gene,Heterogeneous,Functional
GC_00000296,35,35,1,1,0.994372997817912,0.989129371799161,0.99174425373191,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000297,35,35,1,1,0.996128024980484,1.0,0.998060257172356,Core,Single copies-gene,Heterogeneous,Functional
GC_00000298,35,35,1,1,0.988646336721657,0.977701909740745,0.983143665634955,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000299,35,35,1,1,0.998063492063492,1.0,0.999030807607366,Core,Single copies-gene,Heterogeneous,Functional
GC_00000300,35,35,1,1,0.997324562283147,1.0,0.998660489252786,Core,Single copies-gene,Heterogeneous,Functional
GC_00000301,35,35,1,1,0.993973441882794,0.929152321403277,0.960470447195836,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000302,35,35,1,1,0.989203645259009,1.0,0.994572524152204,Core,Single copies-gene,Heterogeneous,Functional
GC_00000303,35,35,1,1,0.992590243644628,1.0,0.996281344657284,Core,Single copies-gene,Heterogeneous,Functional
GC_00000304,35,35,1,1,0.99255481502946,1.0,0.996263498040615,Core,Single copies-gene,Heterogeneous,Functional
GC_00000305,35,35,1,1,0.990227824463119,1.0,0.995089921155375,Core,Single copies-gene,Heterogeneous,Functional
GC_00000306,35,35,1,1,0.994337569738639,1.0,0.997160746331373,Core,Single copies-gene,Heterogeneous,Functional
GC_00000307,35,35,1,1,0.993102717194307,0.998962695393666,0.996024087263638,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000308,35,35,1,1,0.986068857922916,1.0,0.992985569447147,Core,Single copies-gene,Heterogeneous,Functional
GC_00000309,34,35,2,0,0.995656268400617,0.960848715651332,0.977942867021625,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000310,35,35,1,1,0.994047469094704,1.0,0.997014849948383,Core,Single copies-gene,Heterogeneous,Functional
GC_00000311,35,35,1,1,0.993492781728076,1.0,0.996735770336583,Core,Single copies-gene,Heterogeneous,Functional
GC_00000312,35,35,1,1,0.993929512103349,1.0,0.996955515297907,Core,Single copies-gene,Heterogeneous,Functional
GC_00000313,35,35,1,1,0.995649805865866,0.975853835069352,0.985652434280427,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000314,35,35,1,1,0.989499270782693,1.0,0.994721923565634,Core,Single copies-gene,Heterogeneous,Functional
GC_00000315,35,35,1,1,0.996180610609024,1.0,0.998086651392826,Core,Single copies-gene,Heterogeneous,Functional
GC_00000316,35,35,1,1,0.997121286187605,1.0,0.998558568359216,Core,Single copies-gene,Heterogeneous,Functional
GC_00000317,35,35,1,1,0.997179995593743,1.0,0.998588006883466,Core,Single copies-gene,Heterogeneous,Functional
GC_00000318,35,35,1,1,0.995580538658344,0.98943260083298,0.992497049118631,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000319,35,35,1,1,0.995964446384614,1.0,0.997978143537228,Core,Single copies-gene,Heterogeneous,Functional
GC_00000320,35,35,1,1,0.995117622436166,0.988411005272443,0.991752975799196,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000321,35,35,1,1,0.99645390070922,1.0,0.998223801065719,Core,Single copies-gene,Heterogeneous,Functional
GC_00000322,35,35,1,1,0.994948240165631,1.0,0.997467723857362,Core,Single copies-gene,Heterogeneous,Functional
GC_00000323,35,35,1,1,0.997407018362901,1.0,0.998701826110922,Core,Single copies-gene,Heterogeneous,Functional
GC_00000324,35,35,1,1,0.989361234689954,1.0,0.994652170191854,Core,Single copies-gene,Heterogeneous,Functional
GC_00000325,35,35,1,1,0.995736627984527,1.0,0.997863760199772,Core,Single copies-gene,Heterogeneous,Functional
GC_00000326,35,35,1,1,0.995025210084034,1.0,0.997506402480119,Core,Single copies-gene,Heterogeneous,Functional
GC_00000327,35,35,1,1,0.989214758751183,1.0,0.994578141348806,Core,Single copies-gene,Heterogeneous,Functional
GC_00000328,35,35,1,1,0.993201376936317,1.0,0.996589093735158,Core,Single copies-gene,Heterogeneous,Functional
GC_00000329,35,35,1,1,0.99672469670462,1.0,0.998359662050164,Core,Single copies-gene,Heterogeneous,Functional
GC_00000330,35,35,1,1,0.987886332984372,0.974357204486626,0.981075128928968,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000331,35,35,1,1,0.996961440826331,1.0,0.998478408690549,Core,Single copies-gene,Heterogeneous,Functional
GC_00000332,35,35,1,1,0.990087048474806,0.957166018531671,0.973348245531613,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000333,35,35,1,1,0.991721431547259,0.979398402996598,0.985521396774595,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000334,35,35,1,1,0.97747194108513,0.989446183878956,0.983422613966809,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000335,35,35,1,1,0.990458118731363,1.0,0.995206188375007,Core,Single copies-gene,Heterogeneous,Functional
GC_00000336,35,35,1,1,0.996562544839762,1.0,0.998278313309482,Core,Single copies-gene,Heterogeneous,Functional
GC_00000337,35,35,1,1,0.995261563589057,0.986687714523757,0.990956093958254,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000338,35,35,1,1,0.989343298673927,0.982458592721421,0.985888926443545,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000339,35,35,1,1,0.990786809773414,1.0,0.995372085960508,Core,Single copies-gene,Heterogeneous,Functional
GC_00000340,35,35,1,1,0.994368947579032,1.0,0.997176524219451,Core,Single copies-gene,Heterogeneous,Functional
GC_00000341,35,35,1,1,0.993640361172402,1.0,0.996810037080179,Core,Single copies-gene,Heterogeneous,Functional
GC_00000342,35,35,1,1,0.990933454462866,0.979164053328186,0.985013598578969,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000343,35,35,1,1,0.989578718646499,0.995885253683063,0.9927219702731,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000344,35,35,1,1,0.992540385329759,1.0,0.996256229120793,Core,Single copies-gene,Heterogeneous,Functional
GC_00000345,35,35,1,1,0.985251288760143,0.934649094747616,0.959283338915868,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000346,35,35,1,1,0.997739594354432,0.975106813809862,0.986293380809271,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000347,35,35,1,1,0.993306796402772,1.0,0.99664216085085,Core,Single copies-gene,Heterogeneous,Functional
GC_00000348,35,35,1,1,0.994369341939674,1.0,0.997176722514773,Core,Single copies-gene,Heterogeneous,Functional
GC_00000349,35,35,1,1,0.997359977916853,1.0,0.998678244226211,Core,Single copies-gene,Heterogeneous,Functional
GC_00000350,35,35,1,1,0.994758192680864,0.972509226575756,0.983507896409451,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000351,35,35,1,1,0.993516924842226,1.0,0.9967479206838,Core,Single copies-gene,Heterogeneous,Functional
GC_00000352,35,35,1,1,0.9960755584285,1.0,0.998033921333825,Core,Single copies-gene,Heterogeneous,Functional
GC_00000353,35,35,1,1,0.996286981946063,1.0,0.998140037936671,Core,Single copies-gene,Heterogeneous,Functional
GC_00000354,35,35,1,1,0.990040908449711,1.0,0.994995534258616,Core,Single copies-gene,Heterogeneous,Functional
GC_00000355,35,35,1,1,0.983723740336881,0.98743506206268,0.985575907338977,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000356,35,35,1,1,0.996537016534476,1.0,0.998265505003491,Core,Single copies-gene,Heterogeneous,Functional
GC_00000357,35,35,1,1,0.993752541495693,0.990046830366072,0.991896224821062,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000358,35,35,1,1,0.989864381733244,0.979150118465233,0.984478099618792,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000359,35,35,1,1,0.99014882846837,0.997512890506523,0.993817217978636,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000360,35,35,1,1,0.992835792917511,0.993966836734691,0.993400992886695,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000361,35,35,1,1,0.9916581266653,1.0,0.995811593755467,Core,Single copies-gene,Heterogeneous,Functional
GC_00000362,35,35,1,1,0.989156743150353,0.993989203126256,0.991567085354437,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000363,35,35,1,1,0.990797240980302,0.985974815458097,0.988380145955779,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000364,35,35,1,1,0.990175842199998,1.0,0.99506367347463,Core,Single copies-gene,Heterogeneous,Functional
GC_00000365,35,35,1,1,0.992787114845938,1.0,0.996380503918192,Core,Single copies-gene,Heterogeneous,Functional
GC_00000366,35,35,1,1,0.989148655571178,1.0,0.994544729274793,Core,Single copies-gene,Heterogeneous,Functional
GC_00000367,35,35,1,1,0.991379183252248,1.0,0.995670931573327,Core,Single copies-gene,Heterogeneous,Functional
GC_00000368,35,35,1,1,0.975664319781967,1.0,0.987682279841588,Core,Single copies-gene,Heterogeneous,Functional
GC_00000369,35,35,1,1,0.994947544235085,1.0,0.997467374127448,Core,Single copies-gene,Heterogeneous,Functional
GC_00000370,35,35,1,1,0.995671959635589,1.0,0.997831286678397,Core,Single copies-gene,Heterogeneous,Functional
GC_00000371,35,35,1,1,0.994382088499736,1.0,0.997183131791717,Core,Single copies-gene,Heterogeneous,Functional
GC_00000372,35,35,1,1,0.995087719298246,1.0,0.997537812170243,Core,Single copies-gene,Heterogeneous,Functional
GC_00000373,35,35,1,1,0.991101910492798,1.0,0.995531072789238,Core,Single copies-gene,Heterogeneous,Functional
GC_00000374,35,35,1,1,0.993991419352551,1.0,0.996986656718212,Core,Single copies-gene,Heterogeneous,Functional
GC_00000375,35,35,1,1,0.994700244314978,1.0,0.99734308164842,Core,Single copies-gene,Heterogeneous,Functional
GC_00000376,35,35,1,1,0.995014762661822,1.0,0.997501152657373,Core,Single copies-gene,Heterogeneous,Functional
GC_00000377,35,35,1,1,0.994879711511849,0.974814819447009,0.984745066918371,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000378,35,35,1,1,0.998397391743583,1.0,0.999198053268565,Core,Single copies-gene,Heterogeneous,Functional
GC_00000379,35,35,1,1,0.986925317390638,1.0,0.993419640640277,Core,Single copies-gene,Heterogeneous,Functional
GC_00000380,35,35,1,1,0.989950574824524,1.0,0.994949912172386,Core,Single copies-gene,Heterogeneous,Functional
GC_00000381,35,35,1,1,0.989700391981463,0.921524333468197,0.954396395054332,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000382,35,35,1,1,0.995700066518982,1.0,0.99784540094318,Core,Single copies-gene,Heterogeneous,Functional
GC_00000383,35,35,1,1,0.979012294573002,1.0,0.989394858493526,Core,Single copies-gene,Heterogeneous,Functional
GC_00000384,35,35,1,1,0.995448223542799,0.999873577749686,0.997655993227338,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000385,35,35,1,1,0.986913849509269,1.0,0.993413830954994,Core,Single copies-gene,Heterogeneous,Functional
GC_00000386,35,35,1,1,0.993173968616573,1.0,0.996575295738904,Core,Single copies-gene,Heterogeneous,Functional
GC_00000387,35,35,1,1,0.993935488305752,1.0,0.996958521612251,Core,Single copies-gene,Heterogeneous,Functional
GC_00000388,35,35,1,1,0.995654175541356,0.990280690972736,0.992960163548231,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000389,35,35,1,1,0.993930628631274,1.0,0.996956076965982,Core,Single copies-gene,Heterogeneous,Functional
GC_00000390,35,35,1,1,0.993486818120988,1.0,0.996732769025706,Core,Single copies-gene,Heterogeneous,Functional
GC_00000391,35,35,1,1,0.992907254644977,1.0,0.996441005802708,Core,Single copies-gene,Heterogeneous,Functional
GC_00000392,35,35,1,1,0.994142521873614,1.0,0.997062658229221,Core,Single copies-gene,Heterogeneous,Functional
GC_00000393,35,35,1,1,0.997910495791006,1.0,0.998954155246996,Core,Single copies-gene,Heterogeneous,Functional
GC_00000394,35,35,1,1,0.976840984327615,1.0,0.988284836334339,Core,Single copies-gene,Heterogeneous,Functional
GC_00000395,35,35,1,1,0.994102142702099,0.978720541740475,0.986351378989414,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000396,35,35,1,1,0.992678140775027,1.0,0.996325618736338,Core,Single copies-gene,Heterogeneous,Functional
GC_00000397,35,35,1,1,0.993075676973943,0.980974081027069,0.986987785552413,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000398,34,35,2,0,0.917069963944438,0.925897122485358,0.921462403735935,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000399,35,35,1,1,0.995111895133559,0.996471978784199,0.995791472547723,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000400,35,35,1,1,0.996688899775157,1.0,0.998341704496271,Core,Single copies-gene,Heterogeneous,Functional
GC_00000401,35,35,1,1,0.993791170754571,0.995420525365188,0.994605180761257,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000402,35,35,1,1,0.981711709073874,1.0,0.990771467493285,Core,Single copies-gene,Heterogeneous,Functional
GC_00000403,35,35,1,1,0.9722350478653,1.0,0.985922087651392,Core,Single copies-gene,Heterogeneous,Functional
GC_00000404,35,35,1,1,0.993668093940574,1.0,0.99682399187775,Core,Single copies-gene,Heterogeneous,Functional
GC_00000405,35,35,1,1,0.993423088826989,0.995546218487395,0.994483520487479,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000406,35,35,1,1,0.988478581114128,0.732824396144806,0.841666143470648,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000407,35,35,1,1,0.992734392745318,0.987509033967715,0.990114819160079,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000408,34,35,2,0,0.96355976112477,0.923637127729575,0.943176173527241,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000409,35,35,1,1,0.994717468139088,1.0,0.997351739308805,Core,Single copies-gene,Heterogeneous,Functional
GC_00000410,35,35,1,1,0.994951287816038,0.988513814456692,0.991722104503549,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000411,35,35,1,1,0.984236445040858,0.733953342258441,0.840865931982716,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000412,35,35,1,1,0.987568232339682,0.945008982821613,0.965819987308885,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000413,35,35,1,1,0.936111460711867,0.979882049699133,0.957496788882576,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000414,35,35,1,1,0.991270227099104,1.0,0.995615977790411,Core,Single copies-gene,Heterogeneous,Functional
GC_00000415,35,35,1,1,0.992369991474851,1.0,0.99617038574271,Core,Single copies-gene,Heterogeneous,Functional
GC_00000416,35,35,1,1,0.991537460054444,0.973153384168973,0.982259410043409,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000417,34,35,2,0,0.994799411784145,0.958420288823767,0.97627106594013,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000418,35,35,1,1,0.992588345930832,1.0,0.996280388729411,Core,Single copies-gene,Heterogeneous,Functional
GC_00000419,35,35,1,1,0.989987189799506,0.851459049224568,0.91551252869367,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000420,35,35,1,1,0.992045919302749,0.967762815079886,0.979753926706909,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000421,35,35,1,1,0.987141831995497,0.98606444437993,0.986602844056257,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000422,35,35,1,1,0.986680889972569,1.0,0.993295797984137,Core,Single copies-gene,Heterogeneous,Functional
GC_00000423,34,35,2,0,0.99465936214669,0.957925539722072,0.975946915713702,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000424,35,35,1,1,0.993925660151701,1.0,0.99695357757328,Core,Single copies-gene,Heterogeneous,Functional
GC_00000425,35,35,1,1,0.991484924841428,0.986862059342214,0.989168090894358,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000426,35,35,1,1,0.994482634337796,0.811101558319856,0.893479703370844,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000427,35,35,1,1,0.990790861799265,1.0,0.995374130765091,Core,Single copies-gene,Heterogeneous,Functional
GC_00000428,34,35,2,0,0.994002332919357,0.986045066571147,0.99000771071192,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000429,35,35,1,1,0.983251391843044,1.0,0.991554974711808,Core,Single copies-gene,Heterogeneous,Functional
GC_00000430,35,35,1,1,0.996948738343074,1.0,0.998472038065705,Core,Single copies-gene,Heterogeneous,Functional
GC_00000431,35,35,1,1,0.980631350211651,0.999580638397395,0.99001532837461,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000432,35,35,1,1,0.986443446304614,0.983873986972692,0.985157041243322,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
