Gene clusters,Quantity of genomes of gene cluster has hits,Quantity of genes in gene cluster,Quantity maxima of paralogs,SCG,Functional homogeneity index,Geometric homogeneity index,Combined homogeneity index,Distribution layer,Copy-number class,Conservation pattern,Diversity type
GC_00000252,8,8,1,1,0.997970779220779,1.0,0.998984359130611,Core,Single copies-gene,Heterogeneous,Functional
GC_00000253,8,8,1,1,0.995950610727562,1.0,0.997971197658563,Core,Single copies-gene,Heterogeneous,Functional
GC_00000254,8,8,1,1,0.999551195742771,0.963252528990872,0.981066221774906,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000255,8,8,1,1,0.999193311821649,1.0,0.999596493158725,Core,Single copies-gene,Heterogeneous,Functional
GC_00000256,8,8,1,1,0.999421418051757,1.0,0.999710625312393,Core,Single copies-gene,Heterogeneous,Functional
GC_00000257,8,8,1,1,0.999445611577965,1.0,0.999722728931047,Core,Single copies-gene,Heterogeneous,Functional
GC_00000258,8,8,1,1,0.998560962846677,1.0,0.999279963343588,Core,Single copies-gene,Heterogeneous,Functional
GC_00000259,8,8,1,1,0.998075546007877,1.0,0.999036846231381,Core,Single copies-gene,Heterogeneous,Functional
GC_00000260,8,8,1,1,0.996651785714286,1.0,0.998323085522638,Core,Single copies-gene,Heterogeneous,Functional
GC_00000261,8,8,1,1,0.99929696287964,1.0,0.999648357831071,Core,Single copies-gene,Heterogeneous,Functional
GC_00000262,8,8,1,1,0.997089947089947,1.0,0.998542853358061,Core,Single copies-gene,Heterogeneous,Functional
GC_00000263,8,8,1,1,0.996362433862434,1.0,0.99817790293192,Core,Single copies-gene,Heterogeneous,Functional
GC_00000264,8,8,1,1,0.995637385388938,1.0,0.997813924191337,Core,Single copies-gene,Heterogeneous,Functional
GC_00000265,8,8,1,1,0.998490338164251,1.0,0.999244598882006,Core,Single copies-gene,Heterogeneous,Functional
GC_00000266,8,8,1,1,0.999625273838349,1.0,0.999812601807672,Core,Single copies-gene,Heterogeneous,Functional
GC_00000267,8,8,1,1,0.999158764148057,1.0,0.999579205080142,Core,Single copies-gene,Heterogeneous,Functional
GC_00000268,8,8,1,1,0.996772805507745,1.0,0.998383794849693,Core,Single copies-gene,Heterogeneous,Functional
GC_00000269,8,8,1,1,0.99836093857833,1.0,0.999179797107706,Core,Single copies-gene,Heterogeneous,Functional
GC_00000270,8,8,1,1,0.995850100603622,1.0,0.997920735933464,Core,Single copies-gene,Heterogeneous,Functional
GC_00000271,8,8,1,1,0.996469622331691,1.0,0.998231689764362,Core,Single copies-gene,Heterogeneous,Functional
GC_00000272,8,8,1,1,0.995606575963719,1.0,0.997798451814502,Core,Single copies-gene,Heterogeneous,Functional
GC_00000273,8,8,1,1,0.999497158948057,1.0,0.999748516245851,Core,Single copies-gene,Heterogeneous,Functional
GC_00000274,8,8,1,1,0.999462134251291,1.0,0.999730994781299,Core,Single copies-gene,Heterogeneous,Functional
GC_00000275,8,8,1,1,0.999271137026239,1.0,0.999635435654393,Core,Single copies-gene,Heterogeneous,Functional
GC_00000276,8,8,1,1,0.997136118598383,1.0,0.998566005904682,Core,Single copies-gene,Heterogeneous,Functional
GC_00000277,8,8,1,1,0.995380241648898,1.0,0.997684772929653,Core,Single copies-gene,Heterogeneous,Functional
GC_00000278,8,8,1,1,0.998653984206748,1.0,0.999326538858708,Core,Single copies-gene,Heterogeneous,Functional
GC_00000279,8,8,1,1,0.993386243386243,1.0,0.996682149966822,Core,Single copies-gene,Heterogeneous,Functional
GC_00000280,8,8,1,1,0.99692118226601,1.0,0.998458217699661,Core,Single copies-gene,Heterogeneous,Functional
GC_00000281,8,8,1,1,0.998681687440077,1.0,0.999340408946453,Core,Single copies-gene,Heterogeneous,Functional
GC_00000282,8,8,1,1,0.999499961535503,1.0,0.999749918242502,Core,Single copies-gene,Heterogeneous,Functional
GC_00000283,8,8,1,1,0.997800207039337,1.0,0.998898892415312,Core,Single copies-gene,Heterogeneous,Functional
GC_00000284,8,8,1,1,0.997734934681837,1.0,0.998866183256427,Core,Single copies-gene,Heterogeneous,Functional
GC_00000285,8,8,1,1,0.999466950959488,1.0,0.999733404425487,Core,Single copies-gene,Heterogeneous,Functional
GC_00000286,8,8,1,1,0.999128919860627,1.0,0.999564270152505,Core,Single copies-gene,Heterogeneous,Functional
GC_00000287,8,8,1,1,0.99637632532546,0.996655965757091,0.996516125923236,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000288,8,8,1,1,0.997915664582331,1.0,0.998956745044539,Core,Single copies-gene,Heterogeneous,Functional
GC_00000289,8,8,1,1,0.999019405450041,1.0,0.999509462215682,Core,Single copies-gene,Heterogeneous,Functional
GC_00000290,8,8,1,1,0.996392496392496,1.0,0.998192988796531,Core,Single copies-gene,Heterogeneous,Functional
GC_00000291,8,8,1,1,0.99805900621118,1.0,0.999028560326404,Core,Single copies-gene,Heterogeneous,Functional
GC_00000292,8,8,1,1,0.998268398268398,1.0,0.999133448873484,Core,Single copies-gene,Heterogeneous,Functional
GC_00000293,8,8,1,1,0.999222395023328,0.98634497404436,0.992741926199765,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000294,8,8,1,1,0.994047619047619,1.0,0.997014925373134,Core,Single copies-gene,Heterogeneous,Functional
GC_00000295,8,8,1,1,0.998911753066878,1.0,0.999455580301905,Core,Single copies-gene,Heterogeneous,Functional
GC_00000296,8,8,1,1,0.999050151975684,1.0,0.999524850327853,Core,Single copies-gene,Heterogeneous,Functional
GC_00000297,8,8,1,1,0.997749099639856,1.0,0.998873281754676,Core,Single copies-gene,Heterogeneous,Functional
GC_00000298,8,8,1,1,0.996227364185111,1.0,0.998110117172735,Core,Single copies-gene,Heterogeneous,Functional
GC_00000299,8,8,1,1,0.991758241758242,1.0,0.995862068965517,Core,Single copies-gene,Heterogeneous,Functional
GC_00000300,8,8,1,1,0.998325892857143,1.0,0.99916224518291,Core,Single copies-gene,Heterogeneous,Functional
GC_00000301,8,8,1,1,0.999293924466338,1.0,0.999646837553488,Core,Single copies-gene,Heterogeneous,Functional
GC_00000302,8,8,1,1,0.997575953458306,1.0,0.998786505946121,Core,Single copies-gene,Heterogeneous,Functional
GC_00000303,8,8,1,1,0.997790528953964,1.0,0.998894042686651,Core,Single copies-gene,Heterogeneous,Functional
GC_00000304,8,8,1,1,0.99897693452381,1.0,0.999488205462243,Core,Single copies-gene,Heterogeneous,Functional
GC_00000305,8,8,1,1,0.999098842724341,1.0,0.999549218249543,Core,Single copies-gene,Heterogeneous,Functional
GC_00000306,8,8,1,1,0.997744912943151,1.0,0.998871183682041,Core,Single copies-gene,Heterogeneous,Functional
GC_00000307,8,8,1,1,0.996850775193798,1.0,0.998422904282421,Core,Single copies-gene,Heterogeneous,Functional
GC_00000308,8,8,1,1,0.998774109186009,1.0,0.999386678660506,Core,Single copies-gene,Heterogeneous,Functional
GC_00000309,8,8,1,1,0.991365777080063,1.0,0.995664170279858,Core,Single copies-gene,Heterogeneous,Functional
GC_00000310,8,8,1,1,0.998145272601794,1.0,0.99907177549919,Core,Single copies-gene,Heterogeneous,Functional
GC_00000311,8,8,1,1,0.997496662216288,1.0,0.998746762469713,Core,Single copies-gene,Heterogeneous,Functional
GC_00000312,8,8,1,1,0.998616536458333,0.754292846170727,0.859427551683894,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000313,8,8,1,1,0.998706608811749,1.0,0.99935288592005,Core,Single copies-gene,Heterogeneous,Functional
GC_00000314,8,8,1,1,0.999228077398106,1.0,0.99961388967541,Core,Single copies-gene,Heterogeneous,Functional
GC_00000315,8,8,1,1,0.998826000988631,1.0,0.999412655723515,Core,Single copies-gene,Heterogeneous,Functional
GC_00000316,8,8,1,1,0.997628348214286,1.0,0.998812766254627,Core,Single copies-gene,Heterogeneous,Functional
GC_00000317,8,8,1,1,0.999178981937603,1.0,0.99958932238193,Core,Single copies-gene,Heterogeneous,Functional
GC_00000318,8,8,1,1,0.997501951600312,1.0,0.998749413787713,Core,Single copies-gene,Heterogeneous,Functional
GC_00000319,8,8,1,1,0.999073859689743,1.0,0.999536715311559,Core,Single copies-gene,Heterogeneous,Functional
GC_00000320,8,8,1,1,0.999455782312925,1.0,0.999727817093087,Core,Single copies-gene,Heterogeneous,Functional
GC_00000321,8,8,1,1,0.992104108787835,0.786715973702916,0.877552662736754,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000322,8,8,1,1,0.997806071068911,1.0,0.998901830881956,Core,Single copies-gene,Heterogeneous,Functional
GC_00000323,8,8,1,1,0.994466800804829,1.0,0.997225725094578,Core,Single copies-gene,Heterogeneous,Functional
GC_00000324,8,8,1,1,0.998039549948858,1.0,0.999018813190564,Core,Single copies-gene,Heterogeneous,Functional
GC_00000325,8,8,1,1,0.996517223910841,1.0,0.998255574233246,Core,Single copies-gene,Heterogeneous,Functional
GC_00000326,8,8,1,1,0.998942069166788,1.0,0.999470754630897,Core,Single copies-gene,Heterogeneous,Functional
GC_00000327,8,8,1,1,0.997114685568884,1.0,0.998555258517718,Core,Single copies-gene,Heterogeneous,Functional
GC_00000328,8,8,1,1,0.998227513227513,1.0,0.99911297048972,Core,Single copies-gene,Heterogeneous,Functional
GC_00000329,8,8,1,1,0.999044143204727,1.0,0.999521843077592,Core,Single copies-gene,Heterogeneous,Functional
GC_00000330,8,8,1,1,0.996796710652132,1.0,0.998395785945169,Core,Single copies-gene,Heterogeneous,Functional
GC_00000331,8,8,1,1,0.998549844867125,1.0,0.999274396314608,Core,Single copies-gene,Heterogeneous,Functional
GC_00000332,8,8,1,1,0.99737532808399,1.0,0.998685939553219,Core,Single copies-gene,Heterogeneous,Functional
GC_00000333,8,8,1,1,0.999055398121909,0.896415589314495,0.944956519410009,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000334,8,8,1,1,0.998022738507168,1.0,0.999010390895596,Core,Single copies-gene,Heterogeneous,Functional
GC_00000335,8,8,1,1,0.998257839721254,1.0,0.999128160418483,Core,Single copies-gene,Heterogeneous,Functional
GC_00000336,8,8,1,1,0.996697949252694,1.0,0.998346244233615,Core,Single copies-gene,Heterogeneous,Functional
GC_00000337,8,8,1,1,0.998438545616774,0.803825321597833,0.890624508015517,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000338,8,8,1,1,0.996638655462185,1.0,0.998316498316498,Core,Single copies-gene,Heterogeneous,Functional
GC_00000339,8,8,1,1,0.998827838827839,1.0,0.999413575722035,Core,Single copies-gene,Heterogeneous,Functional
GC_00000340,8,8,1,1,0.997212543554007,1.0,0.998604326587579,Core,Single copies-gene,Heterogeneous,Functional
GC_00000341,8,8,1,1,0.999185999185999,1.0,0.999592833876222,Core,Single copies-gene,Heterogeneous,Functional
GC_00000342,8,8,1,1,0.995947315096251,1.0,0.997969543147208,Core,Single copies-gene,Heterogeneous,Functional
GC_00000343,8,8,1,1,0.997827267789245,1.0,0.998912452419793,Core,Single copies-gene,Heterogeneous,Functional
GC_00000344,8,8,1,1,0.998235341301035,0.998322164558878,0.998278751042138,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000345,8,8,1,1,0.997516798130295,1.0,0.998756855575868,Core,Single copies-gene,Heterogeneous,Functional
GC_00000346,8,8,1,1,0.995251105906844,1.0,0.997619901535653,Core,Single copies-gene,Heterogeneous,Functional
GC_00000347,8,8,1,1,0.99909008189263,1.0,0.99954483386436,Core,Single copies-gene,Heterogeneous,Functional
GC_00000348,8,8,1,1,0.998145759432441,1.0,0.999072019366552,Core,Single copies-gene,Heterogeneous,Functional
GC_00000349,8,8,1,1,0.999384236453202,0.998435054773083,0.998909420130821,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000350,8,8,1,1,0.996268656716418,1.0,0.998130841121495,Core,Single copies-gene,Heterogeneous,Functional
GC_00000351,8,8,1,1,0.995510204081633,1.0,0.997750051135201,Core,Single copies-gene,Heterogeneous,Functional
GC_00000352,8,8,1,1,0.997297932330827,1.0,0.998647138403623,Core,Single copies-gene,Heterogeneous,Functional
GC_00000353,8,8,1,1,0.998567608861726,0.989628506869886,0.99407796237729,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000354,8,8,1,1,0.996724766461609,1.0,0.998359697043176,Core,Single copies-gene,Heterogeneous,Functional
GC_00000355,8,8,1,1,0.996827670896439,1.0,0.998411315533234,Core,Single copies-gene,Heterogeneous,Functional
GC_00000356,8,8,1,1,0.998606271777003,1.0,0.999302649930265,Core,Single copies-gene,Heterogeneous,Functional
GC_00000357,8,8,1,1,0.996615087040619,1.0,0.998304674255268,Core,Single copies-gene,Heterogeneous,Functional
GC_00000358,8,8,1,1,0.998845217099185,1.0,0.999422274976103,Core,Single copies-gene,Heterogeneous,Functional
GC_00000359,8,8,1,1,0.996306146572104,0.903477795612627,0.947624054580779,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000360,8,8,1,1,0.99468791500664,1.0,0.997336884154461,Core,Single copies-gene,Heterogeneous,Functional
GC_00000361,8,8,1,1,0.993220077815016,0.958036074841835,0.975310866805849,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000362,8,8,1,1,0.996995192307692,1.0,0.998495335540175,Core,Single copies-gene,Heterogeneous,Functional
GC_00000363,8,8,1,1,0.997718472004186,0.997814725742292,0.997766596551859,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000364,8,8,1,1,0.999512987012987,1.0,0.999756434196639,Core,Single copies-gene,Heterogeneous,Functional
GC_00000365,8,8,1,1,0.998597324126025,1.0,0.999298169842898,Core,Single copies-gene,Heterogeneous,Functional
GC_00000366,8,8,1,1,0.995332792207792,1.0,0.997660937658904,Core,Single copies-gene,Heterogeneous,Functional
GC_00000367,8,8,1,1,0.999288806431664,1.0,0.999644276721778,Core,Single copies-gene,Heterogeneous,Functional
GC_00000368,8,8,1,1,0.994903588504177,0.977631170925326,0.986191757116064,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000369,8,8,1,1,0.998374626603409,1.0,0.999186652304852,Core,Single copies-gene,Heterogeneous,Functional
GC_00000370,8,8,1,1,0.998332941084177,1.0,0.999165775191136,Core,Single copies-gene,Heterogeneous,Functional
GC_00000371,8,8,1,1,0.995967741935484,1.0,0.997979797979798,Core,Single copies-gene,Heterogeneous,Functional
GC_00000372,8,8,1,1,0.990715056249037,1.0,0.995335875055641,Core,Single copies-gene,Heterogeneous,Functional
GC_00000373,8,8,1,1,0.996106618748128,1.0,0.998049512378095,Core,Single copies-gene,Heterogeneous,Functional
GC_00000374,8,8,1,1,0.992947178871549,1.0,0.996461109856185,Core,Single copies-gene,Heterogeneous,Functional
GC_00000375,8,8,1,1,0.997419247419247,1.0,0.998707956487309,Core,Single copies-gene,Heterogeneous,Functional
GC_00000376,8,8,1,1,0.999033115784385,1.0,0.999516324062878,Core,Single copies-gene,Heterogeneous,Functional
GC_00000377,8,8,1,1,0.993748850891708,1.0,0.99686462559941,Core,Single copies-gene,Heterogeneous,Functional
GC_00000378,8,8,1,1,0.995181405895692,1.0,0.997584884216508,Core,Single copies-gene,Heterogeneous,Functional
GC_00000379,8,8,1,1,0.994588744588745,1.0,0.997287032013022,Core,Single copies-gene,Heterogeneous,Functional
GC_00000380,8,8,1,1,0.997609085475194,1.0,0.998803111909036,Core,Single copies-gene,Heterogeneous,Functional
GC_00000381,8,8,1,1,0.988713667285096,1.0,0.994324807587655,Core,Single copies-gene,Heterogeneous,Functional
GC_00000382,8,8,1,1,0.997370727432077,1.0,0.998683633172444,Core,Single copies-gene,Heterogeneous,Functional
GC_00000383,8,8,1,1,0.998103816070159,0.997871333964048,0.997987561477874,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000384,8,8,1,1,0.99749528524281,1.0,0.998746072255742,Core,Single copies-gene,Heterogeneous,Functional
GC_00000385,8,8,1,1,0.994864612511671,1.0,0.997425696232155,Core,Single copies-gene,Heterogeneous,Functional
GC_00000386,8,8,1,1,0.99746835443038,1.0,0.99873257287706,Core,Single copies-gene,Heterogeneous,Functional
GC_00000387,8,8,1,1,0.997033830367164,1.0,0.998514712376059,Core,Single copies-gene,Heterogeneous,Functional
GC_00000388,8,8,1,1,0.996249874156851,1.0,0.99812141461262,Core,Single copies-gene,Heterogeneous,Functional
GC_00000389,8,8,1,1,0.996371275783041,1.0,0.998182339998087,Core,Single copies-gene,Heterogeneous,Functional
GC_00000390,8,8,1,1,0.998638796603913,0.967232856209286,0.982684962345698,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000391,8,8,1,1,0.998116997238263,1.0,0.999057611358924,Core,Single copies-gene,Heterogeneous,Functional
GC_00000392,8,8,1,1,0.992112909921129,0.949332405969639,0.97025131540914,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000393,8,8,1,1,0.993872549019608,1.0,0.996926859250154,Core,Single copies-gene,Heterogeneous,Functional
GC_00000394,8,8,1,1,0.998656763590392,1.0,0.999327930421032,Core,Single copies-gene,Heterogeneous,Functional
GC_00000395,8,8,1,1,0.996958089229383,1.0,0.998476727785613,Core,Single copies-gene,Heterogeneous,Functional
GC_00000396,8,8,1,1,0.996883669668985,0.971595388727573,0.984077094868525,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000397,8,8,1,1,0.997627372627373,1.0,0.998812277301994,Core,Single copies-gene,Heterogeneous,Functional
GC_00000398,8,8,1,1,0.991046831955923,1.0,0.995503286060187,Core,Single copies-gene,Heterogeneous,Functional
GC_00000399,8,8,1,1,0.994384546271339,1.0,0.997184367608965,Core,Single copies-gene,Heterogeneous,Functional
GC_00000400,8,8,1,1,0.9976826608506,1.0,0.998839986352781,Core,Single copies-gene,Heterogeneous,Functional
GC_00000401,8,8,1,1,0.996644491129785,1.0,0.998319425974368,Core,Single copies-gene,Heterogeneous,Functional
GC_00000402,8,8,1,1,0.995149911816579,1.0,0.997569060773481,Core,Single copies-gene,Heterogeneous,Functional
GC_00000403,8,8,1,1,0.999751011515717,0.993533514599839,0.996632566181243,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000404,8,8,1,1,0.998480623480623,1.0,0.999239734175291,Core,Single copies-gene,Heterogeneous,Functional
GC_00000405,8,8,1,1,0.997204184704185,0.908305671139369,0.950681218964094,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000406,8,8,1,1,0.996489104116223,1.0,0.998241465041538,Core,Single copies-gene,Heterogeneous,Functional
GC_00000407,8,8,1,1,0.994391971664699,1.0,0.997188101228356,Core,Single copies-gene,Heterogeneous,Functional
GC_00000408,8,8,1,1,0.997581478350709,1.0,0.998789275093155,Core,Single copies-gene,Heterogeneous,Functional
GC_00000409,8,8,1,1,0.992574864997545,1.0,0.996273597979736,Core,Single copies-gene,Heterogeneous,Functional
GC_00000410,8,8,1,1,0.995639534883721,1.0,0.997815003641661,Core,Single copies-gene,Heterogeneous,Functional
GC_00000411,8,8,1,1,0.997691472026073,1.0,0.998844402148052,Core,Single copies-gene,Heterogeneous,Functional
GC_00000412,8,8,1,1,0.997218513573654,1.0,0.998607319926466,Core,Single copies-gene,Heterogeneous,Functional
GC_00000413,8,8,1,1,0.99820592349328,1.0,0.999102156346537,Core,Single copies-gene,Heterogeneous,Functional
GC_00000414,8,8,1,1,0.998314006086027,1.0,0.999156291799568,Core,Single copies-gene,Heterogeneous,Functional
GC_00000415,8,8,1,1,0.997559893522626,1.0,0.998778456413104,Core,Single copies-gene,Heterogeneous,Functional
GC_00000416,8,8,1,1,0.99105632100556,1.0,0.995508073327668,Core,Single copies-gene,Heterogeneous,Functional
GC_00000417,8,8,1,1,0.998841426556518,1.0,0.999420377510647,Core,Single copies-gene,Heterogeneous,Functional
GC_00000418,8,8,1,1,0.98619293078056,1.0,0.993048475298916,Core,Single copies-gene,Heterogeneous,Functional
GC_00000419,8,8,1,1,0.991318361405698,1.0,0.995640255841274,Core,Single copies-gene,Heterogeneous,Functional
GC_00000420,8,8,1,1,0.998070175438596,1.0,0.999034155764334,Core,Single copies-gene,Heterogeneous,Functional
GC_00000421,8,8,1,1,0.998234515227306,0.990975960936519,0.994591994985965,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000422,8,8,1,1,0.994334975369458,1.0,0.997159441768556,Core,Single copies-gene,Heterogeneous,Functional
GC_00000423,8,8,1,1,0.997325361862807,1.0,0.998660890114218,Core,Single copies-gene,Heterogeneous,Functional
GC_00000424,8,8,1,1,0.989493345785664,0.774131423762703,0.86866311451606,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000425,8,8,1,1,0.996873929427886,1.0,0.998434517810041,Core,Single copies-gene,Heterogeneous,Functional
GC_00000426,8,8,1,1,0.989842132505176,1.0,0.994895139001788,Core,Single copies-gene,Heterogeneous,Functional
GC_00000427,8,8,1,1,0.994736842105263,1.0,0.997361477572559,Core,Single copies-gene,Heterogeneous,Functional
GC_00000428,8,8,1,1,0.993853836550466,0.986647202760559,0.990237407930361,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000429,8,8,1,1,0.993096993096993,0.997558650179135,0.995322821681395,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000430,8,8,1,1,0.998265306122449,1.0,0.999131900117449,Core,Single copies-gene,Heterogeneous,Functional
GC_00000431,8,8,1,1,0.998485004992597,0.993609013216731,0.996041041691585,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000432,8,8,1,1,0.999221679756598,1.0,0.999610688373739,Core,Single copies-gene,Heterogeneous,Functional
GC_00000433,8,8,1,1,0.996844840386043,1.0,0.998419927502556,Core,Single copies-gene,Heterogeneous,Functional
GC_00000434,8,8,1,1,0.998549968099298,1.0,0.999274458020141,Core,Single copies-gene,Heterogeneous,Functional
GC_00000435,8,8,1,1,0.997244268077601,1.0,0.998620232904686,Core,Single copies-gene,Heterogeneous,Functional
GC_00000436,8,8,1,1,0.99816493955095,1.0,0.999081627140619,Core,Single copies-gene,Heterogeneous,Functional
GC_00000437,8,8,1,1,0.998286532658176,1.0,0.99914253170713,Core,Single copies-gene,Heterogeneous,Functional
GC_00000438,8,8,1,1,0.995449374288965,1.0,0.997719498289624,Core,Single copies-gene,Heterogeneous,Functional
GC_00000439,8,8,1,1,0.998313492063492,1.0,0.999156034354366,Core,Single copies-gene,Heterogeneous,Functional
GC_00000440,8,8,1,1,0.997462406015038,1.0,0.998729591116548,Core,Single copies-gene,Heterogeneous,Functional
GC_00000441,8,8,1,1,0.996570644718793,1.0,0.998282377189969,Core,Single copies-gene,Heterogeneous,Functional
GC_00000442,8,8,1,1,0.992967278719397,0.971253079953617,0.981990155525035,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000443,8,8,1,1,0.998242712425057,1.0,0.9991205835187,Core,Single copies-gene,Heterogeneous,Functional
GC_00000444,8,8,1,1,0.997859167968524,1.0,0.998928436966029,Core,Single copies-gene,Heterogeneous,Functional
GC_00000445,8,8,1,1,0.997823860727087,1.0,0.998910745178446,Core,Single copies-gene,Heterogeneous,Functional
GC_00000446,8,8,1,1,0.990335381464414,1.0,0.995144226131138,Core,Single copies-gene,Heterogeneous,Functional
GC_00000447,8,8,1,1,0.991297208538588,1.0,0.995629586872268,Core,Single copies-gene,Heterogeneous,Functional
GC_00000448,8,8,1,1,0.999492846465941,1.0,0.999746358915484,Core,Single copies-gene,Heterogeneous,Functional
GC_00000449,8,8,1,1,0.997615736141466,1.0,0.998806445195942,Core,Single copies-gene,Heterogeneous,Functional
GC_00000450,8,8,1,1,0.995413022351798,0.984871901255059,0.990114406438099,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000451,8,8,1,1,0.995258192049286,0.997607631122805,0.996431526679973,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000452,8,8,1,1,0.99891329887218,1.0,0.999456354045754,Core,Single copies-gene,Heterogeneous,Functional
GC_00000453,8,8,1,1,0.998830167905312,1.0,0.999414741625641,Core,Single copies-gene,Heterogeneous,Functional
GC_00000454,8,8,1,1,0.994425087108014,1.0,0.997204751921733,Core,Single copies-gene,Heterogeneous,Functional
GC_00000455,8,8,1,1,0.998092013329034,1.0,0.999045095692171,Core,Single copies-gene,Heterogeneous,Functional
GC_00000456,8,8,1,1,0.997564935064935,1.0,0.998780983340106,Core,Single copies-gene,Heterogeneous,Functional
GC_00000457,8,8,1,1,0.998771121351766,1.0,0.999385182908085,Core,Single copies-gene,Heterogeneous,Functional
GC_00000458,8,8,1,1,0.921202419067947,0.881121228395664,0.900716148548004,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000459,8,8,1,1,0.991198562278236,0.998757363770251,0.994963607058051,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000460,8,8,1,1,0.995634920634921,1.0,0.997812686418771,Core,Single copies-gene,Heterogeneous,Functional
GC_00000461,8,8,1,1,0.995069417412742,1.0,0.997528616024974,Core,Single copies-gene,Heterogeneous,Functional
GC_00000462,8,8,1,1,0.998010798522307,0.997448979591839,0.997729809967403,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000463,8,8,1,1,0.998274672187716,1.0,0.999136591262304,Core,Single copies-gene,Heterogeneous,Functional
GC_00000464,8,8,1,1,0.995813453082608,1.0,0.997902335555998,Core,Single copies-gene,Heterogeneous,Functional
GC_00000465,8,8,1,1,0.996040316774658,1.0,0.998016230838593,Core,Single copies-gene,Heterogeneous,Functional
GC_00000466,8,8,1,1,0.999196121285201,0.976523716497114,0.987729830118184,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000467,8,8,1,1,0.996312152621301,1.0,0.998152669975055,Core,Single copies-gene,Heterogeneous,Functional
GC_00000468,8,8,1,1,0.990988108569296,0.906372549019608,0.94679355178944,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000469,8,8,1,1,0.997109386885745,1.0,0.998552601508341,Core,Single copies-gene,Heterogeneous,Functional
GC_00000470,8,8,1,1,0.991912589951806,0.994889230601739,0.993398680464653,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000471,8,8,1,1,0.995002616431188,0.89643315606088,0.943149483274335,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000472,8,8,1,1,0.993397500844309,1.0,0.996687816076375,Core,Single copies-gene,Heterogeneous,Functional
GC_00000473,8,8,1,1,0.996532246532246,1.0,0.998263111715938,Core,Single copies-gene,Heterogeneous,Functional
GC_00000474,8,8,1,1,0.994183568581242,0.999674185463667,0.996921317086524,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000475,8,8,1,1,0.995659722222222,0.994869713843435,0.995264561262166,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000476,8,8,1,1,0.99400012370879,0.980532408209467,0.987220336262393,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000477,8,8,1,1,0.99598607215398,0.993972040935526,0.994978037346981,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000478,8,8,1,1,0.995956447094967,1.0,0.997974127686544,Core,Single copies-gene,Heterogeneous,Functional
GC_00000479,8,8,1,1,0.991535600269455,0.989038378392129,0.990285415010122,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000480,8,8,1,1,0.99782705593938,1.0,0.998912346264328,Core,Single copies-gene,Heterogeneous,Functional
GC_00000481,8,8,1,1,0.987403414195867,0.947421540656206,0.966999377985766,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000482,8,8,1,1,0.932535420183111,0.921242915390073,0.926854772988127,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
