Orthogroup	MHP_232_genes	MHP_NCTC10127_genes
OG0000499	MHP_RS02565	EXC50_RS01545
OG0000500	MHP_RS01895	EXC50_RS00875
OG0000501	MHP_RS03000	EXC50_RS01905
OG0000502	MHP_RS00805	EXC50_RS02885
OG0000503	MHP_RS01240	EXC50_RS03325
OG0000504	MHP_RS01105	EXC50_RS03190
OG0000505	MHP_RS01070	EXC50_RS03155
OG0000506	MHP_RS01060	EXC50_RS03145
OG0000507	MHP_RS01030	EXC50_RS03110
OG0000508	MHP_RS00260	EXC50_RS00260
OG0000509	MHP_RS00295	EXC50_RS00295
OG0000510	MHP_RS00305	EXC50_RS00305
OG0000511	MHP_RS01560	EXC50_RS03655
OG0000512	MHP_RS02415	EXC50_RS01400
OG0000513	MHP_RS03345	EXC50_RS02270
OG0000514	MHP_RS02805	EXC50_RS01700
OG0000515	MHP_RS00440	EXC50_RS02525
OG0000516	MHP_RS01975	EXC50_RS00955
OG0000517	MHP_RS00065	EXC50_RS00065
OG0000518	MHP_RS03040	EXC50_RS01945
OG0000519	MHP_RS01215	EXC50_RS03300
OG0000520	MHP_RS01090	EXC50_RS03175
OG0000521	MHP_RS00275	EXC50_RS00275
OG0000522	MHP_RS00310	EXC50_RS00310
OG0000523	MHP_RS03285	EXC50_RS02205
OG0000524	MHP_RS02535	EXC50_RS01515
OG0000525	MHP_RS03255	EXC50_RS02170
OG0000526	MHP_RS03900	EXC50_RS04005
OG0000527	MHP_RS01760	EXC50_RS00720
OG0000528	MHP_RS01980	EXC50_RS00960
OG0000529	MHP_RS02115	EXC50_RS01090
OG0000530	MHP_RS02220	EXC50_RS01200
OG0000531	MHP_RS00605	EXC50_RS02690
OG0000532	MHP_RS01630	EXC50_RS00575
OG0000533	MHP_RS01395	EXC50_RS03490
OG0000534	MHP_RS00390	EXC50_RS00395
OG0000535	MHP_RS00045	EXC50_RS00045
OG0000536	MHP_RS03460	EXC50_RS02385
OG0000537	MHP_RS01270	EXC50_RS03360
OG0000538	MHP_RS00885	EXC50_RS02965
OG0000539	MHP_RS00220	EXC50_RS00220
OG0000540	MHP_RS02505	EXC50_RS01485
OG0000541	MHP_RS02580	EXC50_RS01560
OG0000542	MHP_RS00360	EXC50_RS00365
OG0000543	MHP_RS03760	EXC50_RS03875
OG0000543	MHP_RS02740	EXC50_RS00505, EXC50_RS03730
OG0000544	MHP_RS00750	EXC50_RS02835
OG0000545	MHP_RS01810	EXC50_RS00770
OG0000546	MHP_RS02650	EXC50_RS01630
OG0000547	MHP_RS02855	EXC50_RS01750
OG0000548	MHP_RS01590	EXC50_RS00535
OG0000549	MHP_RS03245	EXC50_RS02160
OG0000550	MHP_RS03380	EXC50_RS02305
OG0000551	MHP_RS02930	EXC50_RS01825
OG0000552	MHP_RS03075	EXC50_RS01980
OG0000553	MHP_RS02550	EXC50_RS01530
OG0000554	MHP_RS02265	EXC50_RS01245
OG0000555	MHP_RS03950	EXC50_RS04055
OG0000556	MHP_RS02695	EXC50_RS03790, EXC50_RS03775
OG0000557	MHP_RS00740	EXC50_RS02825
OG0000558	MHP_RS00770	EXC50_RS02855
OG0000559	MHP_RS01690	EXC50_RS00655
OG0000560	MHP_RS01800	EXC50_RS00760
OG0000561	MHP_RS00900	EXC50_RS02980
OG0000562	MHP_RS01805	EXC50_RS00765
OG0000563	MHP_RS01790	EXC50_RS00750
OG0000564	MHP_RS03855	EXC50_RS04095
OG0000565	MHP_RS01845	EXC50_RS00810
OG0000566	MHP_RS01835	EXC50_RS00800
OG0000567	MHP_RS01815	EXC50_RS00775
OG0000568	MHP_RS01310	EXC50_RS03400
OG0000569	MHP_RS00765	EXC50_RS02850
OG0000570	MHP_RS00760	EXC50_RS02845
OG0000571	MHP_RS00755	EXC50_RS02840
OG0000572	MHP_RS00735	EXC50_RS02820
OG0000573	MHP_RS01685	EXC50_RS00650
OG0000574	MHP_RS00695	EXC50_RS02780
OG0000575	MHP_RS00780	EXC50_RS02865
OG0000576	MHP_RS03620	EXC50_RS00610
OG0000577	MHP_RS02525	EXC50_RS01505
OG0000578	MHP_RS02545	EXC50_RS01525
OG0000579	MHP_RS01780	EXC50_RS00740
OG0000580	MHP_RS02655	EXC50_RS04050
OG0000581	MHP_RS01765	EXC50_RS00725
OG0000582	MHP_RS03860	EXC50_RS04100
OG0000583	MHP_RS01675	EXC50_RS00640
OG0000584	MHP_RS02715	EXC50_RS03755
OG0000586	MHP_RS01665	EXC50_RS00625
OG0000587	MHP_RS03775	EXC50_RS03910
OG0000588	MHP_RS01645	EXC50_RS00600
OG0000590	MHP_RS02725	EXC50_RS03745
OG0000591	MHP_RS03790	EXC50_RS03890
OG0000592	MHP_RS02515	EXC50_RS01495
OG0000593	MHP_RS03445	EXC50_RS02370
OG0000594	MHP_RS00775	EXC50_RS02860
OG0000596	MHP_RS01725	EXC50_RS00685
OG0000598	MHP_RS01730	EXC50_RS00690
OG0000599	MHP_RS01735	EXC50_RS00695
OG0000600	MHP_RS02710	EXC50_RS02480, EXC50_RS03760
OG0000601	MHP_RS01795	EXC50_RS00755
OG0000602	MHP_RS02000	EXC50_RS00980
OG0000603	MHP_RS02705	EXC50_RS03765
OG0000604	MHP_RS03985	EXC50_RS04240
OG0000605	MHP_RS02700	EXC50_RS02490, EXC50_RS03770
OG0000606	MHP_RS01770	EXC50_RS00730
OG0000607	MHP_RS03745	EXC50_RS04105
OG0000609	MHP_RS03765	EXC50_RS03905
OG0000610	MHP_RS03965	EXC50_RS04245
OG0000611	MHP_RS00090	EXC50_RS00090
OG0000612	MHP_RS03895	EXC50_RS03995
OG0000615	MHP_RS02555	EXC50_RS01535
OG0000616	MHP_RS02690	EXC50_RS03795
OG0000618	MHP_RS03210	EXC50_RS02125
OG0000619	MHP_RS01775	EXC50_RS00735
OG0000620	MHP_RS03770	EXC50_RS03885
OG0000621	MHP_RS03980	EXC50_RS04230
OG0000645	MHP_RS03570	EXC50_RS02900
OG0000647	MHP_RS03885	EXC50_RS03980
