Orthogroup	MHP_116_genes	MHP_LH_genes
OG0000493	ABJ972_RS00565	KUD10_RS00585
OG0000494	ABJ972_RS01030	KUD10_RS00650
OG0000495	ABJ972_RS02760	KUD10_RS02910
OG0000496	ABJ972_RS02750	KUD10_RS02900
OG0000497	ABJ972_RS02745	KUD10_RS02895
OG0000498	ABJ972_RS02665	KUD10_RS02820
OG0000499	ABJ972_RS02630	KUD10_RS02785
OG0000500	ABJ972_RS01895	KUD10_RS01980
OG0000501	ABJ972_RS02975	KUD10_RS03135
OG0000502	ABJ972_RS01190	KUD10_RS01270
OG0000503	ABJ972_RS00905	KUD10_RS00755
OG0000504	ABJ972_RS00770	KUD10_RS00890
OG0000505	ABJ972_RS00735	KUD10_RS00925
OG0000506	ABJ972_RS00725	KUD10_RS00935
OG0000507	ABJ972_RS00690	KUD10_RS00970
OG0000508	ABJ972_RS00235	KUD10_RS00250
OG0000509	ABJ972_RS00270	KUD10_RS00285
OG0000510	ABJ972_RS00280	KUD10_RS00295
OG0000511	ABJ972_RS00415	KUD10_RS00430
OG0000512	ABJ972_RS02490	KUD10_RS02635
OG0000513	ABJ972_RS03330	KUD10_RS03495
OG0000514	ABJ972_RS02785	KUD10_RS02935
OG0000516	ABJ972_RS01975	KUD10_RS02060
OG0000517	ABJ972_RS00065	KUD10_RS00065
OG0000518	ABJ972_RS03015	KUD10_RS03175
OG0000519	ABJ972_RS00880	KUD10_RS00780
OG0000520	ABJ972_RS00755	KUD10_RS00905
OG0000521	ABJ972_RS00250	KUD10_RS00265
OG0000522	ABJ972_RS00285	KUD10_RS00300
OG0000523	ABJ972_RS03265	KUD10_RS03430
OG0000524	ABJ972_RS02605	KUD10_RS02755
OG0000525	ABJ972_RS03240	KUD10_RS03395
OG0000526	ABJ972_RS01800, ABJ972_RS01810	KUD10_RS01895
OG0000527	ABJ972_RS01725	KUD10_RS01830
OG0000528	ABJ972_RS01980	KUD10_RS02065
OG0000529	ABJ972_RS02190	KUD10_RS02305
OG0000530	ABJ972_RS02295	KUD10_RS02410
OG0000531	ABJ972_RS01385	KUD10_RS01470
OG0000532	ABJ972_RS01605	KUD10_RS01685
OG0000533	ABJ972_RS01070	KUD10_RS00605
OG0000534	ABJ972_RS00365	KUD10_RS00380
OG0000535	ABJ972_RS00045	KUD10_RS00045
OG0000536	ABJ972_RS03445	KUD10_RS03615
OG0000537	ABJ972_RS00945	KUD10_RS00720
OG0000538	ABJ972_RS01110	KUD10_RS01120
OG0000539	ABJ972_RS00200	KUD10_RS00215
OG0000540	ABJ972_RS02575	KUD10_RS02725
OG0000542	ABJ972_RS00335	KUD10_RS00350
OG0000544	ABJ972_RS01240	KUD10_RS01325
OG0000545	ABJ972_RS01790	KUD10_RS01885
OG0000546	ABJ972_RS02710	KUD10_RS02865
OG0000547	ABJ972_RS02835	KUD10_RS02985
OG0000548	ABJ972_RS01570	KUD10_RS01655
OG0000549	ABJ972_RS03230	KUD10_RS03385
OG0000550	ABJ972_RS03365	KUD10_RS03530
OG0000552	ABJ972_RS03050	KUD10_RS03210
OG0000553	ABJ972_RS02620	KUD10_RS02770
OG0000554	ABJ972_RS02340	KUD10_RS02455
OG0000555	ABJ972_RS02840	KUD10_RS02990
OG0000557	ABJ972_RS01250	KUD10_RS01335
OG0000558	ABJ972_RS01220	KUD10_RS01305
OG0000559	ABJ972_RS01675	KUD10_RS01760
OG0000560	ABJ972_RS01780	KUD10_RS01875
OG0000561	ABJ972_RS01095	KUD10_RS01105
OG0000562	ABJ972_RS01785	KUD10_RS01880
OG0000563	ABJ972_RS01770	KUD10_RS01865
OG0000564	ABJ972_RS01275	KUD10_RS01360
OG0000565	ABJ972_RS01845	KUD10_RS01930
OG0000566	ABJ972_RS01830	KUD10_RS01915
OG0000567	ABJ972_RS01795	KUD10_RS01890
OG0000568	ABJ972_RS00985	KUD10_RS00680
OG0000569	ABJ972_RS01225	KUD10_RS01310
OG0000570	ABJ972_RS01230	KUD10_RS01315
OG0000571	ABJ972_RS01235	KUD10_RS01320
OG0000572	ABJ972_RS01255	KUD10_RS01340
OG0000573	ABJ972_RS01670	KUD10_RS01755
OG0000574	ABJ972_RS01295	KUD10_RS01380
OG0000575	ABJ972_RS01210	KUD10_RS01295
OG0000576	ABJ972_RS01630	KUD10_RS01715
OG0000577	ABJ972_RS02595	KUD10_RS02745
OG0000578	ABJ972_RS02615	KUD10_RS02765
OG0000579	ABJ972_RS01735	KUD10_RS01855
OG0000580	ABJ972_RS02715	KUD10_RS02870
OG0000581	ABJ972_RS01730	KUD10_RS01835
OG0000582	ABJ972_RS01245	KUD10_RS01330
OG0000583	ABJ972_RS01660	KUD10_RS01745
OG0000585	ABJ972_RS02155	KUD10_RS02275
OG0000586	ABJ972_RS01645	KUD10_RS01730
OG0000587	ABJ972_RS01850	KUD10_RS03745
OG0000588	ABJ972_RS01620	KUD10_RS01705
OG0000589	ABJ972_RS02110	KUD10_RS02220
OG0000592	ABJ972_RS02585	KUD10_RS02735
OG0000593	ABJ972_RS03430	KUD10_RS03595
OG0000594	ABJ972_RS01215	KUD10_RS01300
OG0000595	ABJ972_RS02925	KUD10_RS03070
OG0000601	ABJ972_RS01775	KUD10_RS01870
OG0000606	ABJ972_RS01740	KUD10_RS01840
OG0000609	ABJ972_RS01820	KUD10_RS01905
OG0000611	ABJ972_RS00090	KUD10_RS00090
OG0000618	ABJ972_RS03195	KUD10_RS03350
