Orthogroup	MHP_116_genes	MHP_ES2L_genes
OG0000495	ABJ972_RS02760	HZK19_RS02800
OG0000496	ABJ972_RS02750	HZK19_RS02790
OG0000497	ABJ972_RS02745	HZK19_RS02785
OG0000498	ABJ972_RS02665	HZK19_RS02705
OG0000499	ABJ972_RS02630	HZK19_RS02670
OG0000500	ABJ972_RS01895	HZK19_RS01890
OG0000501	ABJ972_RS02975	HZK19_RS03010
OG0000502	ABJ972_RS01190	HZK19_RS01165
OG0000503	ABJ972_RS00905	HZK19_RS00735
OG0000504	ABJ972_RS00770	HZK19_RS00870
OG0000505	ABJ972_RS00735	HZK19_RS00905
OG0000506	ABJ972_RS00725	HZK19_RS00915
OG0000507	ABJ972_RS00690	HZK19_RS00950
OG0000508	ABJ972_RS00235	HZK19_RS00235
OG0000509	ABJ972_RS00270	HZK19_RS00270
OG0000510	ABJ972_RS00280	HZK19_RS00280
OG0000511	ABJ972_RS00415	HZK19_RS00415
OG0000513	ABJ972_RS03330	HZK19_RS03475
OG0000514	ABJ972_RS02785	HZK19_RS02825
OG0000516	ABJ972_RS01975	HZK19_RS01975
OG0000517	ABJ972_RS00065	HZK19_RS00065
OG0000518	ABJ972_RS03015	HZK19_RS03145
OG0000519	ABJ972_RS00880	HZK19_RS00760
OG0000520	ABJ972_RS00755	HZK19_RS00885
OG0000521	ABJ972_RS00250	HZK19_RS00250
OG0000522	ABJ972_RS00285	HZK19_RS00285
OG0000523	ABJ972_RS03265	HZK19_RS03410
OG0000524	ABJ972_RS02605	HZK19_RS02640
OG0000525	ABJ972_RS03240	HZK19_RS03375
OG0000527	ABJ972_RS01725	HZK19_RS01730
OG0000528	ABJ972_RS01980	HZK19_RS01980
OG0000529	ABJ972_RS02190	HZK19_RS02210
OG0000530	ABJ972_RS02295	HZK19_RS02315
OG0000531	ABJ972_RS01385	HZK19_RS01365
OG0000532	ABJ972_RS01605	HZK19_RS01590
OG0000533	ABJ972_RS01070	HZK19_RS00590
OG0000534	ABJ972_RS00365	HZK19_RS00365
OG0000535	ABJ972_RS00045	HZK19_RS00045
OG0000536	ABJ972_RS03445	HZK19_RS03590
OG0000537	ABJ972_RS00945	HZK19_RS00700
OG0000538	ABJ972_RS01110	HZK19_RS01100
OG0000539	ABJ972_RS00200	HZK19_RS00200
OG0000540	ABJ972_RS02575	HZK19_RS02605
OG0000542	ABJ972_RS00335	HZK19_RS00335
OG0000544	ABJ972_RS01240	HZK19_RS01215
OG0000545	ABJ972_RS01790	HZK19_RS01785
OG0000546	ABJ972_RS02710	HZK19_RS02755
OG0000547	ABJ972_RS02835	HZK19_RS02875
OG0000548	ABJ972_RS01570	HZK19_RS01560
OG0000549	ABJ972_RS03230	HZK19_RS03365
OG0000550	ABJ972_RS03365	HZK19_RS03510
OG0000551	ABJ972_RS02905	HZK19_RS02945
OG0000552	ABJ972_RS03050	HZK19_RS03180
OG0000553	ABJ972_RS02620	HZK19_RS02655
OG0000554	ABJ972_RS02340	HZK19_RS02360
OG0000555	ABJ972_RS02840	HZK19_RS02880
OG0000557	ABJ972_RS01250	HZK19_RS01230
OG0000558	ABJ972_RS01220	HZK19_RS01195
OG0000559	ABJ972_RS01675	HZK19_RS01670
OG0000560	ABJ972_RS01780	HZK19_RS01770
OG0000561	ABJ972_RS01095	HZK19_RS01085
OG0000562	ABJ972_RS01785	HZK19_RS01775
OG0000563	ABJ972_RS01770	HZK19_RS01760
OG0000564	ABJ972_RS01275	HZK19_RS03725
OG0000565	ABJ972_RS01845	HZK19_RS01835
OG0000566	ABJ972_RS01830	HZK19_RS01815
OG0000567	ABJ972_RS01795	HZK19_RS01790
OG0000568	ABJ972_RS00985	HZK19_RS00660
OG0000569	ABJ972_RS01225	HZK19_RS01200
OG0000570	ABJ972_RS01230	HZK19_RS01205
OG0000571	ABJ972_RS01235	HZK19_RS01210
OG0000572	ABJ972_RS01255	HZK19_RS01235
OG0000573	ABJ972_RS01670	HZK19_RS01665
OG0000574	ABJ972_RS01295	HZK19_RS01275
OG0000575	ABJ972_RS01210	HZK19_RS01185
OG0000576	ABJ972_RS01630	HZK19_RS01615
OG0000577	ABJ972_RS02595	HZK19_RS02625
OG0000578	ABJ972_RS02615	HZK19_RS02650
OG0000579	ABJ972_RS01735	HZK19_RS01750
OG0000580	ABJ972_RS02715	HZK19_RS02760
OG0000581	ABJ972_RS01730	HZK19_RS01735
OG0000582	ABJ972_RS01245	HZK19_RS01225
OG0000583	ABJ972_RS01660	HZK19_RS01655
OG0000585	ABJ972_RS02155	HZK19_RS02180
OG0000586	ABJ972_RS01645	HZK19_RS01635
OG0000587	ABJ972_RS01850	HZK19_RS03875
OG0000588	ABJ972_RS01620	HZK19_RS01610
OG0000589	ABJ972_RS02110	HZK19_RS02120
OG0000592	ABJ972_RS02585	HZK19_RS02615
OG0000593	ABJ972_RS03430	HZK19_RS03575
OG0000594	ABJ972_RS01215	HZK19_RS01190
OG0000595	ABJ972_RS02925	HZK19_RS02965
OG0000597	ABJ972_RS02920	HZK19_RS02960
OG0000601	ABJ972_RS01775	HZK19_RS01765
OG0000606	ABJ972_RS01740	HZK19_RS01740
OG0000609	ABJ972_RS01820	HZK19_RS01805
OG0000618	ABJ972_RS03195	HZK19_RS03330
OG0000621	ABJ972_RS01860	HZK19_RS03880
