Orthogroup	MHP_UFV02_genes	MHP_ES2_genes
OG0000508	FEF31_RS03520	E5E95_RS00250
OG0000509	FEF31_RS03555	E5E95_RS00285
OG0000510	FEF31_RS03565	E5E95_RS00295
OG0000511	FEF31_RS00095	E5E95_RS00430
OG0000512	FEF31_RS02295	E5E95_RS02755
OG0000513	FEF31_RS03100	E5E95_RS03645
OG0000514	FEF31_RS02600	E5E95_RS03060
OG0000515	FEF31_RS01595	E5E95_RS01965
OG0000515	FEF31_RS01240, FEF31_RS01235	E5E95_RS01580
OG0000516	FEF31_RS04490	E5E95_RS02130
OG0000517	FEF31_RS03350	E5E95_RS00065
OG0000518	FEF31_RS03675	E5E95_RS03315
OG0000519	FEF31_RS00440	E5E95_RS00785
OG0000520	FEF31_RS00565	E5E95_RS00910
OG0000521	FEF31_RS03535	E5E95_RS00265
OG0000522	FEF31_RS03570	E5E95_RS00300
OG0000523	FEF31_RS03035	E5E95_RS03580
OG0000525	FEF31_RS04585	E5E95_RS03545
OG0000526	FEF31_RS01585	E5E95_RS04020
OG0000527	FEF31_RS01525	E5E95_RS01880
OG0000528	FEF31_RS01760	E5E95_RS02135
OG0000529	FEF31_RS01980	E5E95_RS02355
OG0000531	FEF31_RS01060	E5E95_RS01415
OG0000532	FEF31_RS01290	E5E95_RS01740
OG0000533	FEF31_RS00260	E5E95_RS00600
OG0000534	FEF31_RS00045	E5E95_RS00380
OG0000535	FEF31_RS04655	E5E95_RS00045
OG0000536	FEF31_RS03215	E5E95_RS03765
OG0000537	FEF31_RS00380	E5E95_RS00725
OG0000538	FEF31_RS00780	E5E95_RS01140
OG0000539	FEF31_RS03485	E5E95_RS00210
OG0000540	FEF31_RS02380	E5E95_RS02840
OG0000541	FEF31_RS02460	E5E95_RS02920
OG0000544	FEF31_RS04410	E5E95_RS01270
OG0000545	FEF31_RS01575	E5E95_RS01945
OG0000546	FEF31_RS02530	E5E95_RS02990
OG0000547	FEF31_RS02650	E5E95_RS03110
OG0000548	FEF31_RS01255	E5E95_RS01615
OG0000549	FEF31_RS04580	E5E95_RS03535
OG0000550	FEF31_RS03135	E5E95_RS03680
OG0000553	FEF31_RS04535	E5E95_RS02890
OG0000554	FEF31_RS02125	E5E95_RS02600
OG0000555	FEF31_RS02655	E5E95_RS04170
OG0000556	FEF31_RS04460	E5E95_RS02515
OG0000557	FEF31_RS00920	E5E95_RS01280
OG0000558	FEF31_RS00890	E5E95_RS01250
OG0000559	FEF31_RS01360	E5E95_RS01810
OG0000560	FEF31_RS01560	E5E95_RS01930
OG0000561	FEF31_RS00765	E5E95_RS01125
OG0000562	FEF31_RS01565	E5E95_RS01935
OG0000563	FEF31_RS01550	E5E95_RS01920
OG0000564	FEF31_RS00945	E5E95_RS03980
OG0000565	FEF31_RS01620	E5E95_RS01985
OG0000566	FEF31_RS01605	E5E95_RS01975
OG0000567	FEF31_RS01580	E5E95_RS01950
OG0000568	FEF31_RS00340	E5E95_RS00685
OG0000569	FEF31_RS00895	E5E95_RS01255
OG0000570	FEF31_RS04405	E5E95_RS01260
OG0000571	FEF31_RS00905	E5E95_RS01265
OG0000572	FEF31_RS00925	E5E95_RS01285
OG0000573	FEF31_RS01355	E5E95_RS01805
OG0000574	FEF31_RS00965	E5E95_RS01325
OG0000575	FEF31_RS00880	E5E95_RS01240
OG0000576	FEF31_RS01315	E5E95_RS01765
OG0000577	FEF31_RS02400	E5E95_RS02860
OG0000578	FEF31_RS02420	E5E95_RS02885
OG0000579	FEF31_RS01540	E5E95_RS01900
OG0000580	FEF31_RS02535	E5E95_RS04160
OG0000581	FEF31_RS01530	E5E95_RS01885
OG0000582	FEF31_RS04415	E5E95_RS03970
OG0000583	FEF31_RS01345	E5E95_RS01795
OG0000584	FEF31_RS01425	E5E95_RS02485, E5E95_RS01705
OG0000585	FEF31_RS01950	E5E95_RS02325
OG0000586	FEF31_RS01330	E5E95_RS01780
OG0000587	FEF31_RS04780	E5E95_RS04030
OG0000588	FEF31_RS01305	E5E95_RS01755
OG0000589	FEF31_RS01890	E5E95_RS02260
OG0000591	FEF31_RS04065	E5E95_RS04205
OG0000592	FEF31_RS02390	E5E95_RS02850
OG0000593	FEF31_RS03200	E5E95_RS03745
OG0000594	FEF31_RS00885	E5E95_RS01245
OG0000595	FEF31_RS02735	E5E95_RS03205
OG0000596	FEF31_RS01490	E5E95_RS01845
OG0000597	FEF31_RS02730	E5E95_RS03200
OG0000598	FEF31_RS01495	E5E95_RS01850
OG0000599	FEF31_RS01500	E5E95_RS01855
OG0000600	FEF31_RS01430	E5E95_RS02490
OG0000601	FEF31_RS01555	E5E95_RS01925
OG0000603	FEF31_RS01440	E5E95_RS02495
OG0000604	FEF31_RS04155	E5E95_RS04220
OG0000605	FEF31_RS01445	E5E95_RS02500
OG0000606	FEF31_RS01535	E5E95_RS01890
OG0000607	FEF31_RS00870	E5E95_RS03855
OG0000610	FEF31_RS03930	E5E95_RS04190
OG0000612	FEF31_RS01505	E5E95_RS04010
OG0000613	FEF31_RS01640	E5E95_RS04035
OG0000614	FEF31_RS01905	E5E95_RS02285
OG0000615	FEF31_RS02430	E5E95_RS02895
OG0000618	FEF31_RS02240	E5E95_RS03500
