Orthogroup	MHP_UFV02_genes	MHP_MHP682_genes
OG0000542	FEF31_RS00015	DR097_RS00080
OG0000544	FEF31_RS04410	DR097_RS04515
OG0000545	FEF31_RS01575, FEF31_RS01570	DR097_RS02535
OG0000546	FEF31_RS02530	DR097_RS01750
OG0000547	FEF31_RS02650	DR097_RS04935
OG0000548	FEF31_RS01255	DR097_RS03110
OG0000549	FEF31_RS04580	DR097_RS04765
OG0000550	FEF31_RS03135	DR097_RS00615
OG0000552	FEF31_RS03710	DR097_RS01380
OG0000553	FEF31_RS04535	DR097_RS04650
OG0000554	FEF31_RS02125	DR097_RS02160
OG0000556	FEF31_RS04460	DR097_RS04700
OG0000557	FEF31_RS00920	DR097_RS00355
OG0000558	FEF31_RS00890	DR097_RS00385
OG0000559	FEF31_RS01360	DR097_RS01855
OG0000560	FEF31_RS01560	DR097_RS02550
OG0000561	FEF31_RS00765	DR097_RS00515
OG0000562	FEF31_RS01565	DR097_RS02545
OG0000563	FEF31_RS01550	DR097_RS02565
OG0000564	FEF31_RS00945	DR097_RS03805
OG0000565	FEF31_RS01620	DR097_RS02490
OG0000566	FEF31_RS01605	DR097_RS02505
OG0000567	FEF31_RS01580	DR097_RS02530
OG0000568	FEF31_RS00340	DR097_RS01135
OG0000569	FEF31_RS00895	DR097_RS00380
OG0000570	FEF31_RS04405	DR097_RS04520
OG0000571	FEF31_RS00905	DR097_RS00370
OG0000572	FEF31_RS00925	DR097_RS00350
OG0000573	FEF31_RS01355	DR097_RS01860
OG0000575	FEF31_RS00880	DR097_RS00395
OG0000576	FEF31_RS01315	DR097_RS01905
OG0000577	FEF31_RS02400	DR097_RS01540
OG0000578	FEF31_RS02420	DR097_RS01520
OG0000579	FEF31_RS01540	DR097_RS03415
OG0000580	FEF31_RS02535	DR097_RS04150
OG0000581	FEF31_RS01530	DR097_RS03400
OG0000582	FEF31_RS04415	DR097_RS04510
OG0000583	FEF31_RS01345	DR097_RS01870
OG0000584	FEF31_RS01425	DR097_RS02035
OG0000585	FEF31_RS01950	DR097_RS02705
OG0000586	FEF31_RS01330	DR097_RS01885
OG0000587	FEF31_RS04780	DR097_RS04895
OG0000589	FEF31_RS01890	DR097_RS03505
OG0000591	FEF31_RS04065	DR097_RS00880
OG0000592	FEF31_RS02390	DR097_RS01550
OG0000593	FEF31_RS03200	DR097_RS00550
OG0000594	FEF31_RS00885	DR097_RS00390
OG0000600	FEF31_RS01430	DR097_RS02040
OG0000601	FEF31_RS01555	DR097_RS02555
OG0000603	FEF31_RS01440	DR097_RS02045
OG0000604	FEF31_RS04155	DR097_RS04140
OG0000605	FEF31_RS01445	DR097_RS02050
OG0000606	FEF31_RS01535	DR097_RS03405
OG0000607	FEF31_RS00870	DR097_RS00405
OG0000610	FEF31_RS03930	DR097_RS04060
OG0000614	FEF31_RS01905	DR097_RS03455
OG0000615	FEF31_RS02430	DR097_RS01510
OG0000618	FEF31_RS02240	DR097_RS03000
