Orthogroup	MHP_UFV02_genes	MHP_MHP653_genes
OG0000546	FEF31_RS02530	DR096_RS01200, DR096_RS04090
OG0000547	FEF31_RS02650	DR096_RS01080
OG0000548	FEF31_RS01255	DR096_RS01360
OG0000549	FEF31_RS04580	DR096_RS04755
OG0000550	FEF31_RS03135	DR096_RS00975
OG0000552	FEF31_RS03710	DR096_RS00675
OG0000553	FEF31_RS04535	DR096_RS04625
OG0000554	FEF31_RS02125	DR096_RS01730
OG0000555	FEF31_RS02655	DR096_RS04580
OG0000557	FEF31_RS00920	DR096_RS02225
OG0000558	FEF31_RS00890	DR096_RS02255
OG0000559	FEF31_RS01360	DR096_RS02035
OG0000560	FEF31_RS01560	DR096_RS03410
OG0000561	FEF31_RS00765	DR096_RS01900
OG0000562	FEF31_RS01565	DR096_RS03405
OG0000563	FEF31_RS01550	DR096_RS03420
OG0000564	FEF31_RS00945	DR096_RS01675
OG0000565	FEF31_RS01620	DR096_RS00410
OG0000566	FEF31_RS01605	DR096_RS00400
OG0000567	FEF31_RS01580	DR096_RS00370
OG0000568	FEF31_RS00340	DR096_RS02070
OG0000569	FEF31_RS00895	DR096_RS02250
OG0000570	FEF31_RS04405	DR096_RS04685
OG0000571	FEF31_RS00905	DR096_RS02240
OG0000572	FEF31_RS00925	DR096_RS02220
OG0000573	FEF31_RS01355	DR096_RS02030
OG0000574	FEF31_RS00965	DR096_RS01655
OG0000575	FEF31_RS00880	DR096_RS02265
OG0000576	FEF31_RS01315	DR096_RS01985
OG0000578	FEF31_RS02420	DR096_RS01430
OG0000579	FEF31_RS01540	DR096_RS03475
OG0000580	FEF31_RS02535	DR096_RS04010
OG0000581	FEF31_RS01530	DR096_RS03460
OG0000582	FEF31_RS04415	DR096_RS04675
OG0000583	FEF31_RS01345	DR096_RS02020
OG0000585	FEF31_RS01950	DR096_RS02895
OG0000586	FEF31_RS01330	DR096_RS04145
OG0000587	FEF31_RS04780	DR096_RS04830
OG0000588	FEF31_RS01305	DR096_RS01980
OG0000589	FEF31_RS01890	DR096_RS03445
OG0000591	FEF31_RS04065	DR096_RS03895
OG0000592	FEF31_RS02390	DR096_RS02445
OG0000593	FEF31_RS03200	DR096_RS01040
OG0000594	FEF31_RS00885	DR096_RS02260
OG0000595	FEF31_RS02735	DR096_RS00790
OG0000596	FEF31_RS01490	DR096_RS03350
OG0000597	FEF31_RS02730	DR096_RS00795
OG0000598	FEF31_RS01495	DR096_RS03355
OG0000599	FEF31_RS01500	DR096_RS03360
OG0000601	FEF31_RS01555	DR096_RS03415
OG0000604	FEF31_RS04155	DR096_RS04005
OG0000606	FEF31_RS01535	DR096_RS03465
OG0000607	FEF31_RS00870	DR096_RS02275
OG0000612	FEF31_RS01505	DR096_RS03365
OG0000613	FEF31_RS01640	DR096_RS03890
OG0000614	FEF31_RS01905	DR096_RS03560
OG0000615	FEF31_RS02430	DR096_RS01440
OG0000618	FEF31_RS02240	DR096_RS04300
