Orthogroup	MHP_11_genes	MHP_TB1_genes
OG0000513	B5C39_RS00615	B5M19_RS00480
OG0000514	B5C39_RS00080	B5M19_RS01405
OG0000515	B5C39_RS03090	B5M19_RS03270
OG0000516	B5C39_RS03515	B5M19_RS00835
OG0000517	B5C39_RS00880	B5M19_RS01870
OG0000518	B5C39_RS00295	B5M19_RS01515
OG0000519	B5C39_RS02120	B5M19_RS01760
OG0000520	B5C39_RS01995	B5M19_RS01635
OG0000521	B5C39_RS01090	B5M19_RS00185
OG0000522	B5C39_RS01125	B5M19_RS00220
OG0000523	B5C39_RS00550	B5M19_RS00545
OG0000524	B5C39_RS02945	B5M19_RS00900
OG0000525	B5C39_RS00515	B5M19_RS00575
OG0000526	B5C39_RS03895	B5M19_RS04070
OG0000527	B5C39_RS03280	B5M19_RS04065
OG0000528	B5C39_RS03520	B5M19_RS00840
OG0000529	B5C39_RS02520	B5M19_RS02935
OG0000530	B5C39_RS02630	B5M19_RS02705
OG0000531	B5C39_RS01500	B5M19_RS01175
OG0000532	B5C39_RS03145	B5M19_RS04500
OG0000533	B5C39_RS02295	B5M19_RS04515
OG0000535	B5C39_RS00860	B5M19_RS04610
OG0000536	B5C39_RS00730	B5M19_RS00365
OG0000537	B5C39_RS02180	B5M19_RS01820
OG0000538	B5C39_RS01785	B5M19_RS04340
OG0000539	B5C39_RS01035	B5M19_RS00130
OG0000540	B5C39_RS02915	B5M19_RS00930
OG0000541	B5C39_RS02990	B5M19_RS00855
OG0000542	B5C39_RS01180	B5M19_RS00275
OG0000543	B5C39_RS00015	B5M19_RS04430
OG0000544	B5C39_RS01645	B5M19_RS04410
OG0000545	B5C39_RS03330	B5M19_RS00645
OG0000546	B5C39_RS03060	B5M19_RS02545
OG0000547	B5C39_RS00130	B5M19_RS01355
OG0000548	B5C39_RS03105	B5M19_RS03295
OG0000549	B5C39_RS00505	B5M19_RS00585
OG0000550	B5C39_RS00650	B5M19_RS04055
OG0000551	B5C39_RS00205	B5M19_RS01275
OG0000552	B5C39_RS00330	B5M19_RS01550
OG0000553	B5C39_RS02960	B5M19_RS00885
OG0000554	B5C39_RS02675	B5M19_RS02655
OG0000555	B5C39_RS03755	B5M19_RS01350
OG0000556	B5C39_RS01280	B5M19_RS02885
OG0000557	B5C39_RS01635	B5M19_RS02615
OG0000558	B5C39_RS01665	B5M19_RS03655
OG0000559	B5C39_RS03210	B5M19_RS02075
OG0000560	B5C39_RS03320	B5M19_RS00635
OG0000561	B5C39_RS01800	B5M19_RS02205
OG0000562	B5C39_RS03325	B5M19_RS00640
OG0000563	B5C39_RS03310	B5M19_RS00625
OG0000564	B5C39_RS03805	B5M19_RS03930
OG0000565	B5C39_RS03365	B5M19_RS00685
OG0000566	B5C39_RS03355	B5M19_RS00675
OG0000567	B5C39_RS03335	B5M19_RS00650
OG0000568	B5C39_RS02220	B5M19_RS01860
OG0000569	B5C39_RS01660	B5M19_RS03665
OG0000570	B5C39_RS01655	B5M19_RS02635
OG0000571	B5C39_RS01650	B5M19_RS02630
OG0000572	B5C39_RS01630	B5M19_RS02610
OG0000573	B5C39_RS03205	B5M19_RS02070
OG0000574	B5C39_RS01590	B5M19_RS02570
OG0000575	B5C39_RS01675	B5M19_RS03670
OG0000576	B5C39_RS03165	B5M19_RS02030
OG0000577	B5C39_RS02935	B5M19_RS00910
OG0000578	B5C39_RS02955	B5M19_RS00890
OG0000579	B5C39_RS03300	B5M19_RS00615
OG0000580	B5C39_RS03870	B5M19_RS02550
OG0000581	B5C39_RS03285	B5M19_RS00600
OG0000582	B5C39_RS03810	B5M19_RS04400
OG0000583	B5C39_RS03195	B5M19_RS02060
OG0000584	B5C39_RS01300	B5M19_RS02310
OG0000588	B5C39_RS03155	B5M19_RS02025
OG0000590	B5C39_RS01310	B5M19_RS02875
OG0000591	B5C39_RS03720	B5M19_RS04575
OG0000592	B5C39_RS02925	B5M19_RS04115
OG0000593	B5C39_RS00715	B5M19_RS00380
OG0000594	B5C39_RS01670	B5M19_RS03650
OG0000598	B5C39_RS03250	B5M19_RS02115
OG0000599	B5C39_RS03255	B5M19_RS02120
OG0000600	B5C39_RS01295	B5M19_RS02305
OG0000601	B5C39_RS03315	B5M19_RS00630
OG0000604	B5C39_RS03910	B5M19_RS04585
OG0000605	B5C39_RS01285	B5M19_RS02280
OG0000606	B5C39_RS03290	B5M19_RS00605
OG0000612	B5C39_RS03890	B5M19_RS04320
OG0000615	B5C39_RS02965	B5M19_RS00880
OG0000616	B5C39_RS01275	B5M19_RS02890
OG0000619	B5C39_RS03295	B5M19_RS00610
OG0000620	B5C39_RS03670	B5M19_RS03820
OG0000621	B5C39_RS03925	B5M19_RS04570
